"","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
"Hancock",188.25,110.133,315.717,212.85,181.717,155.833,305.717,227.333,55.367,186.033,158.7,137.8,266.017,155.083,210.117,239.233,237,259.8,162.917,185.65,237.95,200.567,238.717,103.417,237.95,183.167,205.967,119.55,144.183,318.95,153.167,187.683,30.767,0,135.867,77.383,151.117,240.667,320.333,285.7,309.117,151.05,199.633,167.75,148.4,224.083,200.133,86.183,232.7,160.583,319.633,181,171.75,303.75,165.717,159.75,181.633,272.517,267.117,246.283,312.8,26.867,251.733,129.6,243.083,83.567,327.667,212.467,224.95,195.483,84.383,118.467,77.4,197.567,166.05,234.783,296.25,145.833,145.95,217.383,108.333,196.267,176.367,54.833,185.65,200.167,197.45,119.283,195.367,135.433,218.183,256.767,268.55,201.8,130.7,223.733,291.717,136.25,236.667,174.417,202.067,161.083
"Hardin",234.35,80.067,214.117,276.967,187,218.1,200.717,213.85,138.65,171.733,114.983,18.733,160.133,150.333,165.433,268.85,265.467,163.017,163.483,250.3,132.95,229.033,206.733,168.483,132.95,197.867,187.95,79.883,257.5,205.933,176.983,220.617,134.017,137.2,0,190.683,202.2,238.633,207.317,172.683,196.1,25.783,310.4,110.25,36.783,230.4,245.2,190.283,119.683,204.867,214.617,233.733,77.717,190.733,137.467,55.483,73.017,159.5,177.117,138.383,199.8,133.517,307.483,141.867,142.033,194.333,214.65,262.1,177.85,169.35,197.45,159.567,61.517,167.1,180.75,128.683,192.9,208.1,154.8,150.9,219.1,75.5,145.9,99.517,249.767,145.367,83.217,192.7,287.633,151.267,282.283,198.6,178.567,315.117,165.267,279.483,178.717,249.567,247.45,78.15,266.183,174.15
"Henderson",120.817,126.067,251.9,145.417,117.9,84.45,245.1,163.517,59.05,122.217,132.983,177.417,212.667,104.8,162.683,171.8,169.567,195.983,108.1,118.217,181.25,133.133,174.9,35.983,181.25,119.35,142.15,137.867,76.75,315.783,83.633,120.25,95.45,76.017,188.683,0,82.133,176.85,317.167,250.267,305.95,190.667,131.267,142.033,188.033,160.267,132.683,18.75,223.067,93.15,258.833,113.567,152.617,300.583,136.25,158.55,183.65,269.35,203.3,191.117,309.633,58.85,184.3,89.333,253.717,43.833,324.5,145.033,161.133,164.217,46.517,47.067,128.15,140.933,102.233,215.633,302.75,74.45,87.1,184.15,49.35,177.133,133.817,94.45,118.217,171.833,194.9,45.633,127.933,72.283,150.75,192.95,204.733,134.367,63.267,156.3,288.55,68.817,170.95,155.283,134.633,92
"Henry",65.767,125.517,231.433,108.367,97.433,18.417,224.617,143.05,101.85,101.75,132.433,187.8,192.183,84.333,142.2,118.417,115.05,175.517,87.633,81.7,160.767,78.617,154.417,46.267,160.767,93.4,119.85,137.3,100.283,294.367,43.183,65.717,168.9,149.45,198.517,81.65,0,135.467,295.75,229.8,284.517,184.517,165.25,141.483,186.233,104.95,78.167,73.267,222.517,36.267,238.35,65.133,152.05,279.15,115.5,158,183.083,247.933,182.817,170.633,288.217,132.283,147.25,70.967,253.167,104.933,303.083,97.1,140.667,143.733,123.783,48.967,168.55,120.467,58.983,204.45,281.333,8.433,66.633,163.683,80.9,176.567,113.333,129.767,81.167,151.083,194.35,32.567,113.65,71.717,113.683,172.467,184.267,147.567,47.067,119.783,267.133,85.45,118.333,154.717,97.583,36.433
"Iroquois",140.75,162.75,181,167.15,82.517,148.55,202.567,88.017,188.233,80.15,148.867,225.05,170.133,114.4,120.15,94.25,100.4,146.733,107.067,133.367,138.717,92.667,108.517,143.233,138.717,70.25,58,174.55,201.7,272.317,111.6,97.567,260.117,240.683,235.767,177.567,136.3,0,273.7,207.75,262.467,221.767,245.917,152.217,223.483,43.483,113.617,170.367,201.817,133.65,187.917,151.133,189.3,257.1,124.183,195.233,219.2,225.883,132.383,148.583,266.167,222.4,152.6,121.417,283.133,215.517,281.033,125.733,118.617,132.867,223.1,134.333,207.433,102.983,85.783,187.733,259.283,144.733,114.417,141.633,198.367,198.6,115.45,214.917,155.65,149.133,230.45,159.767,190.9,128.233,143.6,113.417,126.85,219.167,128.133,127.433,245.083,186.867,61.767,191.967,169.45,101.3
"Jackson",322.417,227.7,189.117,365.017,222.183,307.817,165.9,225,305.6,205.05,203.467,208.883,140.833,241.117,172.85,312.783,318.95,170.433,229.817,338.35,140.367,311.8,214.15,279.983,140.367,245.367,220.8,229.633,378.15,88.317,265.033,307.033,315.833,319.017,205.35,314.3,295.567,271.483,0,129.683,15.767,180.45,430.7,200.383,191.433,263.25,331.633,307.117,120.067,292.917,178.867,321.783,165.3,30.267,207.533,191.867,149.783,52.6,184.533,129.75,19.467,311.533,371.133,248.65,127.817,352.25,59.833,342.633,185.267,180.667,359.833,271.067,263.633,207.667,268.817,135.967,62.1,304,238.15,158.3,350.75,152.183,217.533,277.533,337.817,175.433,148.233,304.2,375.683,262.767,362.133,206.017,185.983,403.95,272.233,345.983,105.75,367.35,280.3,168.367,354.233,262.2
"Jasper",256.8,198.333,77.417,299.417,156.567,242.2,46.467,154.95,260.583,139.433,152.833,175.6,46.017,171.3,106.3,247.183,253.333,94.467,164.2,272.75,75.917,246.183,138.183,215.583,75.917,179.75,155.183,200.267,313.75,79.183,199.433,241.433,282.567,285.75,172.067,249.917,229.95,205.867,131.333,0,120.117,147.183,365.083,149.767,158.167,197.65,266.017,242.717,77.45,227.317,69.067,256.183,132.033,114.75,151.5,158.6,116.517,83.533,108.55,68.25,123.817,278.267,305.517,183.05,146.1,287.867,88.617,277.033,120.033,119.8,295.45,206.683,230.35,142.067,203.2,92.383,116.933,238.4,172.533,97.433,286.35,118.917,156.667,244.267,272.217,114.567,114.95,239.8,310.067,194.9,296.533,130.033,110,338.333,206.633,280.367,50.883,301.733,214.683,135.083,288.633,196.6
"Jefferson",316.833,222.117,184.583,359.433,216.6,302.233,161.367,219.417,300.033,199.467,197.883,203.3,135.25,235.533,167.283,307.217,313.367,164.85,224.233,332.783,134.783,306.217,208.567,274.4,134.783,239.783,215.217,224.05,372.567,83.783,259.467,301.45,310.267,313.45,199.767,308.717,289.983,265.9,19.517,124.1,0,174.867,425.117,194.817,185.85,257.683,326.05,301.533,114.483,287.333,174.35,316.217,159.733,19.9,201.95,186.283,144.2,47.033,178.95,124.167,6.383,305.95,365.55,243.083,122.233,346.683,64,337.067,179.683,175.083,354.25,265.5,258.05,202.083,263.233,130.383,51.75,298.433,232.567,152.733,345.167,146.6,211.95,271.95,332.233,169.85,142.65,298.617,370.1,257.183,356.55,200.433,180.4,398.367,266.667,340.4,101.217,361.767,274.717,162.783,348.65,256.633
"Jersey",218.383,67.283,189.967,260.983,171.017,202.117,176.55,193.417,146.867,155.767,91.25,28.417,135.967,134.367,141.283,252.867,249.5,138.85,147.5,234.317,108.783,213.067,182.567,152.5,108.783,181.883,171.967,67.717,258.633,181.767,161,204.633,150.95,151.533,25.35,191.833,186.233,222.65,183.15,148.517,171.933,0,311.533,86.517,10.983,214.433,229.233,187.367,95.517,188.883,190.467,217.75,53.55,166.567,113.733,31.75,48.85,135.35,152.95,114.217,175.633,134.667,291.5,125.883,117.867,195.467,190.483,246.133,153.683,145.617,198.6,143.6,83.167,151.117,164.783,104.517,168.75,192.133,138.833,126.733,220.233,51.333,129.917,100.667,233.783,121.633,59.05,176.717,271.65,135.3,266.317,174.433,154.4,299.917,149.3,263.517,154.55,250.7,231.467,54.417,250.2,158.167
"Jo Daviess",145.45,245.1,367.05,118.133,233.05,150.55,360.25,278.667,178.083,237.367,252.017,299.567,327.8,219.95,277.833,162.267,169.067,311.133,223.25,128.133,296.383,177.817,290.05,155.017,296.383,229.033,248.983,256.883,67.917,429.983,181.717,173.583,212.75,199.033,310.833,131,162.883,245.2,431.367,365.417,420.15,304.1,0,261.067,310.183,210.9,162.533,137.783,342.1,145.667,373.983,122.833,271.65,414.783,251.133,277.583,302.683,383.55,318.433,306.25,423.85,181.867,157.017,206.583,372.75,127.267,438.7,154.95,276.283,279.35,146.117,166.1,250.3,256.083,194.6,334.667,416.95,153.917,202.25,299.3,102.183,296.15,248.95,216.6,101.5,286.7,313.933,171.85,64.317,191.3,123.45,308.083,319.883,34.933,182.3,143.517,402.767,79.983,200.867,274.317,81.733,172.05
"Johnson",171.983,63.167,160.033,214.6,100.317,158,146.633,127.167,136.217,85.05,10.467,102.55,108.75,63.5,60.7,193.25,199.4,107.367,74.9,187.933,78.867,166.667,128.533,108.383,78.867,120.883,101.267,64.267,206.55,200.683,114.617,158.25,175.633,169.267,109.7,142.717,142.117,151.95,202.067,149.483,190.833,85.233,261.067,0,91.933,143.717,182.833,135.517,98.783,142.5,160.533,171.367,52.783,185.467,32.95,58.717,83.817,154.25,121.467,87.183,194.533,152.4,245.117,81.767,153.883,180.667,209.4,199.733,102.5,59.883,188.25,99.483,107.85,80.417,118.383,83.467,187.65,148.017,79.817,58.283,179.15,77.3,57.967,118.4,187.4,41.067,95.067,132.6,225.267,91.183,219.917,134.833,122.917,253.517,105.183,217.117,173.45,198.617,160.767,55.45,203.817,111.783
"Kane",218.267,63.983,201.433,260.883,170.9,202.017,188.033,197.75,143.55,155.65,96.483,25.1,147.433,134.25,157.667,252.767,249.383,150.333,147.4,234.217,120.267,212.95,194.05,152.4,120.267,181.767,171.867,61.65,255.317,193.25,160.9,204.533,147.65,148.217,36.833,188.517,186.117,222.55,194.633,160,183.417,11.467,308.217,91.75,0,214.317,229.117,184.05,107,188.783,201.933,217.65,65.033,178.05,118.967,36.517,60.317,146.817,164.433,125.7,187.1,131.35,291.4,125.783,129.35,192.15,201.967,246.017,165.167,150.85,195.283,143.483,79.85,151.017,164.667,116,180.217,192.017,138.717,138.2,216.933,62.817,129.8,97.35,233.683,126.867,70.533,176.617,271.533,135.183,266.2,185.917,165.883,299.8,149.183,263.4,166.017,247.383,231.367,65.9,250.1,158.067
"Kankakee",100.35,154.2,200.833,133.45,73.967,111.483,194.017,112.9,171.733,71.6,140.317,216.5,161.583,105.85,111.6,60.55,66.7,144.9,98.517,99.667,130.167,52.267,123.817,126.733,130.167,60.683,49.45,166,168.017,263.767,93.3,62.05,243.617,224.183,227.2,161.067,105.15,44.75,265.15,199.183,253.917,213.2,212.217,143.667,214.917,0,73.233,153.867,193.267,91.517,207.75,117.433,180.75,248.55,115.633,186.683,210.65,217.333,152.217,140.033,257.617,205.9,118.9,104.917,274.583,186.45,272.483,85.333,110.05,124.317,205.317,117.833,198.867,94.417,72.417,179.183,250.733,113.6,100.583,133.083,157.967,190.05,106.883,198.417,121.95,140.583,221.9,134.6,157.2,111.75,109.9,141.867,153.667,185.467,113.667,93.75,236.533,153.167,28.067,183.417,135.75,83.65
"Kendall",38.05,167.55,268.333,96.05,113.033,69.5,261.533,179.95,175.267,138.65,174.467,229.833,229.1,121.817,179.117,63.333,59.967,212.417,125.117,46.583,197.683,27.767,191.333,122.167,197.683,85.9,122.4,179.333,114.917,331.267,85.567,23.767,217.9,198.45,240.55,131.3,77.583,114.05,332.65,266.7,321.433,226.55,161.733,181.033,228.267,76.217,0,138.067,260.767,49.533,275.267,57.983,194.1,316.067,153,200.033,225.133,284.85,219.717,207.533,325.133,181.283,93.95,108.467,295.2,144.467,339.983,22.517,177.567,181.233,163.317,121.167,212.217,160.4,75.95,241.95,318.25,72.467,104.117,200.583,115.983,218.6,150.833,201.95,68.85,188.567,236.383,109.85,106.717,115.283,73.817,209.367,221.167,134.983,106.883,52.033,304.05,100.083,71.433,196.767,85.267,75.917
