"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Roanoke",324.533,107.367,217.083,47.017,143.367,82.6,87.583,209.967,82.333,102.6,41.4,81.383,29.017,128.683,198.283,30.783,112.633,55.633,121.283,190.633,82.95,197.233,119.133,108.6,257.317,178.85,168.517,183.467,75.3,71.65,168.133,136.4,101.35,200.483,180.067,214.9,210.583,197.3,197.3,204.85,180.517,57.65,128.733,253.217,365.233,164.467,196.883,94.9,67.733,223.5,146.017,96.5,133.967,216.2,118.617,228.033,173.2,97.533,154.2,176.033,59.55,189.767,253.933,219.783,213.4,216.683,194.117,247.15,209.017,54.517,196.8,134.917,151.4,71.65,140.067,189.783,194.367,70.017,240.917,164.417,310.967,38.05,221.55,187.533,228.283,249.233,226.067,244.1,182.233,143.75,142.917,172.917,91,189.733,81.767,225.683,247.383,160.15,119.5,197.4,207.2,57.7,47.783,247.15,164.133,164.133,0,0,47.267,101.783,173.15,17.083,180.483,122,94.15,165.733,179.917,203.267,84.083,261.65,227.433,207.367,126.583,257.417,131.233,163.217,87.667,240.767,206.033,157.033,185.617,228.233,229.067
"Roanoke City",324.533,107.367,217.083,47.017,143.367,82.6,87.583,209.967,82.333,102.6,41.4,81.383,29.017,128.683,198.283,30.783,112.633,55.633,121.283,190.633,82.95,197.233,119.133,108.6,257.317,178.85,168.517,183.467,75.3,71.65,168.133,136.4,101.35,200.483,180.067,214.9,210.583,197.3,197.3,204.85,180.517,57.65,128.733,253.217,365.233,164.467,196.883,94.9,67.733,223.5,146.017,96.5,133.967,216.2,118.617,228.033,173.2,97.533,154.2,176.033,59.55,189.767,253.933,219.783,213.4,216.683,194.117,247.15,209.017,54.517,196.8,134.917,151.4,71.65,140.067,189.783,194.367,70.017,240.917,164.417,310.967,38.05,221.55,187.533,228.283,249.233,226.067,244.1,182.233,143.75,142.917,172.917,91,189.733,81.767,225.683,247.383,160.15,119.5,197.4,207.2,57.7,47.783,247.15,164.133,164.133,0,0,47.267,101.783,173.15,17.083,180.483,122,94.15,165.733,179.917,203.267,84.083,261.65,227.433,207.367,126.583,257.417,131.233,163.217,87.667,240.767,206.033,157.033,185.617,228.233,229.067
"Rockbridge",286.15,68.967,178.7,75.217,140,52.45,84.217,171.583,43.933,69.333,54.35,109.6,35.5,156.9,194.917,21.483,89.367,18.683,82.9,152.25,111.167,158.833,115.8,70.2,218.933,133.217,130.117,145.067,48.233,112.35,129.75,113.133,133.267,228.7,160.15,183.383,172.2,158.917,158.917,166.467,142.133,90.85,90.35,210.35,326.85,126.083,158.5,123.1,95.95,185.117,107.617,124.7,95.583,180,131.583,189.633,134.8,59.133,167.167,137.65,87.767,151.367,212.667,181.4,175,178.283,155.733,208.75,170.617,7.55,158.4,96.533,148.2,63.767,101.683,151.4,155.967,110.733,202.533,161.933,272.567,66.267,183.15,149.15,189.9,210.833,187.683,205.717,210.45,140.383,104.533,201.117,125.7,148.917,112.35,187.283,209,124.717,116.133,155.133,168.8,85.9,76,208.767,125.75,125.75,46.433,46.433,0,63.4,134.767,45.3,142.1,83.6,122.367,127.333,141.533,164.883,45.683,216.017,189.05,170.1,154.783,219.017,93.783,124.833,49.267,202.383,167.65,118.633,213.833,189.833,190.667
"Rockingham",279.517,64.233,126.833,132.483,137.967,93.433,124.283,119.733,26.883,99.95,111.617,166.867,92.75,214.167,193.25,78.75,111.6,65.683,74.8,149.317,168.433,152.2,155.867,63.567,212.3,126.583,78.267,138.433,91.567,169.617,84.283,126.25,176.567,285.95,153.517,176.75,165.55,107.05,107.05,114.6,90.283,148.1,83.717,203.717,295.983,74.217,122.3,180.367,153.217,178.483,100.983,181.967,36.15,173.367,171.817,183,128.167,10.483,202.617,131,145.017,144.733,206.033,174.767,168.367,142.1,149.1,202.117,118.767,64.65,106.55,80.267,173.65,109.733,56.217,99.533,104.117,167.983,195.9,193.217,265.933,123.533,176.517,142.5,183.25,204.2,181.05,199.067,267.7,162.033,67.983,258.383,182.967,142.283,155.65,180.65,202.367,118.083,136.383,148.5,116.95,143.167,133.25,202.133,119.117,119.117,103.7,103.7,68.2,0,82.9,102.55,90.25,24.183,179.617,120.7,119.683,128.683,35.433,209.367,182.417,163.45,212.05,212.383,87.133,72.967,42.617,201.283,161.017,66.783,271.1,183.2,184.033
"Russell",261.933,129.883,80.95,200.033,194.183,160.983,191.833,70.6,94.433,167.5,179.167,234.417,160.317,281.717,229.467,146.3,179.15,133.233,139.7,140.217,235.983,183.783,223.433,131.117,243.883,170.467,6.583,174.667,159.133,237.167,94.3,194.917,244.117,353.517,189.75,212.983,166.2,67.283,67.283,65.017,62.55,215.667,152.267,239.95,242.867,33.333,113.333,247.917,220.767,210.067,167.4,249.517,115.3,209.6,239.383,214.583,147.6,78.033,259.517,157.2,212.567,175.767,236.05,206.35,188.467,133.783,170.033,203.4,72.867,132.2,36.25,131.917,239.133,177.283,105.2,71.817,66.25,235.533,227.483,241.917,278.517,191.083,208.1,174.083,214.833,235.783,212.633,200.35,335.267,217.55,110.367,325.933,250.517,178.5,223.2,212.233,233.95,184.5,203.933,178.817,89.067,210.717,200.817,203.4,155.333,155.333,171.25,171.25,135.767,80.7,0,170.117,62.517,89.417,247.183,160.017,124.25,100.817,103,240.95,213.433,199.683,279.6,243.967,154.7,71.9,110.183,192.967,192.6,24.617,338.65,214.783,215.617
"Salem",323.3,106.117,215.85,38.95,154.133,88.167,98.35,208.733,81.083,101.367,52.167,73.333,27.767,120.633,209.05,29.533,123.383,54.4,120.05,189.4,74.9,195.983,129.9,107.35,256.083,170.367,167.267,182.217,74.067,83.05,166.9,147.167,112.767,192.433,190.833,225.65,209.333,196.067,196.067,203.617,179.283,54.583,127.5,247.5,364,163.217,195.633,86.833,59.683,222.267,144.767,88.433,132.733,226.967,130.033,226.783,171.95,96.283,165.6,174.783,51.483,188.517,249.817,218.55,212.15,215.433,192.883,245.9,207.767,53.283,195.55,133.683,162.15,82.4,138.817,188.55,193.117,81.417,239.683,175.167,309.717,29.333,220.3,186.283,227.033,247.983,224.833,242.85,174.183,154.517,141.683,164.85,89.433,186.067,93.167,224.433,246.15,161.867,130.25,192.283,205.95,49.633,39.733,245.917,162.9,162.9,16.683,16.683,46.017,100.55,171.9,0,179.25,120.75,86.1,164.483,178.667,202.033,82.833,253.15,226.2,207.233,118.517,256.167,130.917,161.983,86.417,239.533,204.8,155.783,177.567,226.983,227.817
"Scott",245.85,85.517,57.633,209.917,138.983,138.267,171.95,50.517,104.333,177.4,177.333,244.3,170.2,291.6,174.267,156.183,142.417,143.133,84.5,85.017,245.867,128.583,191.883,89.7,188.683,115.267,55.85,119.467,169.017,247.067,39.083,139.717,221.4,363.4,134.55,157.783,111,37.833,37.833,45.383,7.633,225.55,97.067,184.733,226.767,64.55,58.133,257.8,230.65,154.867,112.2,259.417,66.417,154.4,216.65,159.383,92.4,87.917,204.317,102,222.467,120.567,180.85,151.15,133.267,78.583,114.833,148.2,49.55,142.1,49.967,76.717,183.933,154.567,50,30.317,34.9,239.75,172.283,186.717,242.317,200.967,152.9,118.883,159.633,180.583,157.433,145.15,345.15,162.35,55.15,335.833,260.417,123.3,200.483,157.033,178.75,129.3,164.983,123.617,47.733,220.617,210.7,148.2,100.133,100.133,181.133,181.133,145.65,90.583,63.417,180,0,89.733,257.067,104.817,69.033,58.9,112.883,185.75,158.233,144.483,289.5,188.767,119.933,36.1,112.75,137.767,137.383,59.1,348.533,159.583,160.417
"Shenandoah",279.117,57.917,134.367,151.85,137.567,108.333,139.183,127.25,46.25,119.317,130.983,186.233,112.133,233.533,192.85,98.117,113.617,85.05,68.5,143.017,187.8,151.8,167.783,62.1,211.9,126.183,85.8,138.033,110.95,188.983,77.983,126.3,191.467,305.333,153.117,176.35,165.167,114.583,114.583,122.133,82.85,167.483,82.783,203.317,303.517,81.75,115.983,199.733,172.583,178.083,100.583,201.333,29.85,172.967,186.733,182.6,127.767,31.6,207.8,130.617,164.383,144.333,205.633,174.367,167.967,135.783,148.7,201.717,126.3,84.017,114.083,73.95,178.833,124.65,49.9,107.067,111.65,187.35,195.5,198.383,265.533,142.9,176.117,142.117,182.867,203.8,180.65,198.683,287.083,163.167,61.667,277.75,202.333,141.883,170.55,180.25,201.967,117.683,141.55,148.1,124.467,162.533,152.633,201.733,118.717,118.717,123.067,123.067,87.583,24.083,90.433,121.933,87.017,0,199,120.3,113.367,122.383,54.817,208.983,182.017,163.067,231.417,211.983,92.317,55.617,53.95,194.967,160.617,74.3,290.467,182.8,183.633
"Smyth",401.567,184.4,294.117,79.05,232.4,166.433,176.617,287,159.367,179.633,130.433,39.3,106.05,40.033,248.883,107.817,201.65,132.667,198.317,267.667,55.317,274.25,208.167,185.617,334.35,248.65,245.55,260.483,152.333,113.95,245.167,225.433,161.733,111.833,269.1,271.917,287.617,274.333,274.333,281.883,257.55,85.967,205.767,310.483,442.267,241.5,273.917,65.95,77.317,300.533,223.033,67.55,211,273.217,205.05,305.067,250.233,174.55,217.1,253.067,60.05,266.8,328.1,296.817,290.433,293.717,271.15,324.183,286.05,131.55,273.833,211.95,240.417,160.683,217.1,266.817,271.4,131.067,317.95,230.167,388,73.533,298.567,264.567,305.317,326.267,303.1,321.133,93.583,232.783,219.95,98.567,96.583,264.333,171.05,302.717,324.417,240.133,208.533,270.55,284.217,51.267,63.2,324.183,241.167,241.167,94.95,94.95,124.3,178.817,250.183,86.817,257.517,199.033,0,242.75,256.95,280.3,161.117,332.983,304.467,280.617,55.217,334.45,209.2,240.25,164.7,317.8,283.067,234.05,96.967,305.267,306.1
"Southampton",178.4,71.8,103.25,194.433,45.083,119.2,98.867,106.217,98.967,161.583,146.7,228.817,154.717,276.117,84.883,140.7,80.35,127.65,65.267,50.133,230.383,47.733,98.283,67.383,111.2,21.267,153.517,30.067,153.533,209.283,108.233,57.317,164.95,347.917,45.167,68.4,71.133,105.017,105.017,107.3,103.3,210.067,64.167,95.35,219.1,162.217,62.733,242.317,215.167,77.383,36.217,243.917,94.033,65.017,123.75,81.9,32.55,114.15,114.933,36.5,206.983,36.383,97.683,73.65,71.35,77.25,54.683,106.117,95.2,126.617,129.833,57.933,90.033,125.9,94.967,102.1,104.5,200.483,94.8,97.333,164.833,185.483,75.417,41.4,82.15,103.1,79.933,104.65,329.667,68.45,79.183,320.333,228.217,33.917,162.033,79.55,101.267,36.783,75.167,40.133,88.033,205.117,195.217,107.717,15.35,15.35,165.65,165.65,130.167,118.417,161.083,164.517,104.517,121.15,241.583,0,63.483,67.633,101.4,105.4,74.05,55.1,274,111.283,92.55,129.483,91.217,101.333,59.9,156.767,333.05,82.1,82.933
"Spotsylvania",212.8,84.533,68.017,207.183,95.883,129.967,149.467,70.983,111.7,174.333,169.033,241.55,167.45,288.85,131.183,153.433,119.933,140.383,73.433,38.15,243.117,85.5,149.1,80.117,145.583,72.183,118.3,76.367,166.267,244.317,58.533,105.6,213.1,360.65,91.45,114.683,67.817,69.783,69.783,72.067,68.083,222.8,76.9,141.65,240.967,126.983,24.983,255.067,227.9,111.767,75.45,256.667,83.517,111.3,174.55,116.3,49.3,127.8,161.233,58.9,219.717,77.467,137.767,108.05,90.167,44.767,71.733,105.017,59.983,139.35,94.617,46.567,140.833,146.283,67.1,66.867,69.267,231.45,129.183,143.617,199.233,198.217,109.817,75.8,116.55,137.5,114.333,101.967,342.4,119.267,55.35,333.083,257.667,80.217,192.183,113.95,135.65,84.233,130.867,80.533,52.817,217.867,207.95,105.017,57.05,57.05,178.383,178.383,142.9,120.283,125.867,177.25,69.3,113.55,254.317,61.717,0,32.417,114.133,142.667,115.15,101.383,286.75,145.683,105.283,90.933,103.95,98.633,94.3,121.55,345.783,116.5,117.333
"Stafford",218.867,109.033,43.683,232.55,101.95,155.35,155.733,46.65,137.067,199.7,194.417,266.933,192.817,314.233,137.233,178.817,133.867,165.75,90.433,47.983,268.5,91.55,155.167,105.267,151.65,78.233,97.55,82.433,191.633,266.15,66.05,110.833,221.817,386.033,97.517,120.75,73.967,45.45,45.45,47.733,55.383,248.167,103,147.717,216.633,106.233,20.317,280.433,253.283,117.833,81.133,282.033,91.033,117.367,180.617,122.35,55.367,135.317,167.283,64.967,245.083,83.533,143.817,114.117,96.233,41.567,77.8,111.167,35.633,164.717,70.283,72.533,146.9,171.65,74.617,42.533,44.933,256.817,135.25,149.683,205.283,223.6,115.867,81.867,122.617,143.55,120.4,108.117,367.767,125.333,63.5,358.45,283.033,86.267,217.567,120,141.717,90.3,132.05,86.583,28.467,243.233,233.317,111.183,63.1,63.1,203.767,203.767,168.267,127.8,102.167,202.633,56.6,121.05,279.683,67.783,32.017,0,139.517,148.733,121.2,107.45,312.117,151.733,130.65,81.567,129.317,100.75,100.367,100.783,371.167,122.55,123.383
"Staunton",259.633,42.467,149.233,111.5,118.083,73.55,104.4,142.133,12.233,72.633,90.633,145.883,71.767,193.183,173.367,57.767,91.717,44.7,56.383,125.733,147.45,132.317,136,43.683,192.417,106.7,100.667,118.55,70.583,148.633,103.233,106.367,156.683,264.967,133.633,156.867,145.683,129.45,129.45,137,112.667,127.117,63.833,183.833,300.333,96.617,131.983,159.383,132.233,158.6,81.1,160.983,66.117,153.5,151.95,163.133,108.283,29.683,182.733,111.133,124.033,124.867,186.167,154.883,148.483,151.783,129.217,182.25,141.167,43.667,128.95,70.017,153.767,89.867,75.167,121.933,126.517,147,176.017,173.333,246.05,102.55,156.633,122.633,163.383,184.333,161.167,179.2,246.717,142.15,78.017,237.4,161.983,122.4,135.767,160.767,182.483,98.2,116.5,128.617,139.35,122.183,112.267,182.25,99.233,99.233,82.717,82.717,47.217,33.95,105.3,81.567,112.65,54.15,158.633,100.817,115.017,138.367,0,189.5,162.533,143.583,191.067,192.517,67.267,95.367,22.767,175.867,141.133,89.183,250.117,163.333,164.167
"Suffolk",113.033,163.9,184.2,286.55,125.45,204.367,173.35,187.167,191.067,253.7,221.2,319.3,246.817,366.6,95.55,232.8,165.533,219.75,157.367,131.083,291.05,87.533,165.167,159.483,31.133,94.45,234.467,80.75,245.633,244.9,189.183,142.5,200.567,438.4,90.817,69.467,125.033,185.967,185.967,188.25,184.25,295.133,156.267,33.117,153.733,243.167,143.683,298.3,307.267,74.833,127.8,311.767,186.133,71.117,172.267,37.933,110.217,206.267,144.783,110.483,299.083,79.917,27.35,74.4,100.35,158.2,100.3,124.4,176.15,218.717,210.783,150.033,141.95,200.4,187.067,183.05,185.45,236.1,93.133,127.183,99.45,277.583,51.983,79.617,30.217,24.783,40.233,141.4,420.15,119.833,171.283,410.833,263.833,78.767,211.683,44.417,23.5,121.95,149.667,72.9,168.983,297.233,287.317,149.933,98.667,98.667,260.383,260.383,222.267,210.533,242.033,256.617,185.467,213.25,332.067,103.933,144.433,148.583,193.5,0,53.85,68.05,364.5,42.583,184.65,210.433,183.317,155.217,61.133,237.717,423.533,35.417,65.217
"Surry",146.6,131.933,154.517,254.567,93.933,172.4,147.717,157.483,159.1,221.717,195.567,288.95,214.85,336.25,100.817,200.833,133.55,187.783,125.4,101.4,281.717,49.65,140.967,127.517,67.7,62.467,204.783,53.983,213.667,236.5,159.5,110.517,192.183,408.05,66.617,74.733,109.383,156.283,156.283,158.55,154.567,270.2,124.3,62.55,187.3,213.483,114,288.967,275.3,75.667,95.833,302.45,154.167,71.35,164.083,55.317,80.533,174.283,136.383,79.25,267.117,41.5,31.533,36.15,86.567,128.517,86.533,121.333,146.467,186.75,181.1,118.067,121.783,174.767,155.1,153.367,155.767,227.7,93.95,118.783,133.017,245.617,58.967,67.5,48.483,58.35,50.233,138.333,389.8,95.633,139.317,380.467,255.45,54.55,202.367,60.25,57.067,89.983,124.033,39.85,139.3,265.25,255.35,145.95,66.7,66.7,225.783,225.783,190.3,178.55,212.35,224.65,155.783,181.283,301.717,71.967,114.75,118.9,161.533,54.283,0,50.233,334.133,76.15,152.683,180.733,151.35,139.567,41.667,208.033,393.183,54.8,66.05
"Sussex",171.217,114.283,141.833,236.917,75.833,154.9,121.7,144.817,141.433,204.067,169.533,268.067,197.183,315.367,56.467,183.183,115.9,170.117,107.75,88.733,239.8,56.133,113.517,109.867,89.3,44.817,192.117,31.133,196,194.583,146.833,92.867,150.25,387.167,31.383,30.367,97.117,143.6,143.6,145.883,141.9,244.817,106.633,45.983,211.917,200.8,101.333,247.05,257.65,99.033,78.167,260.517,136.5,26.983,122.167,91.617,68.267,156.633,94.467,66.983,249.45,34.167,62.033,82.517,93.017,115.85,80.65,127.767,133.8,169.083,168.433,100.4,88.067,148.75,137.45,140.683,143.1,185.783,116.45,76.867,157.633,227.967,103.117,63.067,84.783,82.967,86.533,130.633,368.917,66.333,121.667,359.583,213.533,29.883,160.45,96.55,81.683,72.317,98.017,29.75,126.633,247.6,237.683,133.683,49.05,49.05,208.717,208.717,172.633,160.9,199.683,207,143.117,163.633,280.833,54.317,102.083,106.233,143.883,68.483,47.267,0,313.25,100.767,135.017,168.067,133.683,127.3,81.567,195.367,372.3,91.1,104.6
"Tazewell",431.217,214.05,323.783,96.65,262.05,196.1,206.267,316.667,189.017,170.683,160.083,49.55,135.7,84.817,278.55,137.467,231.317,162.333,227.983,297.333,84.967,303.917,237.833,215.283,364.017,278.3,275.2,290.15,136.133,143.6,274.833,255.083,191.383,109.2,298.75,301.567,317.267,303.983,303.983,311.533,287.217,115.633,235.433,340.15,471.917,271.15,303.567,95.6,65.417,330.2,252.7,97.217,240.65,302.883,234.7,334.717,279.883,204.217,246.75,282.717,78.967,296.45,357.75,326.483,320.083,323.367,300.8,353.833,315.7,161.2,303.483,241.617,270.083,190.333,246.75,296.467,301.05,160.733,347.617,259.833,417.65,103.183,328.233,294.217,334.967,355.917,332.75,350.783,98.55,262.45,249.6,54.35,126.233,294,200.717,332.367,354.083,269.8,238.183,300.217,313.883,80.917,95.233,353.833,270.817,270.817,124.617,124.617,153.95,208.483,279.833,116.467,287.183,228.683,54.233,272.417,286.6,309.95,190.767,362.65,334.133,310.283,0,364.1,238.85,269.9,194.35,347.467,312.717,263.717,101.933,334.917,335.75
"Virginia Beach",99.017,163.167,186.35,285.8,145.35,208.6,199.133,189.317,190.333,252.967,246.967,320.183,246.083,367.483,131.183,232.067,180.667,219.017,156.633,133.25,321.75,89.683,196.767,158.75,31.167,113.3,236.633,112.35,244.9,280.517,191.333,157.633,236.2,439.283,122.4,105.083,127.183,188.117,188.117,190.4,186.4,301.433,155.533,68.75,139.717,245.317,145.833,333.917,306.533,76.983,130.317,335.283,185.4,106.733,207.9,36.4,112.367,205.533,180.4,112.633,298.35,111.5,55.3,76.567,102.5,160.367,102.467,126.55,178.317,217.983,212.95,149.3,177.583,226.183,186.333,185.2,187.6,271.717,95.283,162.8,85.45,276.85,54.133,81.767,40.433,20.917,42.383,143.567,421.033,151.433,170.55,411.7,299.467,110.35,247.317,46.567,23.583,137.083,175.45,104.483,171.133,296.5,286.583,152.1,100.183,100.183,257.017,257.017,221.533,209.783,244.2,255.883,187.617,212.517,332.95,111.217,146.583,150.75,192.767,43.15,76.4,103.683,365.383,0,183.917,212.583,182.583,157.367,63.3,239.867,424.417,40.383,67.383
"Warren",251.733,40.167,166.083,162.283,90.95,55.8,67.283,167.933,66.8,129.433,94.867,196.667,122.567,243.967,145.883,108.55,37.75,93.15,48.483,117.833,198.233,124.433,91.917,34.583,184.517,100.65,152.983,113.5,121.383,173.55,100.95,55.567,138.933,315.767,127.65,151.817,137.783,155.25,155.25,162.8,119.433,182.067,37.683,178.783,292.433,148.95,124.083,210.167,183.017,150.7,62.083,211.767,68.367,148.433,123.65,155.233,100.4,82,131.933,103.233,174.817,119.8,181.1,146.983,140.6,143.883,121.317,174.35,158.033,94.45,167.383,62.117,102.967,72.1,72.883,142.233,151.217,157.267,168.117,122.517,238.167,153.333,148.75,114.733,155.483,176.433,153.267,171.3,297.517,91.35,70.117,288.183,192.483,117.333,118.017,152.883,174.6,78.667,65.683,123.567,150.867,172.967,163.067,174.35,91.333,91.333,134.05,134.05,98.017,86.267,157.633,132.367,120.65,95.5,209.433,92.933,107.117,130.467,69.25,188.817,157.483,138.517,241.85,184.617,0,112.133,59.05,167.967,133.233,141.5,300.9,155.433,156.267
"Washington",277.983,76.083,89.767,192.233,151.667,128.833,159.683,82.667,86.633,159.7,167.9,226.617,152.5,273.917,196.6,138.5,131.783,125.433,84.317,107.35,228.183,150.917,185.95,80.267,211.017,137.6,68.183,141.8,151.317,229.367,40.617,140.4,211.95,345.7,156.883,180.117,133.333,69.983,69.983,77.533,31.2,207.85,96.883,207.067,258.917,66.633,80.467,240.117,212.967,177.2,114.683,241.717,56.967,176.733,207.217,181.717,114.733,70.233,225.967,124.333,204.767,142.9,203.183,173.483,155.6,100.917,137.167,170.533,81.7,124.4,82,88.05,195.633,145.133,38.35,62.467,67.05,227.733,194.617,216.55,264.65,183.283,175.233,141.217,181.967,202.917,179.767,167.483,327.45,177.25,59.933,318.133,242.717,145.633,191.033,179.367,201.083,131.783,159.717,145.95,79.883,202.917,193,170.533,122.467,122.467,163.45,163.45,127.95,72.9,75.75,162.3,35.383,56.217,239.367,127.15,90.517,80.8,95.183,208.083,180.567,166.817,271.8,211.1,110.483,0,103.317,160.1,159.717,59.2,330.85,181.917,182.75
"Waynesboro",249.617,32.45,155.117,115.833,108.067,61.483,92.333,148.017,20.367,83,94.983,150.217,76.117,197.517,163.35,62.1,79.633,49.05,46.367,115.717,151.783,122.317,123.917,33.683,182.4,96.7,106.55,108.55,74.933,152.983,93.217,96.367,144.6,269.317,123.633,146.867,135.667,135.333,135.333,142.883,111.717,131.467,53.817,173.817,290.317,102.5,121.967,163.717,136.567,148.583,71.1,165.333,60.65,143.483,139.867,153.117,98.283,35.567,172.717,101.117,128.383,114.85,176.15,144.867,138.483,141.767,119.2,172.233,147.05,48.017,134.833,60,143.767,77.783,65.15,127.817,132.4,151.35,166,163.317,236.05,106.883,146.633,112.617,153.367,174.317,151.15,169.183,251.067,132.133,68,241.75,166.333,112.383,123.683,150.767,172.467,88.183,106.483,118.6,148.75,126.533,116.617,172.233,89.217,89.217,87.05,87.05,51.567,39.833,111.183,85.917,112.933,55.017,162.983,90.817,105,128.35,22.8,179.483,152.517,133.567,195.417,182.5,57.25,101.25,0,165.85,131.117,95.067,254.45,153.317,154.15
