"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Richmond",30.633,215.1,181.967,268.217,164.083,154.05,132.85,75.183,140.967,246.767,143.717,162.55,226.733,175.783,127,96.9,40.117,71.183,189.85,209.733,160.25,180.1,212.967,240.533,151.333,137.5,193.45,164.483,116.017,290.783,200.983,244.35,211.217,192.667,297.533,25.5,245.483,160.183,93.667,198.383,244.3,253.983,133.833,133.833,161.15,190.167,176.867,201.167,292.267,273.617,117.017,98.2,86.917,25.5,219.783,156.967,150.967,142.517,183.583,129.133,204.067,62.633,196.267,117.983,294.15,120.95,146.65,173.933,171.4,78.933,177.55,199.917,122.6,170.033,137.667,200.467,219.4,132.733,183.933,164.067,140.033,62.417,161.15,176.317,215.667,133.1,121.35,232.8,82.783,59.683,165.417,273.683,244.15,149.467,86.167,144.917,41.35,166.583,112.617,297.533,70.833,115.8,162.767,277.733,214.15,212.4,268.217,97.3,197.933,171.783,172.467,183.933,196.333,175.017,199.833,102.633,227.267,279.25,200.983,263.867,0,140.883,256.233,191.233,315.333,191.15,88.967,119.5,236.267,203.033,58.283,127.95,193.433,161.167,135.867,300.067,230.1,122.433,160.1,118.617,180.617,211.95,139.283,262.167,179,257.883,115.8,207.95,194.617,63.967,158.033,242.783,148.733,170.733,177.283,189.783,63.967,115.733,212.367
"Rockdale",122.083,273.45,216.317,203.1,81.417,80.467,61.533,162.1,21.9,191.45,87.633,125.433,134.333,64.1,194.367,193.683,160.867,191.933,69.017,276.283,61.217,60.017,92.133,277.8,217.9,11.45,145.1,43.65,85.183,179.45,113.75,233.033,146.083,229.717,204.167,134.133,180.367,48.833,98.117,133.267,123.45,156.067,29.683,29.683,146.683,125.033,64.5,209.033,180.917,225.283,216.867,121.2,166.883,134.133,98.967,47.433,26.75,67.017,72.233,17.217,83.233,122.85,262.833,112.667,229.033,72.033,44.567,53.1,61.283,107.767,66.2,88.567,108.183,104.9,46.1,89.117,175.7,61.917,63.1,187.283,66.683,183.167,55.283,242.867,150.55,200.483,132.717,167.683,93.1,133.167,228.75,202.467,132.8,89.617,69.283,99.467,113.75,233.15,106.533,204.167,124.617,70.933,229.317,177.567,93.3,101.05,203.1,147.267,132.817,51.7,107.333,63.1,247.683,79.417,79.733,175.617,139.833,214.133,113.75,152.517,139.2,0,191.117,246.267,213.933,126.033,106.417,67.65,173.333,114.717,93.95,185.133,120.983,158.85,97.15,234.95,164.967,169.55,172.95,143.867,69.267,146.833,107.217,150.817,95,182.683,70.933,242.3,73.783,117,52.183,141.583,155.75,49.883,65.933,156.3,117,125.067,147.25
"Schley",242.517,149.617,121.117,51.133,245.567,244.617,225.683,202.05,186.1,52.8,118.733,115.633,120.533,180.9,209.55,217.85,239.833,217.383,242.317,177.083,225.367,214.1,265.433,150.633,239.433,190.317,309.25,216.933,234.05,109.383,277.9,89.183,77.5,135.417,78.967,254.55,34.6,181.783,237.983,66.767,296.75,62.2,192.433,192.433,119.383,77.3,234.667,94.067,96.267,80.117,241.033,267.717,192.7,254.55,272.25,188.7,203.783,133.217,189.75,181.1,256.517,216.35,182.45,146.533,53.483,237.317,208.717,226.4,225.433,188.333,190.767,152.3,280.7,105.333,162.95,186.267,61.717,153.1,236.383,124.767,230.833,227.017,219.433,212.933,81.717,215.667,156.883,52.483,202.4,253.6,178.317,57.283,99,119.917,194.617,133.333,230.433,208.917,165.083,78.967,208.183,214.883,242.4,73.417,266.6,126,51.133,184.117,107.25,224.617,110.15,236.383,127.067,165.733,252.65,199.783,105.917,51.167,277.9,90.3,259.617,193.7,0,148.233,96.767,102.867,228.933,172.517,68.55,145.583,214.367,170.767,123.583,118.933,131.017,47.483,37.817,162.433,129.183,161.217,164.817,48.233,138.383,107.333,153.183,55.6,214.883,115.133,247.083,238.4,216.333,89.95,131.667,223.183,164.5,89.95,238.4,158.933,53.883
"Screven",199.133,34.917,41.483,190.6,297.283,296.333,277.417,142.75,237.817,104.683,165.767,135.65,224.3,232.617,86.933,106.55,153.433,124.967,294.033,62.383,277.1,284.65,317.15,60.367,98.65,242.033,351.35,268.65,272.867,240.6,329.617,69.283,170.4,28.333,218.433,199.567,119.433,256.133,251.767,156.333,348.483,188.217,244.15,244.15,113,162.067,286.383,72.983,230.833,109.817,118.783,256.1,113.017,199.567,323.967,240.433,255.5,184.95,279.533,232.817,308.25,176.633,59.133,170.25,184.183,275.917,260.433,278.117,277.15,193.633,242.5,263.1,280.5,165.467,214.667,298.433,103.683,204.817,288.117,62.15,282.567,130.617,271.15,71.183,180.35,93.033,127.883,176.867,219.417,217.367,30.85,110.317,225.017,170.233,235.85,149.167,190,61.467,190.8,218.433,178.617,263.717,101.617,204.65,318.317,252,190.6,158.233,178.917,276.333,178.85,288.117,22.617,217.467,304.367,98.183,208.25,132.933,329.617,216.3,192.417,245.433,152.317,0,232.583,172.133,247.633,224.883,193.733,230.733,213.933,64.517,206.183,89.717,165.7,159.883,113.533,77.767,78.05,103.4,276.683,138.283,151.35,233.333,221.433,185,263.717,34.233,298.8,221.867,268.05,218.367,93.6,274.917,271.733,120.633,221.867,158.1,142.9
"Seminole",298.25,231.417,206.233,49.167,277.65,276.7,257.783,257.8,203.65,140.717,174.467,171.367,127.633,206.983,274.267,273.583,293.917,273.133,263.717,240.05,257.467,212.583,286.833,232.433,297.8,207.817,341.333,238.35,281.417,57.383,309.983,163.45,118.4,220.533,17.6,310.283,122.517,180.25,293.717,122.083,318.15,81.9,221.033,221.033,180.85,133.033,260.15,179.183,34.3,146.4,296.767,323.45,246.783,310.283,293.667,206.817,221.283,188.95,188.233,207.167,277.933,272.083,264.25,202.267,51.583,268.267,240.8,247.8,257.517,244.067,195.517,150.767,304.417,161.067,218.683,184.733,146.833,208.833,257.8,205.25,262.933,282.75,251.517,294.733,122.6,280.383,212.617,93.367,258.133,309.333,260.117,122.6,84.467,175.65,250.35,189.067,286.167,290.733,220.833,17.6,263.917,255.2,309.217,53.317,288,124.467,49.167,239.867,143.467,242.283,165.883,257.8,208.883,198.917,258.45,255.517,126.117,101.4,309.983,68.933,315.35,214.717,95.55,230.033,0,147.2,284.667,228.25,106.183,155.883,270.1,248.283,152.617,185.3,186.75,71.8,122.917,237.817,199.417,223.767,163.283,115.167,194.117,85.967,182.217,70.717,255.2,196.95,268.483,294.133,248.417,98.05,198.033,244.583,162.967,153.367,294.133,214.667,120.833
"Spalding",175.5,184.1,143.967,105.733,178.55,177.6,158.683,139.217,119.1,98.767,51.717,55.8,52.15,113.9,155.7,155.017,175.35,154.55,175.3,211.567,158.367,170.833,198.417,185.117,179.217,123.3,242.25,149.933,167.033,114.5,210.883,140.35,35.983,157.367,129.95,187.55,87.683,138.683,170.983,37.55,229.75,67.367,125.417,125.417,65.267,25.4,167.65,115.383,116.783,132.617,178.2,200.717,128.217,187.55,205.233,121.7,136.767,66.217,146.483,114.083,189.517,149.333,216.05,79.517,135.117,170.317,141.7,159.383,158.417,121.317,115.1,96.45,213.7,38.333,95.933,143,83.017,86.083,169.383,114.933,163.833,164.183,152.433,204.2,34.55,161.8,94.05,61.733,135.383,186.583,182.483,109.783,75.817,52.917,127.6,66.317,163.433,194.467,98.083,129.95,141.167,147.867,190.65,94.567,199.6,82.733,105.733,117.117,6.767,157.6,31.85,169.383,161.567,91.5,185.633,136.933,36.1,121.45,210.883,89.517,192.617,126.7,98.433,173.917,147.783,0,161.917,105.5,45.1,64.067,147.367,146.467,40.067,84.817,64,142.267,72.3,130.883,98.917,105.183,121.55,54.15,71.367,97.1,71.617,90.867,147.867,149.617,180.067,171.4,149.317,51.617,97.483,156.183,121.233,66.517,171.4,91.933,54.567
"Stephens",70.3,276.35,225.367,236.6,80.867,70.817,56.983,110.317,107.783,224.95,114.267,153.933,195.117,142.617,194.067,165.867,109.067,140.133,150.633,275.983,76.7,146.933,173.75,295.55,217.583,104.317,132.8,125.25,32.467,257.617,118.867,267.767,179.583,238.767,265.917,82.333,213.867,127,10.933,166.767,205.083,222.367,100.65,100.65,168.317,158.55,119.117,223.083,259.083,258.8,186.45,40.667,137.867,82.333,181.133,123.783,114.667,109.333,150.4,95.95,168.283,71.05,262.517,102.917,262.533,45.1,77.717,134.717,87.85,55.95,144.367,166.733,63.367,138.417,104.483,167.283,209.2,99.567,144.717,196.383,56.483,131.383,97.1,242.567,184.05,200.167,135.85,201.183,46.233,57.983,229,235.967,210.967,117.85,53.083,127.967,61.967,232.833,79.167,265.917,72.817,62.417,229.017,246.1,174.917,179.217,236.6,101.283,166.317,138.617,140.85,144.717,251.35,141.85,166.65,175.833,195.65,247.633,118.867,230.683,87.4,107.8,224.617,248.9,283.717,159.533,0,86.333,204.65,169.867,35.433,185.383,161.817,172.9,121.267,268.45,198.483,167.883,186.417,146.3,147.433,180.333,123.333,228.983,145.817,226.267,62.417,258.017,155.4,37.55,93.983,211.167,175.033,131.517,144.1,189.8,37.55,106.45,180.75
"Stewart",100.417,253.25,196.117,182.9,113.15,112.2,75.75,132.5,66.85,171.25,67.433,105.233,131.783,66,174.167,173.483,139.183,176.783,115.733,256.083,92.967,105.983,138.85,257.6,197.7,63.383,176.85,90.35,81.867,212.617,145.483,212.833,125.883,209.517,212.2,112.45,160.167,86.683,94.8,113.067,170.183,168.667,59.717,59.717,126.483,104.833,102.75,188.833,214.9,205.083,196.667,117.9,146.683,112.45,145.667,71.783,76.85,46.817,110.083,55.017,129.933,101.167,242.633,73.917,208.833,78.4,75.633,99.817,93.017,76.333,76.05,126.417,128.533,84.7,34.917,126.967,155.5,19.367,109.8,167.083,96.517,161.483,87.033,222.667,130.35,180.283,112.517,147.483,71.433,111.5,208.55,182.267,169.05,69.417,47.6,79.267,92.083,212.95,54.267,212.2,99.467,52.583,209.117,192.4,140.017,143.117,182.9,100.6,112.617,97.667,87.133,109.8,227.483,61.233,125.7,155.417,134.65,193.933,145.483,187.633,117.517,66.767,170.917,226.067,230,105.833,87.767,0,152.217,106.55,72.267,164.933,99.85,138.65,77,214.75,144.767,149.35,152.75,123.667,107.117,126.633,87.017,187.75,73.867,172.55,52.583,222.1,120.5,95.317,83.917,149.733,135.55,96.617,103.783,136.1,95.317,90.517,127.05
"Sumter",219.75,194.817,155.517,62.933,222.8,221.85,202.933,178.717,157.35,109.967,95.967,92.283,52.817,132.267,195.2,194.5,214.833,194.05,217.417,222.283,202.617,166.283,240.533,195.833,218.717,161.517,286.5,192.05,211.283,77.133,255.133,151.067,27.217,169.817,88.75,231.8,98.9,133.95,215.233,43.883,271.85,24.167,169.667,169.667,101.767,46.417,211.9,125.8,79.433,143.817,217.683,244.967,167.7,231.8,247.367,149.867,174.983,106.467,141.933,158.333,231.633,193.583,227.65,123.767,92.333,214.567,185.95,201.5,202.667,165.567,129.617,104.467,257.95,82.583,140.183,138.433,93.433,130.333,211.5,140.95,208.083,203.667,196.683,243.7,21.867,201.3,133.533,18.933,179.65,230.85,208.5,121,53.05,97.167,171.867,110.567,207.683,239.117,142.333,88.75,185.417,192.117,230.133,53.367,241.7,78.167,62.933,161.367,40.517,195.983,70.417,211.5,172.283,105.417,212.167,176.433,38.283,121.367,255.133,54.117,236.867,168.417,70.183,193.433,106.583,44.25,206.167,149.75,0,77.95,191.617,182.133,55.933,110.833,108.267,98.717,83.017,163.35,124.933,144.683,116.983,57.15,115.617,71.15,85.533,48.067,192.117,160.333,222.183,215.65,193.567,28.85,123.567,198.283,116.667,78.9,215.65,136.183,61.967
"Talbot",183.133,243.017,199.983,137.017,175.017,174.083,155.15,170.65,101.017,157.683,77.367,101.383,31.167,69.367,187.133,186.433,206.783,185.983,161.083,270.5,154.833,111.217,184.2,244.033,210.65,105.2,238.717,135.717,168.817,121.1,207.367,199.283,91.167,213.383,144.433,195.167,146.617,76.067,179.533,98.833,215.533,87.833,118.4,118.4,121.3,86.683,157.533,174.3,122.567,191.533,209.617,204.85,159.633,195.167,191.033,78.267,118.667,61.45,86.867,104.55,175.317,174.983,255.583,105.167,166.4,165.65,138.167,145.167,154.883,146.967,53.133,32.367,201.8,69.75,98.85,91,141.95,88.183,155.183,170.95,160.3,195.6,148.9,235.633,83.967,193.233,125.467,93.017,153,194.217,221.5,168.717,74.467,74.617,129.4,91.967,174.8,225.9,123.717,144.433,166.817,149.667,222.067,109.05,185.367,42.717,137.017,142.75,56.15,139.65,51.6,155.183,220.483,55.233,157.1,168.367,45.133,180.383,207.367,94.167,200.233,112.083,144.267,229.95,155.6,63.817,170.483,107.583,76.383,0,154.983,177.883,28.833,140.833,89.65,172.8,131.217,162.3,154.95,136.617,69.233,113.083,99.717,92.483,33.833,114.45,149.667,208.55,165.85,178.033,145.783,58.1,148.5,141.967,64.3,122.533,178.033,117.567,113.483
"Taliaferro",39.217,241.817,195,221.717,109.3,99.25,83.733,77.883,92.633,210.067,99.367,129.867,180.233,127.45,161.633,134.783,80.783,109.067,141.517,243.55,105.467,131.767,164.633,261.017,185.167,89.167,156.833,116.15,61.217,242.467,147.3,243.067,164.7,205.45,251.017,51.267,198.983,111.85,38.883,151.883,195.967,207.483,85.5,85.5,143.617,143.667,128.533,198.367,243.933,243.917,155.367,61.95,105.433,51.267,171.45,108.633,102.633,94.183,135.25,80.8,155.733,38.633,230.1,78.2,247.65,71.833,98.317,125.6,116.6,31.25,129.217,151.583,87.4,123.533,89.333,152.133,194.317,84.4,135.6,171.683,85.25,100.3,112.817,210.133,169.167,167.75,111.133,186.3,33.233,46.267,196.567,221.083,195.817,102.967,37.833,105.133,30.883,200.417,64.283,251.017,40.383,67.467,196.583,231.217,165.817,164.067,221.717,76.583,151.433,123.45,125.95,135.6,216.817,126.7,151.5,143.4,180.75,232.75,147.3,215.533,56.333,92.55,209.733,214.367,268.817,144.65,33.9,71.183,189.767,154.7,0,152.967,146.933,148.2,96.1,253.567,183.6,135.467,161.7,121.6,132.283,165.45,98.633,213.833,130.667,211.383,67.467,227.65,146.283,25.55,109.7,196.283,150.333,122.4,128.95,171.817,25.55,81.75,165.867
"Tattnall",138.133,91.167,66,206.467,237.983,247.383,226.517,81.75,178.517,135.75,106.467,96.033,188.2,173.317,38.783,51.3,90.333,61.867,234.733,111.167,217.8,225.35,257.85,114.6,76,182.733,290.35,209.35,211.583,253.15,270.317,117.067,157.4,66.75,234.3,136.467,153.617,196.833,190.783,143.333,289.183,200.183,184.85,184.85,93.4,141.583,227.083,90.15,246.783,157.6,75.367,195.117,52.017,136.467,264.667,181.133,196.2,125.65,220.233,173.517,248.95,115.65,97.717,110.95,221.4,214.633,201.133,218.817,217.85,132.35,183.2,209.583,219.517,116.45,155.367,239.133,113.633,145.517,228.817,53.05,233.05,67.517,211.85,85.783,167.35,44.883,69.3,175.517,158.133,156.367,45.633,158.1,225.067,110.933,177.267,89.867,129.017,62.7,132.217,234.3,117.633,204.417,87.433,220.6,259.017,209.883,206.467,98.417,155.917,217.033,131.75,228.817,70.4,158.167,245.067,34.917,185.25,180.717,270.317,230.117,129.333,186.133,175.75,65.3,252.1,149.15,186.067,165.583,185.6,177.217,152.933,0,154.9,73.817,106.4,210.033,136.967,21.9,60.567,53.25,217.383,136.933,92.05,247.15,162.133,200.95,204.417,82.033,239.5,160.883,208.75,200.867,61.383,215.617,212.433,104.75,160.883,99.517,141.55
"Taylor",174.517,218.833,175.8,116.617,172.267,171.317,152.4,146.467,112.817,133.5,56.417,77.2,36.25,78.267,162.95,162.25,182.583,161.8,169.017,246.317,152.083,134.067,192.133,219.85,186.467,117.017,235.967,143.65,160.217,116.4,204.6,175.1,70.767,189.2,139.833,186.567,122.433,98.917,170.933,76.2,223.467,78.267,119.133,119.133,97.117,64.05,161.367,150.117,118.683,167.35,185.433,196.233,135.45,186.567,198.95,95.867,130.483,52.833,109.717,107.8,183.233,154.033,231.4,84.217,146.017,163.483,135.417,153.1,152.133,126.017,75.033,59.617,206.867,45.567,89.65,109.317,117.767,78.983,163.1,146.767,157.55,171.417,146.15,211.45,63.583,169.05,101.283,72.617,140.083,185.6,197.317,144.533,73.517,57.6,120.783,71.017,168.117,201.717,102.767,139.833,145.867,141.05,197.883,104.467,193.317,57.667,116.617,121.8,33.517,151.317,27.417,163.1,196.3,51.417,179.95,144.183,38.417,156.2,204.6,91.417,191.633,120.417,123.867,205.767,151.7,41.183,161.867,98.4,55.983,27.233,146.383,153.7,0,116.65,68.7,152.4,107.033,138.117,130.767,112.433,87.85,88.9,78.617,92.2,31.533,101.75,141.05,184.367,173.783,169.433,143.033,53.517,124.317,149.9,87.15,98.35,169.433,96.617,89.3
"Telfair",158,116.267,59.15,140.9,211.817,210.867,191.95,89.9,152.35,94.667,80.3,48.7,137.35,147.15,102.433,101.75,121.267,101.283,208.567,143.75,191.633,199.183,231.683,130.317,125.95,156.567,275.5,183.183,186.7,180.883,244.15,96.433,85.133,72.55,170.217,168.75,106.783,170.667,187.05,71.083,263.017,127.917,158.683,158.683,26.05,78.1,200.917,51.75,176.6,125.683,124.933,211.75,74.133,168.75,238.5,154.967,170.033,99.483,194.067,147.35,222.783,124.65,131.233,84.783,166.217,189.967,174.967,192.65,191.683,123.983,157.033,176.15,236.15,78.517,129.2,212.967,59.8,119.35,202.65,30.1,197.1,110.917,185.683,137.983,95.1,108.533,44.717,105.483,149.767,176.233,97.667,125.75,158.9,84.767,148.933,63.7,148.883,128.267,103.883,170.217,116.5,178.25,137.383,150.417,232.85,167.933,140.9,77.1,91.967,190.867,91.9,202.65,90.5,132,218.9,83.667,121.3,140.55,244.15,157.867,161.183,159.967,121.917,89.1,188.017,85.2,177.983,139.417,113.35,143.783,154.1,71.667,119.233,0,80.233,160.2,83.133,52.883,14.1,42.65,191.217,74.767,65.883,174.9,135.967,130.567,178.25,91.8,213.333,171.467,182.583,134.7,13.1,189.45,186.267,32.5,171.467,71.183,79.383
"Terrell",125.517,193.7,136.583,139.533,147.833,146.883,127.967,90.9,88.383,127.883,16.317,45,98.05,83.183,114.633,113.95,124.467,113.483,144.583,196.55,127.65,135.2,167.7,207.75,138.15,92.583,211.533,119.217,126.783,176.983,180.167,173.967,82.533,149.983,168.85,137.55,116.8,106.683,129.867,69.7,199.033,125.3,94.7,94.7,66.267,61.483,136.933,129.283,175.233,161.733,137.133,159.6,87.15,137.55,174.517,90.983,106.05,35.5,130.083,83.367,158.8,92.667,183.1,22.85,165.467,130.05,110.983,128.667,127.7,67.15,93.05,119.433,173.433,41.35,65.217,148.983,112.133,55.367,138.667,107.533,133.117,123.117,121.717,163.133,86.983,120.733,52.983,104.117,94.267,136.6,149,138.9,135.317,20.783,89,19.717,109.25,153.417,51.117,168.85,84.5,112.45,149.583,149.05,168.883,119.733,139.533,60.433,69.25,126.883,43.783,138.667,167.95,68.017,154.917,95.883,98.583,150.567,180.167,152,137.817,95.983,127.55,166.533,186.65,62.467,120.8,75.433,107.583,87.067,97.433,105.4,64.75,79.1,0,171.383,101.417,89.817,93.217,64.117,127.233,83.267,18.633,154,71.983,129.2,112.45,169.233,149.35,120.483,118.6,114.1,76.017,125.467,122.283,86.95,120.483,35.25,83.683
"Thomas",282.183,160.1,147.867,56.1,285.233,284.283,265.367,241.733,225.767,74.067,158.4,155.3,149.767,220.567,233.867,249.4,278.133,254.933,281.983,187.567,265.033,243.35,305.1,161.117,249.917,229.983,348.917,256.6,273.717,117.85,317.567,92.133,106.75,157.533,72,294.217,55.867,211.017,277.65,110.25,336.433,91.45,232.1,232.1,158.033,116.967,274.333,123.383,97.183,75.083,270.05,307.383,231,294.217,311.917,228.383,243.45,172.9,219,220.767,296.183,256.017,192.933,186.2,24.3,276.983,248.383,266.067,265.1,228,226.483,181.533,320.367,145.017,202.617,215.5,100.017,192.767,276.05,159,270.5,264.567,259.1,223.417,110.95,239.983,196.55,81.717,242.067,293.267,188.8,51.283,128.25,159.583,234.283,173,270.1,219.417,204.767,72,247.85,254.55,252.883,83.883,306.267,155.233,56.1,223.8,137.4,264.283,149.833,276.05,137.567,202.3,289.233,238.117,135.167,30.083,317.567,118.267,299.3,233.367,49.167,158.717,72.7,141.117,268.6,212.183,97.783,174.817,254.033,208.733,152.817,157.233,170.683,0,76.117,200.4,167.483,199.517,194.05,91.717,178.05,135.3,182.417,74.783,254.55,125.617,286.75,278.067,256,119.183,169.967,262.867,193.733,128.6,278.067,198.6,97.383
"Tift",212.933,111.783,83.3,77.05,215.983,215.033,196.117,172.233,156.517,31.1,89.15,86.067,123.05,151.317,173.333,184.083,203.617,183.633,212.733,139.267,195.8,203.35,235.85,112.817,201.617,160.733,279.667,187.35,204.467,127.067,248.317,68.05,56.05,97.6,104.883,224.983,25.467,174.833,208.4,41.983,267.183,74.667,162.85,162.85,88.783,47.717,205.083,56.25,117.283,70.383,207.267,238.133,156.467,224.983,242.667,159.133,174.2,103.65,202.217,151.517,226.95,186.767,144.633,116.95,84.433,207.733,179.133,196.817,195.85,158.75,161.2,164.767,251.117,75.767,133.367,198.733,23.9,123.517,206.817,86.95,201.267,193.25,189.85,175.1,66,179.433,127.067,62.517,172.817,224.017,140.5,47.567,111.467,90.35,165.033,103.75,200.85,171.1,135.517,104.883,178.6,185.3,204.583,91.1,237.017,138.45,77.05,159.433,77.667,195.033,80.583,206.817,89.25,136.167,223.067,166.017,107,59.233,248.317,102.75,230.05,164.133,38.767,110.417,122.683,73.3,199.35,142.933,79.367,132.467,184.8,134.55,107.917,82.7,101.433,77.067,0,126.217,92.967,124.983,177.267,23.917,108.8,119.783,131.55,71.45,185.3,77.317,217.5,208.833,186.75,102.417,95.433,193.617,176.95,59.35,208.833,129.35,28.55
"Toombs",121.35,106.35,59.533,191.8,221.967,231.367,210.5,64.967,162.5,125.017,90.45,80.017,172.183,157.3,53.95,55.783,82.6,54.533,218.717,129.667,201.783,209.333,241.833,125.55,79.983,166.717,273.567,193.333,195.567,231.783,254.3,119.95,136.033,69.983,221.1,130.083,142.883,180.817,174,121.967,273.167,178.817,168.833,168.833,72.033,127.267,211.067,79.417,227.483,151.867,78.967,178.333,35.233,130.083,248.65,165.117,180.183,109.633,204.217,157.5,232.933,98.867,116.2,94.933,210.683,198.617,185.117,202.8,201.833,116.333,167.183,193.567,202.733,100.433,139.35,223.117,102.9,129.5,212.8,42.317,217.033,64.167,195.833,104.283,145.983,60.05,53.283,156.383,142.117,139.583,64.117,151.933,209.8,94.917,161.25,73.85,112.233,81.183,116.2,221.1,100.85,188.4,91.417,201.3,243,193.867,191.8,82.4,141.6,201.017,115.733,212.8,81.35,142.15,229.05,37.7,170.933,174.567,254.3,208.75,122.517,170.117,165.017,78.9,238.9,134.817,169.283,149.567,164.233,161.2,136.15,20.317,138.883,52.45,90.383,199.3,126.233,0,51.833,31.633,201.367,125.65,76.033,225.783,146.117,181.467,188.4,92.183,223.483,144.1,192.733,185.583,40.017,199.6,196.417,83.383,144.1,83.5,130.283
"Towns",156.7,106.683,49.55,154.133,223.85,222.9,203.983,90.367,164.4,103.217,92.333,60.733,149.383,159.2,97.433,100.817,120.333,100.35,220.6,134.15,203.667,211.217,243.717,120.733,125.017,168.6,287.55,195.233,198.733,194.117,256.183,100.8,98.367,62.95,183.45,167.817,115.983,182.7,194.75,84.317,275.05,141.15,170.717,170.717,38.1,89.667,212.95,57.617,189.833,130.067,124,213.667,73.2,167.817,250.533,167,182.067,111.517,206.1,159.383,234.817,129.85,121.65,96.833,176.767,202,187,204.683,203.717,131.683,169.067,188.2,238.083,90.567,141.233,225,69,131.383,214.683,20.517,209.133,109.983,197.733,128.4,108.333,103.533,56.767,118.717,157.483,174.933,88.067,130.133,172.133,96.8,160.967,75.733,147.583,118.683,115.917,183.45,124.2,190.283,136.45,163.65,244.9,179.967,154.133,89.133,104,202.9,103.933,214.683,80.917,144.033,230.933,82.733,133.333,149.75,256.183,171.1,160.25,172,131.117,79.5,201.25,97.233,185.683,151.45,126.583,155.817,161.8,58.633,131.267,14.8,92.283,169.4,92.333,52.383,0,41.717,203.25,88,77.917,188.133,148,143.8,190.283,82.2,225.367,179.167,194.617,147.933,18.683,201.483,198.3,45.733,179.167,83.217,92.617
"Treutlen",115.017,130.067,79.05,179.083,196.783,206.3,185.433,48.683,137.317,132.783,65.267,54.833,147,132.117,59.817,59.117,78.65,58.667,193.533,141.717,176.6,184.15,216.65,149.267,83.333,141.533,267.233,168.15,170.5,217.183,229.117,130.367,121.433,92.45,208.383,126.133,148.067,155.633,154.317,109.25,247.983,164.2,143.65,143.65,45.783,100.383,185.883,87.167,214.767,159.617,82.317,171.983,31.517,126.133,223.467,139.933,155,84.45,179.033,132.317,207.75,88.167,128.267,69.75,207.5,173.533,159.933,177.617,176.65,91.267,142,168.383,196.383,75.25,114.167,197.933,101.083,104.317,187.617,50.067,191.95,68.283,170.65,108.317,125.9,65.917,28.1,143.667,117.05,133.25,95.3,159.7,183.867,69.733,136.067,48.667,105.883,98.583,91.017,208.383,83.767,163.217,94.75,188.583,217.817,168.683,179.083,55.8,114.717,175.833,90.55,187.617,105.067,116.967,203.867,41.05,144.05,182.317,229.117,194.15,118.567,144.933,163.183,102.617,226.183,107.95,145.25,124.383,147.633,136.017,121.383,51.5,113.7,42.85,65.2,201.483,124.417,31.167,41.783,0,176.183,116.05,50.85,205.133,120.933,168.733,163.217,111.7,198.3,138.733,167.55,159.667,30.417,174.417,171.233,73.783,138.733,58.317,120.667
