"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Gilmer",183.183,334.35,277.217,264,107.15,111.667,116.45,223.2,83.767,252.35,148.533,186.333,196.217,125.967,255.283,254.6,221.967,253.033,58.433,337.183,91.35,121.883,70.583,338.7,278.8,76.633,146.2,54.633,140.833,241.317,107.433,293.933,206.983,290.633,266.033,195.233,241.267,110.7,158.083,194.167,101.917,217.933,89.5,89.5,207.6,185.95,49.067,269.933,242.783,286.2,277.783,173.1,227.783,195.233,23.15,109.3,80.617,127.917,134.1,78.717,0,183.95,323.733,173.567,289.933,126.933,99.467,60.533,83.383,168.867,128.067,150.433,157.667,165.817,107,150.983,236.6,122.817,27.133,248.183,115.483,244.267,100.517,303.783,211.45,261.383,193.617,228.583,154.2,194.267,289.65,263.367,194.667,150.517,130.367,160.367,174.85,294.05,167.633,266.033,185.717,129.167,290.233,239.433,34.3,162.917,264,208.367,193.717,93,168.25,27.133,308.583,140.333,109.733,236.517,201.7,275.033,107.433,214.383,200.3,80.9,252.017,307.183,275.8,186.933,166.383,128.75,234.25,176.583,155.05,246.033,181.883,219.75,158.05,295.85,225.883,230.45,233.867,204.767,131.133,207.733,168.117,212.683,155.9,244.55,129.167,303.2,74.15,178.1,96.167,203.45,216.65,51.383,127.8,217.2,178.1,185.967,208.15
"Glascock",46.333,203.85,157.033,223.95,146.783,136.733,115.55,39.533,123.667,218.6,99.45,111.083,182.45,157.933,123.683,105.483,50.683,77.983,172.55,205.583,142.95,162.8,195.667,223.05,147.2,120.183,187.817,147.167,98.7,261.4,184.783,218.3,166.933,167.5,253.25,58.367,201.217,142.883,76.367,154.117,226.983,209.717,116.533,116.533,121.383,145.9,159.567,175.683,259.633,247.55,128.9,92.567,67.467,58.367,202.483,139.667,133.65,121.067,166.267,111.833,186.75,0,192.133,73.7,249.883,103.65,129.333,156.633,154.083,31.433,160.233,182.6,116.983,125.767,120.35,183.15,183.733,111.3,166.617,138,122.733,73.833,143.833,172.183,171.4,129.783,81.583,188.533,57.233,57.417,158.6,223.317,219.717,105.2,68.867,100.633,30.067,162.45,74.883,253.25,8.2,98.5,158.617,233.45,196.833,195.083,223.95,53.033,153.667,154.483,128.183,166.617,178.85,153.583,182.517,104.917,182.983,234.983,184.783,236.417,63.5,123.583,211.967,176.4,271.05,146.883,71.65,102.2,192,171.483,38.517,115,149.15,125.5,91.6,255.8,185.817,97.5,129.4,87.917,163.317,167.683,97.3,238.417,157.55,213.6,98.5,189.683,177.317,52.283,140.733,198.517,118.033,153.417,159.983,150.033,52.283,73.75,168.1
"Glynn",209.6,33.35,85.75,223.683,315.533,324.933,304.083,160.167,256.083,137.767,184.017,176.833,265.483,250.883,83.767,105.9,158.733,134.15,312.283,28.85,295.35,302.9,335.417,58.3,69.2,260.3,356.333,286.917,289.15,273.683,347.867,103.1,202.683,72.6,251.517,204.867,152.433,274.383,269.183,188.617,366.733,221.3,262.4,262.4,154.183,194.35,304.633,115.383,263.917,143.633,89.333,273.517,130.417,204.867,342.217,258.683,273.767,203.2,297.783,251.067,326.5,194.05,0,188.517,218,292.183,278.683,296.367,295.4,209.9,260.75,287.15,297.917,194,232.917,316.683,143.017,223.067,306.367,103.333,310.6,135.917,289.417,42.7,212.633,78.933,146.85,209.133,235.7,234.783,54.5,144.133,258.1,188.5,254.817,167.433,207.417,55.25,209.767,251.517,196.033,281.967,72.167,237.733,336.583,285.083,223.683,175.967,220.1,294.583,209.317,306.367,67,235.717,322.617,99.8,249.433,166.75,347.867,249.383,197.733,263.683,185.4,58.85,266.4,213.317,264.483,243.133,226,254.767,231.35,98.283,232.45,130.9,183.967,193.7,146.617,118.217,119.233,130.467,294.933,170.55,169.6,266.417,239.683,218.083,281.967,69.65,317.05,239.283,286.3,249.033,134.783,293.167,290,161.817,239.283,177.067,175.167
"Gordon",106.417,198.567,141.433,154.917,162.867,152.817,133.133,75.5,103.75,143.267,30.417,51.517,113.417,98.55,119.483,118.8,105.367,118.117,159.967,201.4,143.017,150.583,183.083,212.617,143.017,107.967,218.967,134.583,117.033,192.367,200.867,178.833,97.9,154.833,184.217,118.467,132.183,122.067,111.267,85.083,214.417,140.683,110.083,110.083,72.783,76.867,152.317,134.15,190.6,177.1,141.983,136.717,88.4,118.467,189.9,106.367,121.433,50.883,145.467,98.75,174.167,73.567,187.95,0,180.85,120.3,126.367,144.05,143.083,48.05,108.433,134.817,163.683,56.917,80.6,164.367,132.683,70.917,154.033,112.4,138.483,113.45,137.083,167.983,102.367,125.6,47.133,119.5,73.533,117.5,153.867,154.283,150.683,36.167,79.267,26.8,90.15,158.267,34.217,184.217,65.4,107.417,154.433,164.417,184.25,135.117,154.917,41.7,84.633,142.267,59.15,154.033,172.8,83.4,170.3,100.733,113.95,165.95,200.867,167.383,118.733,111.35,142.933,171.383,202.017,77.85,102.217,73.65,122.967,102.45,78.333,110.25,80.117,83.967,22.567,186.767,116.783,94.667,98.067,68.983,142.617,98.65,20.283,169.383,87.367,144.567,107.417,174.083,164.733,101.383,133.983,129.483,80.867,140.85,137.667,93.483,101.383,19.85,99.067
"Grady",279.283,182.467,165.567,46.467,282.333,281.383,262.467,238.833,222.867,91.767,155.5,152.4,144.467,217.667,255.283,254.617,274.95,254.167,279.083,209.933,262.133,238.05,302.2,183.483,272.283,227.083,346.017,253.7,270.817,97.633,314.667,114.5,101.45,179.867,51.783,291.317,73.567,205.717,274.75,103.117,333.533,86.15,229.2,229.2,162.767,114.067,271.433,139.8,76.967,97.45,277.8,304.483,227.817,291.317,309.017,225.483,240.55,170,213.7,217.867,293.283,253.117,215.3,183.3,0,274.083,245.483,263.167,262.2,225.1,221.183,176.233,317.467,142.117,199.717,210.2,107.433,189.867,273.15,170.483,267.6,263.783,256.2,245.783,105.65,261.383,193.65,76.417,239.167,290.367,211.167,73.65,123.817,156.683,231.383,170.1,267.2,241.783,201.867,51.783,244.95,251.65,275.25,74.233,303.367,149.933,46.467,220.9,132.1,261.383,146.933,273.15,159.933,197,283.917,236.55,129.85,52.45,314.667,108.633,296.4,230.467,53.033,181.083,52.483,135.817,265.7,209.283,92.483,169.517,251.133,216.5,147.517,165.267,167.783,22.85,83.533,208.167,174.917,207.55,188.75,91.617,175.15,125.667,177.117,65.15,251.65,147.983,283.85,275.167,253.1,113.883,178,259.967,188.433,133.333,275.167,195.7,97.267
"Greene",101.133,303.717,247.667,245.667,62.167,51.1,19.45,140.917,76.283,234,123.317,162.983,185.767,115.517,224.3,196.683,139.9,170.967,113.1,306.2,41.3,115.8,136.217,318.85,247.817,73.533,118.25,87.717,20.5,230.867,100.15,275.6,188.65,261.067,255.6,113.167,222.933,100.267,35.783,175.833,167.55,207.5,65.4,65.4,184.25,167.6,88.233,239.633,232.35,267.85,217.267,56.183,168.683,113.167,143.033,98.767,77.133,109.583,123.667,64.933,127.3,101.883,292.75,120.417,271.6,0,40.183,97.183,56.967,83.317,117.633,140,66.817,147.467,90.25,140.55,218.267,95.233,107.167,218.633,24.833,162.2,63.783,272.8,193.117,230.4,150.183,210.25,66.25,91.367,258.667,245.033,184.233,126.917,42.5,137.017,92.783,263.067,92.317,255.6,103.65,26.517,259.233,228.983,137.383,152.483,245.667,128.65,175.367,106.9,149.9,107.167,278.7,123.267,132.75,206.65,191.267,256.7,100.15,203.95,118.233,70.267,233.667,276.267,265.367,168.6,44.083,79.017,213.7,166.15,72.95,215.05,163.25,189.45,130.317,277.5,207.533,199.467,203.567,173.667,120.7,189.4,139.95,202.25,138.717,235.317,26.517,280.317,117.867,70.933,59.583,193.017,186.367,93.983,117.367,198.85,70.933,123.017,189.8
"Gwinnett",130.317,291.35,234.233,221.017,64,59.55,28.117,170.1,50.467,209.35,105.533,143.35,159.95,89.717,212.283,211.6,169.1,200.167,87.283,294.2,43.817,89.983,110.4,295.7,235.817,47.717,124.2,61.917,51.75,205.067,96.333,250.95,164,247.633,229.783,142.367,198.283,74.45,64.683,151.183,141.733,181.683,39.583,39.583,164.6,142.95,67.467,226.933,206.533,243.2,234.783,87.767,184.8,142.367,117.217,72.967,51.317,84.933,97.85,39.117,101.5,131.083,280.75,130.567,246.95,38.6,0,71.367,43.867,112.517,91.817,114.183,87.283,122.817,64.017,114.733,193.617,79.817,81.367,205.2,45.783,191.4,37.883,260.783,168.467,218.4,150.633,185.6,95.45,120.267,246.65,220.383,158.417,107.533,69.183,117.383,121.983,251.067,115.533,229.783,132.85,40.833,247.233,203.183,111.583,126.667,221.017,156.267,150.717,81.083,125.25,81.367,265.6,97.45,106.933,193.533,165.45,232.05,96.333,178.133,147.433,44.45,209.017,264.183,239.55,143.95,72.983,77.933,191.25,140.333,102.15,203.05,138.883,176.767,115.067,252.85,182.883,187.467,190.867,161.767,94.883,164.75,125.133,176.433,112.9,208.3,40.833,260.217,92.05,99.833,34.767,167.2,173.667,68.167,91.55,174.2,99.833,146.217,165.15
"Habersham",156.233,307.4,250.267,237.05,109.35,108.4,89.483,196.25,56.8,225.383,121.583,159.383,169.25,99,228.317,227.633,195,226.067,26.817,310.233,89.167,97.983,49.933,311.733,251.85,49.667,173.05,40.767,113.117,214.35,141.683,266.983,180.033,263.667,239.083,168.267,214.317,83.75,126.05,167.217,81.25,190.983,62.533,62.533,180.633,158.983,83.717,242.967,215.833,259.233,250.817,149.15,200.833,168.267,79.617,82.333,53.667,100.967,107.15,51.75,63.9,156.983,296.783,146.6,262.983,99.983,72.5,0,89.217,141.917,101.1,123.483,136.133,138.85,80.05,124.033,209.65,95.85,53.583,221.233,94.633,217.317,83.233,276.817,184.5,234.433,166.667,201.633,127.25,167.317,262.683,236.417,167.717,123.567,103.417,133.417,147.9,267.1,140.667,239.083,158.75,102.2,263.267,212.467,50.917,135.967,237.05,181.417,166.75,45.933,141.283,53.583,281.633,113.367,52.917,209.567,174.75,248.083,141.683,187.433,173.333,53.95,225.05,280.217,248.85,159.983,134.367,101.783,207.283,149.633,128.083,219.083,154.933,192.8,131.1,268.883,198.917,203.5,206.9,177.817,104.183,180.783,141.167,185.733,128.933,217.6,102.2,276.25,31.583,151.133,80.117,176.5,189.7,10.483,100.85,190.233,151.133,159.017,181.183
"Hall",149.3,306.483,249.35,236.133,32.867,36.717,46.183,189.083,65.583,224.483,120.667,158.467,175.083,104.833,227.417,226.733,188.083,219.15,102.417,309.317,13,105.117,125.533,310.833,250.933,62.833,101.183,77.033,60.067,220.183,65.217,266.067,179.117,262.767,244.917,161.35,213.4,89.583,77.317,166.3,156.85,196.817,54.7,54.7,179.733,158.083,32.2,242.067,221.65,258.333,249.917,92.35,199.917,161.35,98.267,88.083,66.45,100.05,112.967,54.233,81.367,150.067,295.867,145.7,262.067,55.567,44.083,86.5,0,131.5,106.933,129.3,76.9,137.95,79.133,129.85,208.733,94.95,73.667,220.317,34.733,210.383,22.567,275.917,183.583,233.517,165.75,200.717,114.433,132.917,261.783,235.5,173.55,122.65,90.083,132.5,140.967,266.183,133.717,244.917,151.833,71.667,262.367,218.3,114.333,141.8,236.133,176.833,165.85,96.2,140.383,73.667,280.717,112.583,122.067,208.65,180.583,247.167,65.217,193.25,166.417,59.583,224.15,279.317,254.683,159.067,85.633,94.833,206.383,155.45,115.883,218.167,154.017,191.883,130.183,267.983,198.017,202.583,206,176.9,110.017,179.867,140.25,191.567,128.033,223.417,71.667,275.333,107.183,112.467,17.817,182.317,188.783,83.283,106.683,189.333,112.467,158.1,180.283
"Hancock",58.367,220.383,169.4,197.05,125.533,115.483,94.633,57.583,106.867,185.4,73.917,100.133,155.567,126.483,140.967,129.367,79.567,101.867,155.767,222.883,121.367,146.017,178.883,239.583,164.483,103.4,181.633,130.383,79.7,234.5,163.533,213.317,140.05,182.8,226.367,70.4,174.333,126.083,63.517,127.217,210.2,182.817,99.733,99.733,113.867,119,142.783,168.633,232.75,219.25,154.367,88.95,88.033,70.4,185.7,122.867,116.867,89.633,149.483,95.033,169.967,30.65,209.433,48.467,222.983,82.733,112.55,139.833,132.517,0,136.533,176.967,114.4,98.867,103.567,166.367,169.65,79.85,149.833,140.417,101.15,95.533,127.05,189.467,144.517,147.067,79.883,161.65,25.783,69.45,175.333,196.433,192.833,78.317,52.067,75.4,42.1,179.75,43.433,226.367,23.117,81.717,175.917,206.567,180.05,177.267,197.05,46.833,126.767,137.7,101.3,149.833,195.383,122.133,165.733,122.217,156.1,208.1,163.533,209.517,75.467,106.783,185.067,192.933,244.167,120,54.45,75.767,165.1,144.583,30.567,131.733,122.267,118.45,66.35,228.9,158.933,116.15,130.45,90.333,146.517,140.8,68.883,211.517,126.1,186.717,81.717,202.05,160.533,53.617,123.95,171.617,119.067,136.633,143.183,142.083,53.617,52,141.2
"Haralson",156.333,270.933,213.8,189.667,127.65,126.7,107.783,175.383,53.65,188.933,85.117,122.917,83.817,16.233,191.867,191.183,195.117,190.717,113.7,273.767,107.45,68.617,136.833,275.283,215.383,57.817,191.333,88.35,131.417,159.533,159.983,230.517,143.817,227.217,184.267,168.383,177.85,28.133,144.35,130.75,168.15,136.167,71.033,71.033,144.183,122.533,110.15,206.517,161,222.783,214.367,167.433,164.367,168.383,143.65,25.133,71.283,59.117,51.2,57.167,127.933,157.1,260.317,110.15,219.067,118.267,90.8,97.783,107.517,138.317,0,55.683,154.417,102.4,54.333,66.05,173.183,57.45,107.8,184.767,112.917,200.333,101.517,240.367,136.633,197.967,130.2,145.667,127.35,167.433,226.233,199.95,112.9,87.1,103.533,96.95,148,230.633,116.267,184.267,161.45,105.183,226.817,157.65,138,81.15,189.667,147.75,107.817,92.283,90.75,107.8,245.167,25.5,112.433,173.1,97.8,211.617,159.983,132.6,173.45,64.717,188.6,243.767,194.033,115.5,143.683,76.867,129.05,52.95,128.2,182.617,75.333,156.333,94.633,225.45,162.467,167.033,170.45,141.35,47.833,144.317,104.7,130.917,44.683,162.767,105.183,239.783,118.467,151.25,98.417,110.767,153.233,94.583,42.883,153.783,151.25,122.55,144.733
"Harris",179.633,275.933,232.9,142.617,150.95,150,131.083,203.567,76.95,190.6,110.283,134.3,63.8,69.867,220.033,219.35,218.417,218.9,137,303.417,130.75,86.467,160.133,276.95,243.567,81.117,214.633,111.65,154.717,113.933,183.283,232.2,124.067,246.3,138.667,191.683,179.533,53.55,167.65,131.75,191.45,90.567,94.333,94.333,154.217,119.6,133.45,207.217,115.417,224.45,242.533,190.733,192.55,191.683,166.95,78.767,94.583,94.333,62.117,80.467,151.233,180.4,288.5,138.067,174.617,141.567,114.1,121.083,130.817,165.317,53.633,0,177.717,102.667,95.7,58.617,174.867,106.833,131.1,203.867,136.217,228.517,124.817,268.533,116.883,226.15,158.383,114.9,150.65,190.733,254.417,201.633,67.3,107.517,126.833,124.883,171.3,258.817,156.633,138.667,182.167,128.483,254.983,112.05,161.3,35.55,142.617,175.667,89.05,115.583,84.517,131.1,253.4,63.75,132.35,201.283,74.333,203.667,183.283,87.017,196.75,88.017,152.483,262.85,148.433,96.733,166.983,126.233,104.4,32.9,151.5,210.8,61.75,173.75,122.567,181.017,164.133,195.217,187.867,169.533,37.167,146,132.633,85.317,55.067,117.183,128.483,241.467,141.767,174.55,121.717,76.083,181.417,117.883,36.267,155.45,174.55,150.483,146.4
"Hart",100.4,309.183,262.367,284.483,59.45,51.233,76.1,148.433,113.95,272.833,170.983,210.65,223.433,153.183,229.017,199.117,142.317,173.383,150.767,310.917,66.283,153.467,173.883,328.383,252.533,111.2,72.183,125.383,60.133,268.533,79.733,324.75,227.483,272.833,293.267,113.15,261.767,137.933,56.217,214.65,205.2,245.167,103.067,103.067,232.85,206.433,108.7,281.567,270.017,306.683,219.7,25.55,172.8,113.15,157.95,136.433,114.8,148.417,161.333,102.583,157.85,116.8,297.467,161.9,310.417,68.733,88.667,134.85,77.417,114.933,155.283,177.667,0,186.3,127.5,178.217,257.083,147.383,150.15,244.467,60.117,164.633,85.717,277.517,231.933,235.117,193.05,249.067,108.317,72.667,263.933,283.867,221.9,174.583,90.167,184.683,93.683,267.783,139.983,293.267,118.567,87.983,263.95,266.65,175.05,190.15,284.483,160.267,214.2,144.55,188.733,150.15,284.183,160.933,170.417,204.833,228.933,295.517,79.733,241.617,120.65,107.933,272.5,281.733,303.033,207.417,64.633,131.75,254.733,203.817,88.6,220.333,202.367,236.967,177.983,316.333,246.367,202.833,238.3,196.817,158.367,228.233,182.317,239.917,176.383,271.783,87.983,295.017,155.533,64.217,82.6,230.683,226.933,131.633,155.033,237.683,64.217,165.433,228.633
"Heard",153.333,195.183,138.05,115.983,156.383,155.433,136.517,105.917,96.933,104.333,29.55,36.667,80.067,91.733,122.4,121.717,142.05,121.25,153.133,204.317,136.2,143.75,176.267,190.683,145.933,101.15,220.083,127.767,144.867,153.433,188.717,145.917,58.967,151.45,145.283,165.383,93.25,115.233,148.817,46.15,207.583,101.75,103.25,103.25,57.917,37.933,145.483,118.7,151.667,138.167,144.9,178.55,94.917,165.383,183.067,99.533,114.617,44.05,138.633,91.917,167.35,127.167,190.867,56.983,141.917,148.15,119.533,137.217,136.25,99.15,101.6,103.7,191.533,0,73.767,152.717,88.583,63.917,147.217,109.017,141.667,130.883,130.267,170.9,63.433,128.517,60.75,80.567,113.233,164.433,156.767,115.35,114.75,30.75,105.45,35.65,141.267,161.183,75.917,145.283,119,125.7,157.35,125.483,177.433,101.75,115.983,77.95,45.7,135.433,20.217,147.217,169.417,76.567,163.467,103.65,75.017,127.017,188.717,128.45,170.45,104.533,104,168,163.083,38.917,139.75,83.333,84.033,71.317,125.2,113.167,46.767,78.9,41.85,147.833,77.85,97.583,93.017,71.883,130.967,59.717,38.067,136.017,70.417,105.633,125.7,155.183,157.9,149.233,127.15,90.55,83.783,134.017,126.033,60.6,149.233,61.633,60.133
"Henry",116.6,242.517,185.383,172.167,98.25,97.3,78.367,146.967,38.867,160.517,56.7,94.5,121.983,42.567,163.45,162.75,155.367,162.3,95.067,245.35,78.05,85.683,118.2,246.867,186.967,43.083,161.933,69.7,100.333,187.783,130.583,202.1,115.15,198.783,201.467,128.633,149.433,57.167,113.267,102.333,149.517,157.933,45.117,45.117,115.767,94.117,87.417,178.1,189.25,194.367,185.95,136.35,135.95,128.633,125,39.5,56.55,36.083,80.567,33.85,109.283,117.35,231.9,81.733,198.1,89.117,61.4,79.15,78.117,102.283,54.983,96.9,125.017,73.983,0,97.45,144.767,27.717,89.15,156.35,83.517,171.917,72.117,211.95,119.617,169.55,101.783,136.75,87.6,127.683,197.817,171.533,141.133,58.683,63.783,68.533,108.267,202.217,84.283,201.467,119.117,66.9,198.383,181.667,119.367,109.383,172.167,119.333,101.883,77.367,76.4,89.15,216.75,49.2,105.4,144.683,124.85,183.2,130.583,160.85,133.7,46.467,160.183,215.35,219.267,95.1,103.933,32.867,142.417,96.75,88.45,154.2,90.05,127.917,66.217,204.017,134.05,138.617,142.033,112.933,77.6,115.9,76.283,159.15,64.067,161.833,66.9,211.367,99.833,111.5,69.017,139.933,124.817,75.95,74.267,125.367,111.5,94.133,116.317
"Houston",180.083,310.9,269.217,176.417,151.383,150.433,131.517,220.1,77.383,226.9,140.533,178.333,102.633,81.033,247.283,246.583,218.85,246.133,137.45,329.183,131.2,48.933,160.567,311.933,270.8,81.567,215.083,112.083,155.15,147.733,183.717,267.167,156,282.617,172.467,192.117,215.833,49.033,168.083,172.683,186.283,124.367,94.767,94.767,199.6,166.567,133.9,255.55,149.217,260.75,269.767,191.183,219.783,192.117,167.4,80.55,95.033,114.533,20.917,80.917,151.667,180.833,315.733,165.567,208.417,142.017,114.533,121.533,131.25,165.767,66.1,58.55,178.167,151.433,96.133,0,223.2,111.95,131.533,240.183,136.667,241.167,125.267,295.783,148.817,253.383,185.617,148.7,151.1,191.167,281.65,237.933,101.1,140.867,127.267,152.367,171.75,286.05,164.533,172.467,182.6,128.933,282.217,145.85,161.733,69.35,176.417,203.15,137.6,98.217,133.017,131.533,288.367,83.967,94.817,228.517,108.133,237.467,183.717,120.817,197.2,88.45,186.283,299.167,182.233,143.7,167.433,125.633,138.183,90.383,151.933,238.033,110.3,211.75,150.05,214.817,199.1,222.45,225.867,196.767,21.9,186.9,160.117,119.117,83.333,150.983,128.933,276.433,135.267,174.983,122.15,109.883,208.65,118.333,28.933,204.217,174.983,177.967,191.483
"Irwin",216.433,110.15,62.067,100.4,226.65,225.7,206.767,148.333,167.183,34.917,99.817,82.083,133.717,161.983,149.417,160.183,179.7,159.717,223.4,137.633,206.45,214.017,246.517,111.183,186.65,171.4,290.333,198.017,215.133,150.4,258.983,66.417,66.717,76.367,128.217,227.183,48.8,185.5,219.067,52.65,277.833,97.95,173.517,173.517,69.15,58.383,215.75,32.35,140.617,87.9,183.367,248.8,132.567,227.183,253.333,169.783,184.867,114.3,208.883,162.183,237.6,183.1,143,127.617,107.767,218.4,189.8,207.483,206.517,169.417,171.85,175.5,261.783,86.417,144.033,222.833,0,134.183,217.467,63.033,211.917,169.35,200.517,168.583,76.667,155.533,103.167,73.167,183.483,234.667,128.25,70.9,135.583,101,175.7,113.2,207.317,158.867,146.167,128.217,174.933,195.967,199.017,114.433,247.683,162.567,100.4,135.533,88.333,205.7,91.233,217.467,87.617,146.817,233.733,142.1,117.667,82.567,258.983,126.083,219.617,174.783,62.1,103.45,146.017,83.95,210.017,153.6,90.033,143.117,195.45,110.633,118.567,58.8,112.1,100.4,23.333,102.3,69.05,101.083,201.383,34.583,115.683,143.117,142.217,94.783,195.967,75.683,228.167,219.483,197.417,114.683,71.533,204.267,197.833,40.75,219.483,129.617,39.2
"Jackson",113.05,233.867,176.733,163.517,112.867,111.917,94,137.05,53.4,151.867,48.05,85.85,112.417,46.633,154.8,154.1,151.833,153.65,109.617,236.7,92.667,100.233,132.733,238.217,178.317,57.617,176.55,84.233,98.75,193.233,145.2,193.45,106.5,190.133,192.817,125.1,140.783,71.717,109.467,93.683,164.05,149.283,59.733,59.733,107.117,85.467,101.967,169.45,195.517,185.717,177.3,134.783,127.3,125.1,139.55,56,71.083,27.433,95.1,48.4,123.817,111.517,223.25,71.167,189.45,96.483,76.017,93.7,92.733,80.867,56.667,107.033,145.417,65.333,28.167,111.983,136.117,0,103.683,147.7,98.133,163.267,86.733,203.3,110.967,160.9,93.133,128.1,82.917,124.15,189.167,162.883,149.667,50.033,59.317,59.883,104.717,193.567,58.8,192.817,104,69.7,189.733,173.017,133.9,123.733,163.517,105.133,93.233,91.917,67.75,103.683,208.1,41.85,119.95,136.033,115.267,174.55,145.2,168.25,130.167,61,151.533,206.7,210.617,86.45,100.4,19.4,132.833,87.167,84.917,145.55,80.467,119.267,57.567,195.367,125.4,129.967,133.383,104.283,92.15,107.25,67.633,168.367,54.483,153.183,69.7,202.717,114.383,107.967,83.633,130.35,116.167,90.483,88.817,116.717,107.967,85.483,107.667
"Jasper",165.1,316.267,259.133,245.917,106.4,110.25,98.35,205.117,65.683,234.267,130.45,168.25,178.117,107.867,237.2,236.5,203.867,234.933,53.55,319.1,85.483,103.8,76.55,320.617,260.717,58.533,165.783,36.533,121.983,223.233,127.017,275.85,188.9,272.533,247.95,177.133,223.183,92.617,134.933,176.083,107.867,199.85,71.4,71.4,189.517,167.867,43.2,251.85,224.7,268.1,259.683,158.017,209.7,177.133,42.733,91.217,62.533,109.833,116.017,60.633,27.017,165.85,305.65,155.483,271.85,108.85,81.367,52.633,77.517,150.783,109.983,132.35,151.8,147.733,88.917,132.9,218.517,104.733,0,230.1,109.617,226.183,85.517,285.7,193.367,243.3,175.533,210.5,136.117,176.183,271.567,245.283,176.583,132.433,112.283,142.283,156.767,275.967,149.55,247.95,167.617,111.083,272.133,221.333,43.883,144.833,245.917,190.283,175.633,74.65,150.15,0,290.5,122.233,101.85,218.433,183.617,256.95,127.017,196.3,182.217,62.817,233.933,289.083,257.717,168.85,143.233,110.65,216.167,158.5,136.95,227.95,163.8,201.667,139.967,277.767,207.783,212.367,215.783,186.683,113.05,189.65,150.033,194.6,137.817,226.467,111.083,285.117,66.267,160,85.833,185.367,198.567,43.5,109.717,199.117,160,167.883,190.067
