"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Real",473.549,521.604,679.802,328.13,516.42,442.636,141.979,284.975,666.314,81.026,321.021,446.792,291.14,662.455,161.925,203.261,340.3,451.34,544.355,487.821,439.805,524.219,713.422,166.463,435.429,477.715,255.091,400.33,389.115,344.643,399.723,768.557,696.324,859.017,667.341,546.96,234.087,581.316,434.159,416.182,721.35,278.849,596.883,798.839,325.69,199.272,312.089,233.568,613.165,394.786,530.35,412.242,556.603,508.401,609.27,853.007,564.15,502.736,700.896,694.623,569.164,303.634,497.377,667.341,653.946,346.943,362.338,673.102,81.799,803.518,551.853,466.116,450.461,317.209,344.73,379.967,638.061,518.564,439.056,446.741,532.495,243.325,532.804,552.971,470.096,145.371,390.54,301.265,272.093,876.356,657.201,786.578,363.652,537.93,611.331,859.617,350.615,839.06,553.85,553.174,415.598,457.579,830.045,420.609,266.482,741.472,699.953,517.977,499.353,463.846,620.395,690.507,472.382,548.373,662.065,77.256,783,276.907,489.73,832.324,685.814,561.202,852.094,372.234,325.268,548.347,695.944,241.566,633.789,160.377,250.682,550.347,114.717,99.66,879.471,111.057,603.869,472.716,386.757,395.178,597.49,285.838,161.201,768.921,507.859,538.858,501.831,792.732,182.213,206.719,466.202,535.795,508.978,494.239,204.263,672.71,169.6,498.208,603.123,444.742,447.303,223.081,58.85,148.193,438.211,750.606,670.915,351.794,561.562,514.999,128.101,778.987,541.984,697.531,550.484,716.919,315.613,346.359,824.524,565.539,650.949,431.793,854.573,598.388,684.36,502.602,817.605,730.498,662.095,696.888,702.129,467.068,0,785.089,502.602,342.656,818.322,645.481,602.751,242.546,653.451,631.583,734.339,509.878,314.942,259.699,222.727,595.55,385.083,383.654,657.201,395.493,416.302,460.268,392.281,325.45,167.866,433.217,650.911,547.015,341.874,635.158,629.994,438.892,750.842,254.968,437.225,596.189,652.04,783.949,317.896,63.784,512.467,677.848,342.928,568.455,446.389,605.466,437.328,258.405,424.123,695.885,576.052,565.172,492.8,441.6,509.109,557.722,673.231,732.937,316.853,564.535,374.392,686.988
"Red River",408.215,788.08,232.68,794.082,351.499,972.584,698.255,535.983,130.03,722.982,579.74,374.208,758.387,135.135,661.02,612.589,542.735,390.879,275.57,568.425,357.925,1016.826,687.534,670.394,726.369,294.762,549.738,427.989,683.102,480.021,454.101,86.703,103.303,133.138,721.426,480.14,534.628,509.928,437.989,465.706,98.17,520.413,194.433,1238.34,602.134,622.844,464.019,613.02,203.74,432.519,525.506,834.594,292.484,471.645,1048.771,828.86,221.936,337.266,769.235,87.154,278.479,686.236,568.566,721.426,601.286,867.28,423.844,124.109,763.084,1243.019,268.253,382.927,411.461,757.137,568.386,598.997,156.944,467.275,529.134,357.257,310.201,773.273,823.744,560.651,712.043,658.323,730.38,741.957,632.284,168.344,157.4,150.509,561.041,669.892,672.492,152.889,417.868,821.105,464.449,430.173,403.747,382.759,805.898,490.223,560.173,335.889,189.113,1047.925,320.504,479.468,227.34,95.02,480.062,285.109,1101.566,767.8,733.179,683.636,325.871,140.631,366.897,1026.065,149.684,916.079,855.216,818.588,145.669,708.857,212.005,691.109,707.312,989.848,745.621,686.899,855.324,856.42,224.208,467.207,670.147,766.383,725.979,514.404,662.012,687.503,317.534,442.357,368.812,709.018,638.788,598.129,360.453,669.912,750.925,353.032,631.13,335.398,637.195,632.604,183.027,405.828,373.094,784.855,744.359,645.281,752.666,322.88,152.507,450.879,258.363,438.633,728.295,99.187,575.322,255.582,315.946,392.778,581.275,876.307,786.45,283.692,476.455,387.919,250.842,205.326,812.849,904.826,1257.106,695.658,1156.072,130.656,722.009,427.239,785.143,0,904.826,784.272,1257.823,441.14,187.877,580.937,237.849,513.548,295.316,409.456,844.89,509.017,712.414,223.4,495.415,493.996,157.4,435.251,342.671,1050.518,458.109,682.461,634.309,387.323,669.78,254.33,490.653,192.736,471.408,430.344,68.162,639.062,421.166,338.424,174.446,116.859,591.285,792.705,1042.415,168.184,731.523,371.216,470.819,249.327,435.901,876.115,573.444,669.997,336.929,417.065,1022.748,398.42,751.056,266.725,188.776,108.916,677.044,270.421,992.102,323.119
"Reeves",902.598,152.318,924.954,794.166,576.588,908.672,608.895,626.644,786.357,530.129,736.806,693.611,757.176,782.498,586.89,555.695,769.349,689.416,635.11,916.87,559.848,164.361,694.736,600.329,226.634,648.398,572.542,816.115,822.981,425.284,750.779,888.6,816.367,979.06,419.897,976.009,543.613,552.638,863.208,845.231,841.393,455.453,716.926,331.751,759.2,609.01,539.825,398.409,733.208,655.774,501.672,128.308,916.252,937.45,142.182,660.393,684.193,756.715,453.452,814.666,689.207,731.017,409.287,419.897,569.851,803.368,482.381,793.145,402.362,336.43,696.629,674.241,733.393,751.075,773.779,366.941,758.104,529.699,868.105,788.199,831.666,709.361,197.955,982.02,334.691,502.289,208.955,735.131,701.142,978.193,777.244,888.415,350.626,345.059,418.717,961.454,593.384,697.572,564.985,982.223,695.854,704.691,637.431,443.933,620.997,1057.145,904.272,984.013,713.294,892.895,740.438,810.55,901.431,713.485,194.977,485.389,641.512,295.043,580.485,934.161,1067.365,120.852,953.931,852.167,791.304,272.688,797.781,675.432,735.626,536.168,684.548,83.259,490.508,404.401,595.156,430.169,705.706,483.851,820.623,861.214,348.556,579.486,592.09,576.307,862.828,967.907,748.943,744.702,598.298,526.204,556.957,344.006,295.248,897.498,615.172,1029.354,470.784,927.257,723.166,860.527,694.122,720.943,530.931,394.103,153.437,1044.136,790.958,460.318,652.317,944.048,651.451,899.03,453.894,970.741,767.299,1108.884,355.609,812.395,730.643,897.996,1079.998,551.836,956.41,718.431,408.974,0,350.517,537.884,250.859,787.59,509.515,749.171,502.626,905.132,0,808.692,351.234,1074.53,722.794,374.061,907.569,1060.632,1016.572,953.922,780.978,520.525,312.783,736.768,445.251,812.703,777.244,707.086,598.97,838.64,483.036,259.971,526.073,799.984,458.297,667.058,677.439,733.936,1059.043,499.06,870.885,329.618,731.386,958.999,841,885.786,746.945,513.126,978.503,779.685,776.794,940.249,875.438,828.857,866.377,638.749,853.172,667.207,599.376,588.496,958.836,857.385,314.214,800.13,775.068,834.774,745.902,810.785,752.764,1017.075
"Refugio",324.601,827.575,550.915,30.891,735.855,176.85,244.967,255.401,674.836,302.887,227.869,412.395,52.784,670.977,220.313,297.872,193.415,416.943,661.061,210.753,553.65,830.19,1019.393,211.404,741.4,530.799,342.44,283.48,82.421,598.384,314.753,661.243,704.846,712.116,973.312,342.598,421.841,887.287,289.619,267.234,677.763,532.59,612.698,1104.81,208.087,210.285,478.758,539.539,655.952,427.918,836.321,718.213,451.942,304.039,915.241,1158.978,563.344,468.339,1006.867,694.842,611.951,93.021,803.348,973.312,959.917,131.27,551.354,681.624,446.139,1109.489,517.456,431.719,374.073,58.27,200.19,685.938,638.28,824.535,224.387,357.112,500.846,108.128,838.775,335.586,776.067,333.534,696.511,43.083,146.993,666.386,665.723,604.897,669.623,843.901,917.302,649.647,438.097,1145.031,863.989,348.812,381.201,423.182,1136.016,726.58,241.219,537.095,559.249,303.769,464.956,288.779,663.182,690.726,268.706,513.976,968.036,349.456,1088.971,582.878,659.804,639.877,481.437,867.173,642.124,211.478,113.268,854.318,645.981,103.876,599.392,272.765,94.768,856.318,327.277,405.631,1185.442,380.919,569.472,778.687,102.791,56.782,903.461,364.798,217.774,1074.892,454.07,334.496,414.482,1098.703,235.669,394.473,694.386,841.766,814.949,421.403,186.11,468.333,401.815,181.982,616.119,346.967,412.906,143.734,324.264,454.164,744.182,546.229,679.437,556.739,678.269,333.823,227.604,663.431,847.955,493.154,553.425,512.557,621.584,75.067,1130.495,462.9,446.587,574.825,609.455,602.461,990.331,808.573,1123.576,1036.469,968.066,664.661,1008.1,371.038,342.702,785.308,808.573,0,1124.293,441.119,602.97,548.517,525.462,427.221,529.962,363,76.908,447.453,528.698,561.153,638.824,239.114,665.723,361.096,516.576,306.362,597.226,631.421,337.305,330.441,956.882,584.879,297.367,600.761,425.632,656.32,751.061,560.939,347.522,406.875,609.655,631.488,214.342,317.204,299.01,625.813,68.012,379.141,297.887,556.554,292.788,264.749,173.033,1001.856,736.469,816.605,227.014,324.75,815.08,543.344,631.541,661.688,119.6,526.397,295.086,482.611
"Roberts",1217.7,505.315,1277.951,1109.268,929.585,1223.774,923.997,941.746,1139.354,845.231,1051.908,1046.608,1072.278,1135.495,901.992,870.797,1084.451,1042.413,988.107,1231.972,912.845,369.336,864.274,915.431,579.631,1001.395,887.644,1131.217,1138.083,778.281,1053.068,1241.597,1169.364,1332.057,596.442,1291.111,858.715,805.732,1178.31,1160.333,1194.39,808.45,1069.923,24.141,1074.302,924.112,892.822,734.27,1086.205,1008.771,754.767,481.305,1269.249,1252.552,209.57,679.859,1037.19,1109.712,600.497,1167.663,1042.204,1046.119,674.377,596.442,798.375,1118.47,835.378,1146.142,717.464,14.954,1049.626,1027.238,1068.567,1066.177,1088.881,719.938,1111.101,882.696,1183.207,1108.336,1184.663,1024.463,444.78,1297.122,594.974,817.391,561.952,1050.233,1016.244,1331.19,1130.241,1241.412,703.623,576.253,649.444,1314.451,946.381,805.709,826.497,1297.325,1033.704,1057.688,702.686,796.93,936.099,1410.142,1257.269,1299.115,1066.291,1207.997,1093.435,1163.547,1216.533,1066.482,156.337,800.491,790.475,619.581,933.482,1287.158,1429.965,336.771,1306.928,1167.269,1106.406,500.661,1150.778,990.534,1088.623,851.27,999.65,268.515,805.61,719.503,652.811,745.445,1058.703,836.848,1135.725,1176.316,586.459,888.617,907.192,745.845,1215.825,1283.009,1101.94,914.24,913.4,841.306,909.954,575.149,555.606,1250.495,930.274,1416.861,785.886,1242.359,1076.163,1175.629,1047.119,1036.045,846.033,709.205,506.434,1397.133,1143.955,813.315,1005.314,1259.15,966.553,1252.027,705.051,1323.738,1120.296,1461.07,708.606,1127.497,857.002,1250.993,1395.1,904.833,1309.407,1071.428,522.908,351.355,4.462,707.677,423.352,1140.587,648.362,1085.174,817.728,1258.129,351.355,1123.794,0,1389.632,1075.791,722.32,1260.566,1375.734,1369.569,1254.029,1096.08,829.656,627.885,1089.765,798.248,1127.805,1130.241,1013.599,951.967,1153.916,836.033,612.968,841.175,1090.704,689.024,1020.055,992.541,1086.933,1374.145,852.057,1223.882,665.559,1055.331,1311.996,1193.997,1238.783,1062.047,828.228,1293.605,1132.682,1091.896,1293.246,1190.54,1181.854,1181.479,954.025,1168.274,879.498,952.373,941.493,1273.938,1172.487,573.41,1153.127,1128.065,1187.771,1061.004,1163.782,1068.04,1370.072
"Robertson",231.914,1024.432,255.658,471.779,701.602,617.738,523.178,438.711,464.607,566.886,386.938,407.701,470.502,494.398,489.05,499.325,306.719,423.507,626.808,261.863,594.277,1092.438,1010.038,493.945,962.721,506.907,503.608,344.304,378.969,716.373,391.829,365.181,489.558,362.222,1086.713,113.249,577.305,875.215,313.879,266.461,378.511,629.727,527.636,1367.058,365.68,465.575,572.001,717.868,589.524,465.147,890.793,980.461,217.842,152.314,1177.489,1194.147,475.645,394.085,1134.522,441.814,540.217,398.29,895.317,1086.713,966.573,572.158,660.196,493.901,708.387,1371.737,445.777,426.308,361.559,408.561,335.75,835.349,441.854,832.562,225.001,318.323,326.573,526.852,1060.096,230.638,948.395,595.782,958.759,423.724,390.448,316.492,576.391,282.98,797.393,1016.229,1037.779,299.753,518.652,1154.526,829.736,102.05,397.275,394.16,1171.185,765.584,450.83,129.886,261.363,744.657,429.734,232.125,596.754,406.271,176.003,437.616,1230.284,611.704,1098.466,845.126,625.683,303.858,74.228,1129.421,292.23,652.366,554.156,1054.94,354.286,493.504,384.983,535.013,475.402,1118.566,589.525,667.879,1220.611,683.417,416.183,793.958,366.014,462.25,1075.789,525.966,488.003,1052.79,271.693,106.753,348.613,1106.962,479.741,549.937,660.265,1014.094,987.277,247.13,449.083,126.692,605.564,326.042,526.787,323.804,408.967,607.475,588.263,716.412,989.018,147.468,590.105,687.231,628.84,192.075,553.218,341.768,940.609,193.232,379.152,71.731,817.627,515.955,1121.14,228.821,34.405,624.271,254.393,513.129,1162.659,1070.821,1385.824,1060.945,1230.314,383.561,1087.296,406.574,645.427,441.112,1070.821,441.096,1386.541,0,439.06,810.765,233.903,81.244,147.48,216.372,517.796,585.049,790.946,393.96,731.767,314.405,576.391,450.564,523.14,747.25,694.461,893.669,531.554,355.208,1035.067,508.145,419.86,409.209,30.267,713.316,370.313,823.187,430.04,182.443,299.784,335.426,377.477,619.702,739.898,356.729,377.358,193.271,241.233,301.874,301.575,701.038,269.311,992.501,702.216,782.352,667.902,332.971,987.408,340.602,369.967,362.436,372.972,352.124,735.974,125.35
"Rockwall",318.161,604.913,223.712,610.915,249.75,789.417,515.088,352.816,82.05,539.815,396.573,191.041,575.22,80.604,477.853,429.422,421.752,207.712,174.956,503.414,174.758,833.659,558.186,487.227,543.202,111.595,366.571,318.923,618.091,296.854,270.934,171.393,130.509,261.853,634.861,486.94,351.461,423.363,356.563,375.652,124.186,337.246,65.606,1055.173,418.967,439.677,280.852,429.853,137.782,249.352,438.941,651.427,281.732,442.128,865.604,742.295,38.769,154.099,682.67,97.459,88.475,503.069,482.001,634.861,514.721,684.113,240.677,91.255,579.917,1059.852,85.086,199.76,228.294,573.97,385.219,415.83,41.584,380.71,464.123,267.26,197.146,590.106,640.577,495.64,528.876,475.156,547.213,558.79,449.117,258.456,105.426,187.173,377.874,596.71,585.927,239.843,234.701,702.674,377.884,431.179,220.58,199.592,719.333,346.614,377.006,355.903,203.03,864.758,137.337,389.414,145.012,93.343,415.051,101.942,918.399,584.633,646.614,500.469,189.873,225.321,366.123,842.898,232.32,732.912,672.049,635.421,96.539,525.69,70.961,507.942,524.145,806.681,562.454,503.732,768.759,673.253,41.041,380.642,605.136,639.352,656.27,331.237,478.845,600.938,228.308,435.495,185.645,655.22,455.621,414.962,224.455,594.575,567.758,262.978,447.963,328.112,454.028,567.593,55.822,324.402,189.927,601.688,561.192,462.114,569.499,342.894,119.14,267.712,177.098,348.579,545.128,181.823,488.757,269.499,132.779,392.004,398.108,693.14,669.288,242.216,532.205,204.752,255.168,31.713,743.14,721.659,1073.939,609.093,972.905,70.582,635.444,244.072,601.976,187.925,721.659,601.105,1074.656,439.666,0,397.77,206.327,571.563,315.33,319.402,661.723,325.85,529.247,72.103,312.248,403.942,105.426,252.084,159.504,867.351,274.942,499.294,451.142,273.344,583.215,71.163,307.486,29.538,511.25,294.346,153.678,455.895,237.999,324.479,139.758,181.446,408.118,609.538,859.248,78.443,548.356,305.729,380.765,180.52,345.847,692.948,508.433,540.649,250.364,330.5,839.581,316.994,567.889,165.61,73.826,133.192,493.877,176.265,808.935,315.833
"Runnels",463.696,292.606,600.855,534.04,276.474,648.546,348.769,319.117,462.258,270.003,367.994,294.526,497.05,458.399,326.764,276.785,509.223,279.936,334.996,656.744,235.749,427.416,470.875,340.203,230.895,324.299,243.791,383.525,562.855,120.069,335.538,564.501,492.268,654.961,424.794,715.883,192.885,338.769,434.832,485.22,517.294,57.392,392.827,702.036,390.388,348.884,136.689,32.082,409.109,248.792,287.803,269.704,459.202,677.324,512.467,610.46,360.094,350.47,458.349,490.567,365.108,470.891,254.83,424.794,411.399,543.242,158.282,469.046,220.441,706.715,372.53,285.22,316.087,490.949,416.575,137.42,434.005,276.017,607.979,371.722,380.522,449.235,328.27,721.894,227.549,223.379,165.373,475.005,441.016,654.094,453.145,564.316,121.105,295.383,368.784,637.355,190.248,596.513,311.303,623.375,280.613,305.606,587.498,178.062,324.562,623.953,580.173,723.887,304.902,504.57,416.339,486.451,641.305,389.386,565.262,225.263,540.453,102.698,280.371,610.062,627.37,464.399,629.832,592.041,531.178,334.094,473.682,415.306,411.527,276.042,424.422,453.544,230.382,144.256,636.924,357.346,381.607,230.169,560.497,601.088,354.943,209.396,331.964,526.374,405.778,707.781,349.858,550.185,338.172,197.453,256.843,293.248,266.431,455.174,355.046,586.369,155.352,667.131,399.067,420.327,295.037,460.817,270.805,94.361,224.799,619.851,466.859,139.805,352.203,492.314,391.325,574.931,299.437,545.37,443.2,651.834,73.066,552.269,581.977,468.138,819.872,227.737,632.311,394.332,441.813,374.044,720.802,487.951,565.292,463.491,459.582,332.694,242.5,581.033,374.044,548.566,721.519,677.598,398.695,0,501.478,800.506,602.16,511.598,520.852,177.63,131.476,412.669,145.137,438.292,453.145,291.845,240.902,741.008,182.922,114.057,247.163,383.507,408.364,342.959,319.965,409.837,798.917,198.946,546.786,58.124,316.557,501.949,516.901,561.687,379.539,306.108,718.377,455.586,516.668,497.925,495.921,504.758,462.614,539.145,593.046,453.338,333.505,322.625,698.71,410.488,266.562,405.456,450.969,510.675,485.776,412.269,655.132,574.09
"Rusk",192.535,770.291,26.35,556.063,431.154,702.022,536.49,374.218,231.411,561.217,312.135,213.058,554.786,261.202,499.255,450.824,327.055,228.864,356.36,348.576,340.136,999.037,739.59,508.629,708.58,266.784,387.973,231.927,463.253,462.232,238.193,155.854,256.362,220.939,816.265,262.209,417.914,604.767,239.134,250.026,145.315,502.624,266.139,1220.551,322.222,461.079,377.358,498.091,333.669,270.504,620.345,816.805,73.2,253.714,1030.982,923.699,205.197,176.328,864.074,208.618,284.362,428.769,624.869,816.265,696.125,656.442,406.055,260.705,702.718,1225.23,201.259,231.665,198.202,492.845,310.167,581.208,208.658,562.114,309.285,172.899,131.93,611.508,805.955,340.802,694.254,496.558,712.591,508.008,410.784,175.209,312.773,105.459,543.252,762.088,767.331,158.14,324.009,884.078,559.288,212.242,241.982,199.517,900.737,511.443,398.408,158.461,59.976,828.941,209.718,268.723,340.899,173.075,260.213,193.098,1083.777,606.035,828.018,596.715,355.235,142.086,160.435,1008.276,150.617,736.65,638.44,800.799,121.09,471.387,151.787,529.344,476.636,972.059,583.856,561.259,950.163,694.655,182.987,523.51,450.298,546.534,821.648,352.639,500.247,782.342,128.368,224.426,153.97,851.107,477.023,436.364,389.817,759.953,733.136,137.355,469.365,122.424,489.936,412.755,263.169,206.973,214.324,623.09,582.594,512.042,734.877,154.359,326.487,433.09,372.985,201.076,566.53,165.64,670.161,60.832,132.439,186.316,563.486,600.239,850.692,63.606,269.293,370.13,128.155,249.511,908.518,887.037,1239.317,790.497,1138.283,150.365,816.848,195.272,656.665,238.157,887.037,525.38,1240.034,233.978,205.864,504.27,0,300.574,120.168,171.899,602.08,411.721,592.255,160.764,477.626,278.316,312.773,260.796,302.859,831.534,440.32,664.672,472.544,202.965,764.619,237.697,282.621,176.013,263.497,459.175,174.219,552.141,224.582,118.575,66.588,126.099,333.565,630.94,824.182,123.533,461.642,151.367,255.139,76.654,220.221,714.35,353.595,722.053,431.768,511.904,752.186,199.565,733.267,115.382,136.771,129.24,403.451,119.078,830.337,110.145
"Sabine",287.68,1089.571,314.407,458.021,766.741,603.98,509.42,424.953,650.643,553.128,373.18,451.662,456.744,646.784,475.292,485.567,292.961,467.468,691.947,248.105,659.416,1078.68,1075.177,480.187,1027.86,572.046,489.85,330.546,365.211,781.512,378.071,427.487,680.653,442.499,1151.852,99.491,563.547,940.354,300.121,252.703,444.677,674.109,592.775,1353.3,351.922,451.817,598.713,704.11,654.663,509.108,955.932,966.703,269.774,138.556,1163.731,1259.286,540.784,459.224,1199.661,507.98,605.356,384.532,960.456,1151.852,1031.712,558.4,725.335,657.431,694.629,1357.979,510.916,470.269,408.94,394.803,321.992,900.488,607.223,897.701,211.243,364.688,391.712,513.094,1125.235,149.211,1013.534,582.024,945.001,409.966,376.69,396.769,641.53,371.141,862.532,1081.368,1102.918,380.03,545.364,1219.665,894.875,135.48,444.831,438.121,1236.324,830.723,437.072,210.163,325.493,730.899,494.873,218.367,661.893,472.437,162.245,502.755,1216.526,597.946,1163.605,831.368,690.822,384.135,154.505,1115.663,372.507,638.608,540.398,1120.079,420.452,479.746,526.534,521.255,461.644,1104.808,575.767,654.121,1285.75,669.659,538.415,859.097,352.256,448.492,1140.928,512.208,474.245,1117.929,344.936,123.726,413.752,1172.101,465.983,536.179,725.404,1079.233,1052.416,312.269,435.325,178.624,591.806,312.284,591.926,310.046,452.928,593.717,574.505,702.654,992.672,227.745,655.244,752.37,693.979,246.263,539.46,422.045,1005.748,259.398,444.291,151.663,882.766,502.197,1186.279,280.753,60.715,689.41,334.67,578.268,1227.798,1057.063,1372.066,1126.084,1216.556,449.727,1152.435,392.816,631.669,513.47,1057.063,427.338,1372.783,80.276,571.913,797.007,300.069,0,227.757,281.118,504.038,571.291,777.188,516.478,796.906,300.647,641.53,436.806,567.101,733.492,759.6,879.911,517.796,341.45,1100.206,573.284,406.102,475.375,64.61,778.455,450.59,809.429,416.282,234.375,365.95,397.732,363.719,605.944,726.14,422.895,363.6,270.007,227.475,353.806,287.817,687.28,255.553,1057.64,767.355,847.491,654.144,319.213,1052.547,434.21,435.782,428.602,359.214,417.263,722.216,193.937
"San Augustine",241.908,902.679,109.839,560.666,561.172,706.625,611.428,422.247,342.619,655.136,380.376,326.318,559.389,372.41,577.3,530.794,394.969,342.124,486.378,350.75,472.524,1131.425,869.608,582.195,840.968,399.172,467.943,300.168,467.856,594.62,323.282,219.362,361.86,216.403,946.283,240.958,497.884,734.785,307.375,322.663,256.523,635.012,377.322,1352.939,390.463,553.825,477.719,596.299,444.852,383.764,750.363,949.193,143.203,254.914,1163.37,1053.717,335.321,271.174,994.092,319.826,395.545,486.54,754.887,946.283,826.143,661.045,538.443,371.913,796.637,1357.618,319.732,344.925,286.475,497.448,424,713.596,319.866,692.132,313.888,257.988,245.19,615.739,938.343,342.689,826.642,576.528,844.979,512.611,478.698,170.673,423.956,137.161,675.64,894.476,897.349,153.934,424.37,1014.096,689.306,202.749,322.191,312.777,1030.755,643.831,478.378,42.234,115.544,833.544,312.22,288.327,452.082,284.283,264.764,311.571,1216.165,699.954,958.036,719.773,485.253,158.039,73.242,1140.664,146.411,741.253,643.043,933.187,232.273,581.754,267.984,623.263,564.289,1104.447,677.775,641.229,1080.181,771.667,316.074,653.528,454.901,551.137,954.036,432.609,576.253,912.36,196.609,214.933,267.23,962.29,567.991,516.334,519.835,892.341,865.524,205.596,537.333,68.759,569.906,414.929,374.352,275.214,327.584,695.725,676.513,613.32,867.265,31.943,437.67,565.478,484.168,237.171,641.468,195.949,800.179,55.958,243.168,99.123,695.874,604.842,980.71,153.305,182.8,502.518,108.574,360.694,1040.906,1019.425,1371.705,920.515,1270.671,261.573,946.866,280.386,733.677,295.293,1019.425,529.983,1372.422,147.485,317.047,602.478,116.806,228.73,0,207.994,606.683,491.691,693.533,276.961,610.014,370.607,423.956,349.069,447.045,836.137,572.708,797.06,552.514,283.654,894.637,367.715,367.71,287.196,177.753,591.563,224.494,650.349,312.855,154.67,170.629,189.607,401.806,707.952,828.785,244.482,466.245,187.462,297.435,187.383,269.594,789.288,358.198,852.071,561.786,641.922,756.789,267.806,865.655,226.111,265.074,240.448,461.222,221.221,824.861,53.239
"San Jacinto",36.328,837.895,197.475,393.181,515.065,539.14,387.307,236.446,398.967,431.015,188.416,221.164,391.904,395.108,353.179,312.476,170.848,236.97,440.271,212.812,407.74,956.567,823.501,358.074,776.184,320.37,285.976,119.368,300.371,529.836,152.847,355.444,428.977,393.832,900.176,196.338,345.647,688.678,89.721,93.819,316.953,449.543,341.099,1231.187,183.923,329.704,385.464,482.587,402.987,278.61,704.256,734.542,98.502,151.526,1041.618,1007.61,289.108,207.548,947.985,412.109,353.68,272.562,708.78,900.176,780.036,493.56,473.659,405.755,572.516,1235.866,259.24,239.771,181.375,329.963,153.96,648.812,355.547,646.025,139.991,131.786,140.036,416.65,873.559,205.038,761.858,358.21,651.229,345.126,254.577,348.102,389.854,276.584,610.856,829.692,851.242,331.363,332.115,967.989,643.199,140.355,217.091,207.623,984.648,579.047,253.472,233.545,231.101,666.059,243.197,97.833,410.217,338.355,124.449,251.079,1094.413,475.833,911.929,567.536,439.146,313.211,187.199,993.55,323.84,573.768,475.558,868.403,285.171,357.633,274.858,399.142,362.882,982.695,453.654,532.008,1034.074,547.546,286.739,607.421,287.416,383.652,889.252,280.372,352.132,866.253,93.26,144.671,162.076,920.425,343.87,352.579,473.728,827.557,800.74,60.593,313.212,168.426,408.206,276.991,340.25,75.638,222.43,471.604,452.392,461.083,802.481,229.443,403.568,500.694,442.303,29.176,417.347,373.991,754.072,175.885,192.615,211.663,631.09,437.357,934.603,109.46,241.381,437.734,291.171,326.592,976.122,954.641,1249.953,874.408,1094.443,303.851,900.759,151.291,509.556,409.795,954.641,362.498,1250.67,216.496,320.237,497.378,172.022,280.961,213.176,0,439.198,339.454,541.296,264.802,545.23,122.109,389.854,195.281,336.603,668.652,507.924,599.913,334.196,99.925,848.53,321.608,196.444,318.028,220.426,526.779,373.809,529.431,174.757,53.435,248.845,325.689,195.113,483.831,661.3,265.003,298.76,21.107,98.932,195.744,64.014,565.167,190.713,805.964,515.679,595.815,589.304,76.707,800.871,182.534,270.731,300.878,247.244,165.587,681.154,173.291
