"","Allen","Anderson","Atchison","Barber","Barton","Bourbon","Brown","Butler","Chase","Chautauqua","Cherokee","Cheyenne","Clark","Clay","Cloud","Coffey","Comanche","Cowley","Crawford","Decatur","Dickinson","Doniphan","Douglas","Edwards","Elk","Ellis","Ellsworth","Finney","Ford","Franklin","Geary","Gove","Graham","Grant","Gray","Greeley","Greenwood","Hamilton","Harper","Harvey","Haskell","Hodgeman","Jackson","Jefferson","Jewell","Johnson","Kearny","Kingman","Kiowa","Labette","Lane","Leavenworth","Lincoln","Linn","Logan","Lyon","Marion","Marshall","McPherson","Meade","Miami","Mitchell","Montgomery","Morris","Morton","Nemaha","Neosho","Ness","Norton","Osage","Osborne","Ottawa","Pawnee","Phillips","Pottawatomie","Pratt","Rawlins","Reno","Republic","Rice","Riley","Rooks","Rush","Russell","Saline","Scott","Sedgwick","Seward","Shawnee","Sheridan","Sherman","Smith","Stafford","Stanton","Stevens","Sumner","Thomas","Trego","Wabaunsee","Wallace","Washington","Wichita","Wilson","Woodson","Wyandotte"
"Allen",0,85.75,92.35,164.8,145.683,140,106.233,73.067,144.05,145.933,161.333,165.883,70.183,124.883,85.867,58.667,161.017,122.533,150.55,275.517,84.9,112.283,187.583,201.05,50.467,184.617,132.45,289.35,223.733,163.233,66.3,232.35,235.65,78.367,224.817,91.083,265.517,61.117,140.1,212.217,291.383,240.717,87.517,80.317,176.133,337.183,315.583,133.417,179.983,158.233,90.317,98.133,314.067,125.017,246.017,68.017,68.65,123.667,104.217,259.483,110.75,127.783,133.35,145.317,121.533,120.167,179.967,232.7,255.017,140.567,184.183,61.383,205.517,240.283,76.483,166.483,285.567,65.517,181.5,143.7,85.183,210.517,202.1,153.667,103.617,110.867,106.9,184.133,86.917,260.933,84.75,265.717,159.267,339.567,320.55,119.583,142.65,198.1,60.55,280.333,129.3,93.4,138.333,80.367,85.567
"Anderson",83.75,0,114.917,83.3,208.1,58.5,142.083,114.417,187.95,126.567,94.217,214,129.217,168.783,130.783,50.567,204.917,158.25,77.767,337.933,146.95,134.85,231.483,244.95,56.983,247.033,194.867,333.267,268.65,81.733,128.717,294.767,298.067,141.967,268.717,12.65,324.333,86.35,185.017,271.017,335.3,284.617,151.117,95.533,234.933,381.083,359.483,178.333,224.9,95.783,20.55,92.5,357.967,188.6,304.817,136.7,112.55,176,148.133,304.4,56.567,171.683,86.417,190.233,183.95,156,117.5,276.617,317.433,65.633,246.6,29.783,249.417,299.083,129.633,211.4,347.983,72.5,245.083,207.283,148.783,272.933,250.983,216.083,166.033,34.233,150.8,228.033,65.367,323.35,148.333,328.133,203.167,383.483,365.467,164.5,190.767,260.517,111.367,342.75,192.883,138.317,200.75,50.383,73.233
"Atchison",93.417,114.167,0,149.95,189.45,125.15,42.833,148.2,213.217,227.917,170.267,203.3,158.183,201.4,161,119.1,217.1,197.683,159.967,308.033,128.3,21.583,238.533,270.8,84.267,228.383,176.233,339.4,298.883,148.4,110.067,276.117,279.417,118.817,271.667,106.85,267.05,143.1,215.25,232.6,360.933,287.567,109.017,29.317,190.783,406.717,362.433,208.567,255.133,200.633,106.733,25.117,383.6,136.217,260.2,118.067,145.167,101.583,177.417,334.633,94.317,200.967,193.783,220.467,165.317,80.933,199.717,279.117,274.15,124.117,230.983,89.983,252.367,241.817,104.8,241.633,334.067,50.867,176.15,171.867,124.6,259.417,242.317,197.433,147.383,106.9,183.417,234.183,62.467,304.7,118.817,309.483,235.8,409.117,394.35,194.733,187.017,241.883,92.717,324.117,124.783,168.55,182.1,140.8,58.017
"Barber",162.95,82.6,152.567,0,273.917,27.517,181.433,143.067,243.367,129.883,34.117,269.867,204.133,204.333,148.567,107.65,259.883,171.067,24.983,403.75,213.067,170.817,264.717,276.767,131.233,312.85,260.367,365.067,292.55,11.633,194.833,360.583,363.883,208.083,308.533,88.75,389.817,122.067,210.067,336.517,364.817,324.433,217.233,148.667,300.433,410.6,389.45,202.233,249.95,65.433,95,127.883,387.483,254.733,370.317,202.817,185.2,240.233,205.9,328.3,68.15,227.1,89.033,216.833,249.783,219.6,64.517,332.017,383.267,45.133,312.433,108.983,289.233,364.583,195.75,235.317,413.8,120.033,309.583,273.4,214.9,338.767,306.4,281.9,229.467,71.4,179.167,261.267,98.317,389.167,214.45,393.95,234.983,413,389.367,191.1,246.45,326.35,177.483,408.567,259.017,162.233,266.567,87.633,106.183
"Barton",145.85,206.75,189.933,274.767,0,248.717,195.717,136.7,77.4,226.133,258.533,67.233,110.25,107.25,129.75,191.983,81.017,167.65,254.6,178.633,70.433,209.85,102.467,134.733,156.033,87.733,37.233,203.333,177.917,266.883,89.217,135.467,138.8,116.183,135.6,209.5,151.767,187.183,157.9,100.517,224.85,151.5,126.683,177.883,73.317,270.633,226.367,128.633,186.5,256.283,203.367,199.033,247.533,119.583,132.683,90.583,112.117,151.817,81.717,212.4,217.867,72.3,224.25,184.917,36.267,188.9,278,136,158.183,247.667,73.7,182.567,116.3,126.517,120.967,129.567,188.683,166.4,115.7,90.933,113.8,101.817,102.017,56.783,54.4,223.9,114.317,98.117,187.817,164.05,122.567,168.833,117.467,273.033,258.283,155.483,51.2,101.233,117.35,183.45,129.433,122.767,41.45,200.417,186.467
"Bourbon",139.167,58.8,128.783,26.683,250.417,0,157.633,127.867,232.85,136.817,47,259.35,184.633,198.583,148.667,83.85,249.817,171.183,36.7,380.25,189.283,147.017,258.217,270.25,107.433,289.35,237.2,358.567,290.867,25.133,171.033,337.083,340.4,184.283,302.017,64.967,366.65,98.267,207.25,313.35,360.6,317.933,193.433,124.883,277.267,406.383,382.933,200.567,247.117,77.383,71.217,104.083,383.267,230.933,347.15,179.033,167.967,216.45,195.383,326.617,44.367,216.583,95.967,212.467,226.283,195.817,76.467,321.5,359.767,21.35,288.933,85.2,282.717,341.417,171.95,233.633,390.3,96.25,287.417,249.617,191.1,315.267,295.883,258.417,208.35,47.617,173.167,254.75,74.533,365.683,190.667,370.467,228.467,408.767,387.683,186.733,235.933,302.85,153.7,385.083,235.217,160.55,243.067,63.85,82.4
"Brown",107.617,140.967,42.517,181.017,195.633,156.217,0,162.417,219.4,242.117,201.333,209.483,164.35,209.133,175.217,129.333,223.267,211.883,191.033,270.067,134.483,45.717,244.717,276.983,94.483,234.567,182.4,345.583,313.083,179.467,116.25,282.3,250.683,108.65,277.85,137.933,229.083,157.3,229.45,194.633,367.1,293.75,98.833,62.783,152.817,412.883,368.617,222.767,269.333,228.9,137.567,67.3,389.783,98.25,222.233,124.233,159.383,63.617,183.583,348.833,125.383,207.15,204,234.667,171.483,42.967,230.783,285.3,236.183,155.183,197.517,116.783,258.55,203.85,94.633,255.833,296.1,93.133,138.183,133.9,114.417,225.95,248.483,203.617,153.567,137.967,197.617,240.367,92.25,279.083,108.65,295.567,244.85,415.283,400.533,208.933,193.183,248.05,98.9,330.283,86.817,182.75,188.283,151.017,86.567
"Butler",73.033,116.417,147.217,143.65,136.067,127.133,161.1,0,105.533,97.783,127.417,132.017,65.25,71.25,25.667,86.95,122.483,53.833,123.483,265.917,94.433,167.15,130.883,142.933,107.967,175,122.533,231.233,163.55,135.767,93.6,222.75,226.05,120.55,174.7,122.567,251.983,51.067,79.917,198.667,233.267,190.6,129.7,135.183,162.583,279.05,255.6,73.233,119.8,125.167,117.217,153,255.933,150.75,232.467,86.833,46.333,165.85,68.05,199.3,141.567,89.25,93.133,85.133,111.933,175.033,146.9,194.183,245.417,144.6,174.583,100.05,155.4,226.733,125.333,106.3,275.95,120.383,171.733,139.567,118.017,200.917,168.55,144.067,91.633,144.167,45.833,127.433,135.483,251.333,126.933,256.117,101.15,281.45,260.367,59.4,108.6,188.5,121.733,270.733,162.133,33.217,128.717,64.3,140.433
"Chase",145.55,190.45,207.433,244.217,72.15,232.717,213.233,106.167,0,195.6,228,33.483,90.867,61.283,99.217,163.383,20.85,137.1,224.05,192.4,87.95,227.367,51.517,83.8,182.85,101.5,36.2,152.383,126.983,236.35,106.733,149.233,152.55,133.7,84.65,193.55,178.667,156.65,101.867,127.433,173.917,100.567,142.85,195.383,118.967,219.7,175.417,72.6,135.55,225.75,190.383,216.533,196.583,141.817,159.6,108.083,83.517,174.633,43.583,161.467,214.733,17.733,193.717,128.883,68.983,206.417,247.467,92.55,171.917,244.55,100.617,173.233,65.35,153.433,138.467,78.617,202.45,183.917,148.167,116,131.3,128.733,66.917,70,74.683,214.85,83.767,47.183,208.65,177.833,140.067,182.617,51.433,222.1,207.333,121.067,24.833,115,134.867,197.233,153.2,92.233,47.95,169.867,203.983
"Chautauqua",144.867,129.433,227.583,130.95,226.25,139.3,241.467,97.75,195.7,0,99.167,222.2,158.8,153.767,103.233,120.083,209.3,58.917,110.783,356.083,187.983,247.5,214.15,226.183,169.867,265.183,212.717,314.433,236.883,123.083,187.133,312.917,316.217,214.1,257.95,135.583,342.15,84.217,123.183,288.85,309.15,273.867,223.25,215.533,252.767,354.933,338.817,146.567,152.183,82.333,143.483,217.65,331.817,244.283,322.65,180.383,139.867,259.4,158.233,263.733,179.5,179.433,45.2,108.667,202.117,255.383,91.867,284.367,335.6,156.933,264.767,155.817,238.65,316.917,219.533,179.633,366.133,198.533,261.917,229.75,211.55,291.1,258.733,234.233,181.8,157.167,131.517,210.683,190.517,341.5,220.483,346.283,184.4,357.333,324.817,104.633,198.783,278.683,201.283,360.917,255.683,111.183,218.9,97.433,198.383
"Cherokee",159.767,93.317,173.183,34.867,257.333,48.117,202.033,126.5,226.783,97.817,0,253.283,187.55,187.767,131.983,104.233,243.3,142.3,15.883,387.167,216.733,191.417,248.15,260.183,146.9,296.267,243.8,348.5,275.967,27,212.1,344,347.317,225.35,291.95,99.467,373.25,110.967,193.5,319.933,348.233,307.867,234.5,169.283,283.85,394.033,372.867,185.667,233.367,33.033,107.367,148.483,370.917,272,353.733,209.117,168.617,259.383,189.317,311.717,88.75,210.517,56.95,192.05,233.2,240.217,32.55,315.45,366.683,65.733,295.85,119.7,272.65,348,213.017,218.733,397.217,140.65,293,260.833,232.167,322.183,289.817,265.333,212.883,92.017,162.6,244.683,118.933,372.583,231.717,377.383,218.4,396.417,372.8,174.517,229.867,309.767,194.75,392,276.283,145.65,249.983,81.517,126.8
"Cheyenne",165.15,216.4,203.083,270.767,67.8,259.267,208.883,132.717,33.483,222.15,254.55,0,116.8,89.3,125.767,189.317,31.517,163.667,250.6,164.267,83.583,223,51.3,83.567,169.183,73.367,31.85,152.167,126.75,262.9,102.383,121.1,124.4,129.333,84.433,219.5,149.217,183.2,129.883,112.633,173.7,100.333,138.483,191.033,114.617,219.483,175.2,100.617,135.333,252.3,216.333,212.183,196.367,137.45,130.15,103.733,109.467,170.283,70.133,161.25,231.017,44.283,220.267,156.917,64.617,202.05,274.017,81.6,143.783,260.817,85.833,199.167,65.133,123.983,134.117,78.4,174.317,179.55,143.8,111.633,126.95,99.283,44.783,41.85,67.55,240.8,110.333,46.95,200.967,149.683,135.717,154.467,66.3,221.883,207.117,149.083,31.133,86.867,130.517,169.083,148.85,118.783,33.15,196.433,199.617
"Clark",69.033,129.917,156.65,204.333,109.3,184.167,162.45,63.9,89.5,158.483,188.117,115.533,0,76.083,81.55,102.85,106.467,114.533,184.167,239.15,41.55,176.583,133.033,153.583,118.433,148.233,96.083,238,185.383,196.467,55.95,195.983,199.283,82.917,170.267,133.017,225.217,104.95,119.35,171.9,243.917,186.167,92.067,144.617,135.817,289.7,261.033,110.033,159.217,185.867,129.85,166.1,266.583,102.85,205.7,49.2,23.017,128.217,49.667,221.133,154.2,73.233,153.833,129.383,85.167,155.633,207.583,178.15,218.65,184.017,147.817,112.7,150.967,199.967,87.7,128.133,249.183,133.467,144.967,112.8,80.367,174.15,152.533,117.3,64.867,154.317,66.1,129.583,148.117,224.567,89.3,229.35,111.8,292.1,277.35,107.283,92.3,161.733,84.083,243.967,114.25,74.567,101.95,124.917,153.533
"Clay",125.4,170.3,201.967,206.233,107.083,199.7,208.15,73.15,60.967,157.617,190.017,89.2,75.3,0,61.233,143.233,71.95,99.117,186.067,236.917,82.867,221.9,76.8,88.833,162.7,146.017,79.717,177.133,120.633,198.367,101.65,193.75,197.05,128.617,120.6,173.4,222.983,123.633,74.55,169.683,179.167,136.5,137.767,189.917,133.6,224.95,201.517,45.283,109.883,187.767,170.233,207.733,201.85,136.733,203.483,103,67.95,169.55,34.8,156.383,194.583,45.033,155.733,88.983,82.95,201.333,209.483,148.133,216.433,217.167,145.6,153.083,101.3,197.75,133.383,63.4,246.967,175.117,142.75,110.583,126.217,171.933,122.517,115.067,62.633,194.7,40.283,73.333,188.5,222.333,134.983,227.117,47.05,227.35,212.6,80.533,65.783,159.517,129.783,241.75,148.117,54.25,100.233,136.85,195.183
"Cloud",86.617,130.85,160.8,149.133,128.633,150.617,174.683,25.517,98.083,103.283,132.917,124.583,80.367,59.067,0,103.783,114.6,45.767,128.967,258.467,97.867,180.717,119.45,131.483,121.533,167.567,115.1,219.783,147.267,141.267,109.017,215.3,218.6,135.983,163.25,133.95,244.533,76,64.783,191.233,219.533,179.167,145.133,148.75,155.15,265.317,244.167,56.967,104.667,130.65,130.783,166.567,242.217,159.167,225.033,102.25,61.75,181.283,60.617,183.017,155.133,81.817,98.633,71.55,104.5,188.6,152.383,186.75,237.983,168.233,167.15,113.633,143.95,219.3,140.75,90.033,268.517,133.95,164.3,132.133,133.433,193.483,161.117,136.617,84.183,155.25,33.9,115.983,149.05,243.883,142.367,248.667,89.7,267.717,244.083,45.817,101.167,181.067,137.15,263.3,170.567,16.95,121.283,89.233,154.017
"Coffey",59.15,51.767,118.35,108.317,191.183,83.517,129.2,85.65,163.35,119.883,105.133,189.383,104.617,144.183,106.167,0,180.317,135.617,94.333,321.017,129.733,138.283,206.883,220.35,53.4,230.117,180.583,308.65,244.033,106.75,111.483,277.85,281.15,124.733,244.117,57.917,307.083,52.783,160.417,253.767,310.683,260.017,133.883,106.3,217.683,356.467,334.883,153.733,200.3,102.017,65.817,109.267,333.35,171.383,287.583,119.483,87.95,158.767,123.517,279.783,88.217,147.067,77.133,165.633,167.033,143.117,123.75,252,300.517,98.417,229.683,46.7,224.817,281.85,112.4,186.8,331.067,89.267,227.867,190.05,131.55,256.017,226.383,199.167,146.733,79.517,126.183,203.433,82.133,306.433,131.117,311.217,178.567,358.867,340.867,139.9,166.15,243.6,94.133,325.833,175.667,113.717,183.833,24.15,90
"Comanche",161.1,206,215.433,260.617,80.15,248.283,221.233,121.717,20.383,212,244.4,31.533,106.417,72.317,115.617,178.933,0,153.5,240.45,186.883,95.933,235.35,30.833,68.85,181.533,95.967,44.2,137.55,112.033,252.75,114.733,143.717,147.017,141.683,69.817,209.1,171.833,172.217,112.9,128.9,158.967,85.717,150.833,203.383,126.967,204.75,160.583,83.633,114.867,242.133,205.95,224.533,181.633,149.8,152.75,116.083,99.083,182.633,59.133,146.517,230.3,33.3,210.117,139.933,76.967,214.4,263.867,83.983,166.383,260.1,102.1,188.783,50.517,146.583,146.467,57.933,196.917,191.9,156.15,123.983,139.3,121.883,58.367,64.467,79.9,230.417,98.95,26.483,213.317,172.3,148.067,177.083,30.567,207.15,192.4,132.1,42.933,109.467,142.867,191.7,161.2,108.617,49.417,185.433,211.967
"Cowley",121,159.617,195.183,169.933,167.633,171.417,209.067,53.367,137.083,59.95,145.867,163.583,114.433,95.15,45.2,135.317,150.683,0,149.767,297.467,136.867,215.117,155.533,167.567,155.933,206.567,154.1,255.817,178.267,162.05,142.767,254.3,257.6,169.733,199.333,165.767,283.533,99.433,64.567,230.233,250.533,215.25,178.883,183.15,194.15,296.317,280.2,87.95,103.333,129.033,165.183,200.967,273.2,198.167,264.033,136,95.5,215.017,99.617,205.117,189.533,120.817,91.9,59.833,143.5,223,138.55,225.75,276.983,189.033,206.15,148.017,180.033,258.3,174.5,121.017,307.517,168.35,203.3,171.133,167.183,232.483,200.117,175.617,123.183,187.367,72.9,152.067,183.45,282.883,176.1,287.667,125.783,298.717,266.2,46.017,140.167,220.067,170.9,302.3,209.567,52.567,160.283,112.667,188.4
"Crawford",149.633,77.217,162.517,24.033,253.3,37.467,191.383,122.45,222.75,109.267,16.6,249.233,183.5,183.717,127.933,94.1,239.25,150.45,0,383.133,212.683,180.767,244.1,256.133,130.8,292.233,239.75,344.45,271.933,16.15,202.533,339.967,343.267,215.783,287.917,83.367,369.2,104.283,189.45,315.883,344.2,303.817,224.933,158.617,279.8,389.983,368.817,181.617,229.333,45.667,91.283,137.833,366.867,262.417,349.7,205.083,164.583,249.817,185.267,307.683,78.1,206.467,68.417,196.217,229.15,229.817,44.75,311.4,362.633,55.083,291.8,103.617,268.617,343.967,203.45,214.683,393.183,129.983,288.95,256.783,222.6,318.133,285.783,261.283,208.85,81.35,158.55,240.65,108.267,368.55,222.15,373.333,214.367,392.383,368.75,170.483,225.833,305.717,185.183,387.95,266.7,141.6,245.95,71.383,116.133
"Decatur",274.333,335.233,307.4,403.233,178.25,377.183,271.767,265.167,190.75,354.617,387.017,163.167,238.733,235.733,258.233,320.45,186,296.117,383.067,0,198.917,310.15,186.117,178.2,284.5,97.717,161.2,142.55,178.217,395.367,217.7,68.467,66.117,237.367,155.467,337.967,90.667,315.667,281.867,94.567,168.7,141.7,227.95,306.35,138.117,200.35,156.783,252.6,276.167,384.75,331.833,332.2,184.817,196.55,68.95,219.05,240.6,206.9,210.183,187.85,346.333,196.267,352.733,308.717,179.95,252.683,406.483,116.667,38.083,376.15,121.767,311.05,171.05,67.433,249.433,219.233,30.983,294.883,163.2,178.55,226.867,93.683,133.433,129.833,182.867,352.383,242.783,187.783,316.3,20.917,232.383,37.4,207.133,200.183,208.283,283.967,175.167,84.333,245.833,98.283,184.517,251.233,145.317,328.883,314.95
"Dickinson",84.283,144.917,128.083,211.667,70.6,186.867,133.883,94.4,94.367,188.983,218.617,84.45,41.55,84.117,98.55,129.033,98.25,136.433,214.683,200.433,0,148.017,119.683,151.95,94.2,109.533,57.383,220.55,193.417,210.117,27.383,157.267,160.567,54.35,152.817,147.65,186.833,135.45,136.333,133.533,242.083,168.717,63.5,116.033,97.45,287.867,243.583,118.067,176.217,216.367,141.517,137.183,264.75,61.917,167.333,28.733,53.483,94.75,58.567,229.633,156.033,82.117,184.333,146.383,46.467,127.067,238.083,160.267,179.95,185.833,109.117,120.733,133.517,161.6,59.117,136.167,210.483,104.567,106.6,74.417,51.95,135.45,123.467,78.583,28.533,162.067,83.1,115.333,125.983,185.85,60.717,190.633,119.833,290.267,275.5,124.283,68.167,123.033,55.517,205.267,73.317,91.567,63.25,150.733,124.633
"Doniphan",115.083,135.85,21.4,170.05,211.117,145.25,44.933,169.883,234.9,249.583,190.367,224.983,179.85,223.083,182.683,140.783,238.767,219.35,180.067,310.2,149.983,0,260.217,292.483,105.933,250.05,197.9,361.067,320.55,168.483,131.75,297.8,290.817,140.5,293.333,126.95,269.217,164.783,236.933,234.767,382.6,309.25,130.683,50.983,192.95,428.383,384.1,230.25,276.8,220.733,126.817,46.6,405.267,138.383,262.367,139.733,166.85,103.75,199.083,356.3,114.4,222.633,215.45,242.15,186.983,83.1,219.817,300.8,276.317,144.217,237.65,111.667,274.033,243.983,126.483,263.317,336.233,72.35,178.317,174.033,146.267,266.083,263.983,219.117,169.067,127,205.083,255.867,82.567,319.217,140.5,335.7,257.467,430.783,416.033,216.417,208.683,263.55,114.4,345.783,126.95,190.233,203.767,162.467,76.717
"Douglas",187.767,232.667,238.867,265.367,103.6,257.7,244.667,131.133,51.65,216.75,249.15,54.833,133.083,77.067,120.367,205.6,31.367,158.25,245.2,186.95,119.383,258.8,0,40.767,204.983,96.05,67.633,114.3,83.95,257.5,138.167,142.85,147.083,165.133,46.567,235.767,172.233,181.633,107.917,139.133,130.9,62.483,174.283,226.833,150.417,176.683,137.333,78.65,102.433,246.883,232.6,247.983,153.567,173.25,153.167,139.517,125.733,206.083,90.417,118.45,256.95,64.567,214.867,135,100.417,237.85,268.617,79,166.45,275.167,112.317,215.45,27.267,147,169.917,45.5,197,215.35,179.6,147.433,162.75,122.3,52.933,63.1,103.35,257.067,103.7,9.833,236.767,172.367,171.517,177.15,33.4,179.083,164.317,134.617,65.8,109.533,166.3,191.767,184.65,113.367,72.867,194.85,235.417
"Edwards",201.217,246.117,268.483,277.767,133.217,270.1,274.283,143.55,81.267,229.15,261.55,84.383,154.65,89.467,132.767,219.05,67.333,170.65,257.6,178.933,149,288.417,39.233,0,234.6,88.033,97.25,90.567,45.667,269.9,167.783,134.833,139.067,194.75,38.983,249.217,164.217,194.033,121.783,148.917,92.6,49.117,203.9,256.433,180.017,138.383,114.933,92.5,108.583,259.3,246.05,277.583,115.267,202.867,145.15,169.133,147.3,235.683,114.15,80.15,270.4,94.183,227.267,142.933,130.033,267.467,281.017,70.983,158.433,287.567,141.2,228.883,34.1,138.983,199.517,59.367,188.983,244.967,209.217,177.05,192.35,114.283,44.917,91.983,132.95,270.517,116.1,45.8,264.317,164.35,201.117,169.133,47.317,140.783,126.033,148.467,95.417,101.517,195.917,183.75,214.25,125.783,102.483,207.25,265.033
"Elk",52.167,55.917,82.617,128.583,155.15,103.8,93.467,109.917,179.6,172.5,145.533,169,120.117,160.433,122.717,55.083,182.783,159.4,129.083,284.983,94,102.55,204.233,236.6,0,194.083,141.917,305.1,260.6,127.033,75.767,241.817,245.117,89.017,237.367,58.65,271.383,96,176.967,218.067,326.933,253.267,98.167,70.583,181.983,372.717,328.133,170.283,216.85,147.1,52.517,85.583,349.6,135.65,251.867,83.75,104.2,123.05,139.767,296.35,72.95,163.317,129.75,182.183,131,107.383,168.817,244.817,264.483,102.75,193.65,31.717,218.067,246.133,76.683,203.35,295.033,52.967,192.133,154.333,95.833,219.983,208,163.133,113.083,73.067,142.433,199.883,63.05,270.4,95.383,275.183,194.817,375.117,357.417,156.45,152.7,207.567,58.417,289.8,139.933,130.267,147.8,76.767,70.917
"Ellis",182.717,243.617,226.783,311.617,86.633,285.583,232.583,173.567,99.133,263,295.4,71.55,147.117,144.117,166.617,228.85,94.4,204.517,291.45,98.1,107.3,246.717,94.517,86.583,192.9,0,69.583,132.583,117,303.75,126.083,54.933,58.233,153.05,82.983,246.367,105.1,224.05,190.25,89.8,159.783,80.5,162.2,214.75,133.45,206.983,155.617,160.983,184.55,293.15,240.233,235.9,183.667,161.167,76.467,127.433,148.983,194,118.567,151.933,254.733,104.65,261.117,217.117,88.333,225.767,314.867,55.467,77.6,284.533,87.6,219.433,79.433,79.867,157.833,127.617,108.15,203.267,170.983,135.35,150.667,55.167,41.817,38.217,91.267,260.767,151.183,96.183,224.683,83.517,159.433,88.3,115.517,209.383,197.8,192.35,83.55,20.683,154.217,102.917,172.567,159.633,53.717,237.283,223.333
"Ellsworth",131.65,192.55,175.733,263.1,36.85,234.517,181.517,125.033,40.167,214.483,246.883,30.683,96.05,80.067,118.1,180.317,44.467,155.983,242.933,162.267,56.233,195.65,65.917,98.183,141.833,71.367,0,166.783,141.367,255.233,75.017,119.1,122.4,101.983,99.05,195.3,147.217,175.533,120.65,97.75,188.317,114.95,111.133,163.683,83.667,234.1,189.817,91.383,149.95,244.617,189.167,184.833,210.983,110.1,128.15,76.383,100.467,142.933,60.9,175.867,203.667,35.05,212.6,147.683,37.267,174.7,266.35,106.5,141.767,233.467,70.95,168.367,79.75,121.983,106.767,93.017,172.317,152.2,116.45,84.283,99.6,97.267,69.683,40.417,40.2,209.7,102.65,61.567,173.617,147.683,108.367,152.467,80.917,236.483,221.733,139.85,13.967,84.85,103.15,167.083,121.5,111.117,21.167,188.75,172.267
"Finney",289.383,334.283,338.867,365.95,203.6,358.283,344.667,231.717,151.65,314.95,349.717,154.767,237.7,177.65,220.95,307.217,137.033,256.467,345.783,143.4,219.383,358.8,113.95,91.433,304.983,131.367,167.633,0,77.2,358.067,238.167,83.633,156.567,265.133,67.433,337.383,220.033,282.2,196.4,207.383,32.833,54.1,274.283,326.833,250.417,81.25,31.1,168.733,183.133,347.467,334.233,347.983,58.15,273.25,174.817,239.517,230.35,306.083,190.417,71.317,358.583,164.567,315.45,217.483,200.417,337.85,369.2,77.533,167.467,375.75,206.417,317.067,98.867,196.817,269.917,134.45,137.1,315.35,279.6,247.433,262.75,173.983,109.95,161.05,203.35,358.683,204.267,120.517,336.767,123.717,271.517,116.483,135.5,83.65,72.417,224.7,165.8,117.25,266.3,123.633,284.65,212.217,172.867,295.433,335.417
"Ford",225.117,269.35,299.3,292.217,175.65,290.567,313.183,164.017,123.7,237.733,276,126.833,185.5,120.317,147.217,242.283,109.783,179.25,272.05,178.833,191.433,319.217,81.683,44.35,260.033,114.717,139.7,77.55,0,284.35,210.233,125.8,139.917,237.183,51.033,272.45,206.667,214.5,119.183,191.35,72.267,35.85,246.333,287.25,222.467,118.05,101.917,91.517,105.917,273.733,269.3,305.067,94.933,245.3,158.15,211.583,178.15,278.133,145,47.317,293.633,136.617,241.717,140.283,172.483,309.9,295.467,60.883,159.283,308.033,183.65,252.133,76.55,181.417,241.967,57.233,188.883,272.45,251.667,219.483,234.8,156.717,87.367,134.417,172.833,293.75,146.95,88.25,287.567,164.25,243.567,169.033,88.917,120.433,105.683,147.483,137.85,100.6,238.367,183.667,256.7,135,144.917,227.733,292.517
"Franklin",161.217,80.85,150.833,10.9,265.1,25.767,179.683,134.267,234.55,121.083,25.433,261.05,195.317,195.533,139.75,105.9,251.067,162.267,16.167,394.933,211.333,169.067,255.917,267.95,129.483,304.033,251.567,356.267,283.733,0,193.083,351.767,355.083,206.333,299.717,87.017,381.017,116.083,201.267,327.7,356.017,315.633,215.483,146.933,291.617,401.8,380.633,193.433,241.133,56.75,93.267,126.133,378.683,252.983,361.5,201.083,176.383,238.5,197.083,319.483,66.417,218.283,80.217,208.017,240.967,217.867,55.833,323.217,374.45,43.4,303.617,107.25,280.417,355.767,194,226.5,404.983,118.3,300.767,268.6,213.15,329.95,297.583,273.1,220.667,69.667,170.367,252.467,96.583,380.367,212.717,385.15,226.167,404.183,380.567,182.283,237.633,317.533,175.75,399.767,257.267,153.417,257.75,83.2,104.45
"Geary",66.05,126.95,110.117,193.7,87.767,168.9,115.917,93.933,111.533,188.533,213.733,101.617,56.5,101.283,111.283,111.067,115.417,144.567,200.117,217.6,26.617,130.05,136.85,169.117,76.217,126.7,74.55,237.717,210.583,192.133,0,174.433,177.733,36.383,169.983,129.683,202.3,126.533,157.167,149,259.25,185.883,43.55,98.067,112.917,305.033,260.75,135.233,197.033,210.633,123.55,119.217,281.917,63.633,182.8,16.383,58.65,79.683,75.733,246.8,138.05,99.283,183.883,167.2,62.767,109.1,232.35,177.433,197.117,167.867,126.283,102.767,150.683,177.067,41.15,153.333,227.65,86.6,122.067,81.017,30.9,152.617,140.633,95.75,45.7,144.1,103.933,132.5,108.017,203.017,40.767,207.8,137,307.433,292.667,145.1,85.333,140.2,37.55,222.433,75.017,112.383,80.417,132.75,106.667
"Gove",230.267,291.167,274.35,359.183,134.183,333.133,280.133,221.117,146.683,310.55,342.95,119.1,194.667,191.667,214.167,276.4,141.95,252.067,339.017,68.55,154.85,294.267,142.067,134.133,240.45,53.65,117.133,84.1,126.167,351.3,173.633,0,78.317,200.6,103.35,293.917,138.933,271.6,237.8,125.65,111.3,89.583,209.75,262.3,178.333,158.583,107.233,208.533,232.1,340.7,287.783,283.45,135.267,208.717,93.083,175,196.533,241.55,166.133,120.017,302.283,152.2,308.667,264.667,135.883,273.317,362.417,65.1,86.35,332.083,128.217,266.983,126.983,115.983,205.383,175.183,75.667,250.817,207.1,182.9,198.217,95.783,89.367,85.767,138.817,308.317,198.733,143.733,272.233,53.983,206.983,55.817,163.067,160.983,150.883,239.9,131.117,40.267,201.767,70.433,220.117,207.183,101.267,284.833,270.883
