"","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
"Crittenden",156.267,158.533,196.3,88.35,166.1,187.767,158.717,85.133,130.233,41.633,101.2,63.95,119.75,41.317,94.95,28.133,27.567,266.133,31.883,81.833,45.067,123.617,161.317,216.8,83.35,228.45,286.55,0,214.7,174.583,167.917,138.017,173.95,62.4,216.833,123.683,186.433,279.85,33.117,137.433,140.317,262.95,124.267,154.8,148.417,147.617,255.633,199.117,53.433,138.883,185.817,184.767,299.717,203.883,119.75,77.317,73.7,153.9,22.867,173.683,142.267,130.533,113.167,165.167,163.217,196.717,195.3,113.067,147.55,102.517,202.817,224.3,73.817,130.467,239.867,259.55,161.767,20.433,257.333,155.9,195.967,120.317,103.3,183.7,176.817,157.333,232.367,35.667,189.767,187.983,81.833,171.317,65.783,30.817,176.283,51.183,161.45,183.5,81.583,126.983,75.767,245.2,100.717,151.1,295.383,80.733,118.3,96.6,137.7,221.767,239.883,143.55,20.783,158.817,79.467,153.267,102.783,136.033,100.267,66.4
"Cumberland",310.867,98.317,284.217,211.233,219.733,50.2,63.467,145.933,161.083,216.55,177.417,236.167,94.067,202.933,238.2,235.65,234.983,387.017,236.417,196.95,253.05,197.8,285.417,320.35,218.867,351.933,405.933,211.217,0,312.65,252.383,157.867,86.117,176.983,45.7,165.467,263.6,399.217,238.2,97.717,187.383,382.333,178.467,253.833,199.1,302.233,379.883,29.817,197.883,248.85,334.6,320.133,419.083,323.267,94.067,230.3,196.567,94.383,231.2,64.583,84.867,121.017,117.667,147.667,280.8,227.567,45.5,214.45,109.017,130.317,279.983,343.683,159.333,124.833,359.25,378.933,91.55,202.667,376.7,145.3,324.217,268.733,153.15,303.067,207.65,237.033,340.2,215.817,309.933,307.367,196.95,290.233,251.733,198.617,82.15,237.117,56.683,75.917,134.067,166.467,213.9,359.8,164.417,192.317,414.767,210.017,107.217,224.85,217.483,298.933,347.717,174.4,225.317,89.867,221.583,184.117,257.383,113.483,115.317,189.267
"Daviess",30.667,271.667,65.167,130.35,98.833,289.533,245.75,196.267,164.3,205.617,153.55,220.95,232.883,197.217,105.417,194.65,194.083,137.133,185.4,202.283,144.15,236.75,54.683,87.567,121.75,72.367,157.533,171.017,312.483,0,78.133,251.133,287.083,161.817,318.617,169.15,83.35,150.833,157.267,222.783,253.45,133.933,237.4,120.083,260.1,31.883,126.633,286.15,192.167,98.567,34.167,20.233,170.7,61.033,232.883,102.1,161.217,267.033,189.383,276.15,229.3,215.883,198.533,278.3,64.167,141.067,297.083,256.917,232.917,203.85,80.967,95.283,184.95,243.6,95.533,130.533,274.9,184.4,128.317,191.483,31.45,90.517,216.433,52.583,111.25,117.017,103.133,199.65,60.067,55.117,202.283,31.983,138.5,186.333,289.417,124.333,262.6,296.633,194.717,166.983,221.217,116.183,213.85,264.233,166.367,128.667,231.433,130.05,127.983,101,110.65,159.25,174.05,245.85,228.9,185.083,93.4,223.067,213.4,142.533
"Edmonson",95.067,244.617,63.767,104.867,39,229.717,185.917,147.067,104.483,182.65,128.067,206.7,206.383,173.483,79.95,189.567,189.017,152.067,180.317,176.8,139.067,210.25,38.417,102.733,101.167,118.483,172.483,165.95,252.65,79.2,0,224.633,232.217,136.333,258.783,109.333,47.383,165.783,152.2,162.95,226.95,148.883,210.9,64.833,233.6,86.667,141.567,226.317,168.433,39.517,101.15,86.683,185.65,89.817,206.383,96.417,135.733,230.5,184.3,216.317,169.467,156.067,138.7,251.8,28.4,81.233,237.25,230.417,173.083,144.033,63.767,110.233,159.467,217.1,125.8,145.483,237.85,167.8,143.267,131.667,90.767,95.967,189.933,69.633,51.433,53.917,118.3,180.95,75.7,73.917,176.8,56.783,133.417,163.767,263.9,119.267,202.783,271.1,168.217,107.167,195.733,131.133,187.35,237.733,181.317,112.7,204.933,104.567,86.117,82.717,125.817,99.433,168.967,186.017,203.417,125.25,121.667,163.233,186.9,117.05
"Elliott",236.333,74.233,252.983,136.683,222.783,117.75,183.417,125.317,170.417,137.483,147.667,118.2,66.617,123.883,163.65,144.933,157.3,322.833,160.233,94.65,178.517,48.867,218,273.5,144.333,289.25,343.233,136.683,161.567,250.417,224.6,0,89.133,102.45,134.767,163.85,243.117,336.533,163.667,141.733,45.7,319.633,29.25,212.483,56.9,227.7,312.333,170.083,118.833,195.567,265.883,257.9,356.4,260.567,66.617,155.767,122.033,100.767,161.133,101.133,176.167,146.4,148.033,57.267,219.9,236.9,134.017,65.517,153.017,142.7,259.5,280.983,113.867,55.033,296.55,316.233,77.467,128.117,314.017,196.067,261.983,194.2,60.1,240.383,216.983,216.25,289.05,145.117,246.45,244.667,94.65,228,177.2,124.083,91.983,162.583,108.317,99.183,73.583,167.167,106.783,301.883,38.517,61.017,352.067,135.483,52.05,150.3,186.033,278.45,296.567,183.733,150.783,192.717,99.467,193.45,182.85,175.6,56.867,114.733
"Estill",272.233,21.733,262.767,172.583,198.283,38.333,117.967,128.017,139.633,177.917,159.5,188.817,68.95,164.3,199.55,197,196.35,358.717,197.767,158.317,214.417,121.233,253.9,298.917,180.217,325.133,379.133,172.583,86.667,286.317,230.95,89.567,0,138.35,45.633,144.017,242.167,372.433,199.567,76.283,110.817,355.533,101.883,232.4,122.533,263.583,348.233,104.633,159.25,227.4,301.783,293.8,392.3,296.467,68.95,191.667,157.933,69.267,192.55,21.717,110.717,99.567,96.233,71.1,255.8,206.117,54.617,137.867,87.567,112.383,258.533,316.883,143.517,49.467,332.45,352.133,14.983,164.017,349.917,152.917,297.883,230.1,101.483,276.283,186.2,215.6,318.767,177.167,282.35,280.567,158.317,263.9,213.1,159.983,41.033,198.483,43.517,48.233,95.417,145.033,177.4,338.367,110.067,115.733,387.967,171.383,74.583,186.2,196.033,277.5,326.283,152.95,186.667,127.267,170.083,162.667,218.75,124.867,79.55,150.617
"Fayette",160.333,122.55,165.467,49.167,135.267,151.783,116.35,42.75,87.867,66.967,53.167,90.717,83.767,57.483,87.65,85.017,84.45,235.3,85.867,57.45,102.517,87.633,130.483,185.967,68.317,201.717,255.717,60.683,178.717,162.883,137.083,102.033,137.967,0,180.85,81.3,155.6,249.017,87.65,95.05,104.333,232.117,88.283,124.967,110.983,151.683,224.8,156.733,52.433,108.05,184.85,170.383,268.883,173.05,83.767,79.767,29.1,117.917,80.65,137.7,99.883,88.167,70.8,129.183,132.383,154.35,159.317,107.8,105.183,60.15,171.983,193.467,31.433,94.483,209.033,228.717,125.783,52.117,226.5,113.517,174.45,118.2,67.317,152.867,134.433,128.717,201.533,65.267,158.933,157.15,57.45,140.483,101.183,48.083,140.3,86.583,125.467,147.517,45.6,84.617,76.383,214.367,64.733,115.117,264.55,59.483,82.317,72.417,98.517,190.933,209.05,101.183,74.767,116.45,84.05,110.9,106.85,93.65,64.283,27.2
"Fleming",313.533,67.05,291.583,213.883,227.1,30.05,106.217,156.817,168.45,219.217,188.3,233.683,96.733,205.6,240.85,238.3,237.65,394.383,239.067,199.617,255.717,166.1,292.783,327.717,221.517,359.3,413.3,213.883,46.567,320.017,259.75,134.433,44.867,179.65,0,172.817,270.967,406.583,240.867,105.083,155.683,389.683,146.767,261.2,167.4,304.883,387.233,72.567,200.55,256.2,341.967,327.5,426.45,330.617,96.733,232.967,199.233,97.033,233.85,46.033,127.617,128.367,125.033,115.967,288.167,234.933,41.533,182.75,116.383,141.2,287.35,351.05,170.217,94.333,366.617,386.3,60.283,205.317,384.067,181.717,331.583,271.4,146.367,310.433,215.017,244.4,347.567,218.467,317.3,314.717,199.617,297.6,254.4,201.283,53.35,239.783,59.333,47.117,136.717,173.833,222.267,367.167,154.933,160.617,422.117,212.683,109.883,227.5,224.85,306.3,355.083,181.767,227.967,132.617,214.967,191.467,260.05,153.683,117.967,191.917
"Floyd",185.7,159.783,140.517,90.033,76.033,144.883,103.217,48.55,23.867,129.55,44.983,154.767,144.933,121.55,127.483,147.583,147.033,243.317,148.45,121.583,161.583,149.283,141.733,176.667,126.217,208.233,262.233,123.267,167.817,168.95,108.7,163.667,147.383,82.817,173.95,0,119.9,255.533,150.233,78.133,165.983,238.633,149.933,110.15,172.633,193.533,236.183,143.617,116.5,105.15,190.9,176.45,275.4,179.567,144.933,137.65,68.5,146.067,143.233,131.5,86.767,71.233,53.867,190.833,137.1,83.867,152.417,169.45,88.25,45.55,136.283,199.983,63.8,156.133,215.55,235.233,153.033,114.7,233.017,52.467,180.517,158.85,128.967,159.383,63.95,93.35,196.517,127.85,166.25,163.667,121.583,146.533,159.083,110.667,179.067,144.467,117.95,186.283,107.25,6.883,140.517,216.117,126.383,176.767,271.067,117.367,143.967,115.333,73.783,155.25,204.033,32.383,137.35,103.317,148.183,51.283,164.75,80.533,125.933,89.617
"Franklin",103.533,256.933,39.733,123.833,51.333,242.033,198.25,159.383,116.8,201.617,147.033,225.667,225.35,192.45,98.917,208.533,207.983,133.9,199.283,195.767,158.033,229.217,59.567,67.25,120.133,125.983,167.283,184.917,264.983,86.783,48.283,243.6,244.55,155.3,271.117,121.65,0,160.567,171.167,175.283,245.917,143.683,229.867,83.717,252.567,104.75,126.767,238.65,187.4,58.4,108.733,94.283,180.433,97.3,225.35,115.383,154.7,242.817,203.267,228.65,181.8,168.383,151.033,270.767,68.15,93.567,249.583,249.383,185.417,156.35,27.7,107.867,174.183,236.067,133.617,141.983,250.183,186.767,138.05,143.983,98.35,117.417,208.9,76.65,63.75,73.033,87.1,199.917,74.717,80.217,195.767,64.367,152.383,182.733,276.233,138.233,215.1,283.433,187.183,119.483,214.7,106.7,206.317,256.7,176.1,131.667,223.9,123.533,105.233,45.833,94.617,111.75,187.933,198.35,222.383,137.583,143.15,175.567,205.867,136.017
"Fulton",170.367,358.15,147.55,217.867,186.833,377.55,333.75,283.767,252.3,295.633,241.05,319.683,319.367,286.467,192.933,302.55,302,43.967,293.317,289.783,252.05,323.233,142.683,97.55,214.15,105.883,20.6,278.933,400.483,149.467,166.133,337.617,373.567,249.317,406.617,257.15,161.1,0,265.183,310.783,339.933,25.667,323.883,207.6,346.583,171.583,46.317,374.15,281.417,186.067,129.533,135.017,26.633,100.95,319.367,209.4,248.717,353.517,297.3,364.15,317.3,303.9,286.533,364.783,152.167,229.067,385.083,343.4,320.917,291.867,134.55,61.117,272.45,330.083,86.633,59.633,361.383,280.783,52.333,279.5,122.5,206.633,302.917,111.15,199.267,204.517,79.067,293.933,108.933,115.633,289.783,131.2,246.4,276.75,375.9,232.25,350.6,383.117,281.2,255,308.717,81.05,300.333,350.717,29.433,225.683,317.917,217.55,215.483,120,79.917,247.267,281.95,333.85,316.4,273.083,228.667,311.067,299.883,230.033
"Gallatin",141.683,183.767,181.717,99.383,151.517,213,183.95,110.367,155.483,66.867,123.25,82.4,144.983,66.567,80.367,56.1,55.55,251.55,46.867,107.083,25.5,148.85,146.733,202.217,68.783,213.867,271.967,32.483,239.933,160,153.333,163.25,199.2,87.65,242.083,148.917,171.85,265.267,0,162.667,165.567,248.367,149.5,140.217,166.883,133.05,241.067,224.35,78.667,124.3,171.233,170.183,285.133,189.3,144.983,62.733,98.933,179.133,50.85,198.917,167.5,155.767,138.4,190.4,148.633,193.633,220.55,131.517,172.8,127.75,188.233,209.717,99.05,155.7,225.283,244.967,187,45.667,242.75,181.133,181.4,105.733,128.533,169.117,163.817,142.767,217.783,60.9,175.183,173.4,107.083,156.733,51.2,56.05,201.533,36.6,186.683,208.733,106.817,152.217,103.75,230.617,125.95,178.717,280.8,66.15,143.55,82.017,146.5,207.183,225.3,168.8,26.217,184.05,97.917,178.5,88.2,161.267,125.5,81.667
"Garrard",232.3,89.017,194.55,132.65,130.067,74.117,47.133,59.8,71.417,138.95,91.283,164.15,76.3,130.933,159.617,156.983,156.417,297.35,157.833,130.967,174.483,158.667,195.767,230.7,140.283,262.267,316.267,132.65,97.05,222.983,162.733,140.083,76.617,92.2,103.183,75.8,173.933,309.567,159.633,0,178.1,292.667,159.317,164.183,182.033,223.65,290.217,79.45,125.883,159.183,244.933,230.483,329.433,233.6,76.3,151.733,111.967,74.2,152.617,60.733,34.917,28.683,28.017,138.367,191.133,137.9,81.65,178.85,13.383,44.167,190.317,254.017,73.2,115.55,269.583,289.267,82.267,124.083,287.05,84.7,234.55,190.167,124.6,213.417,117.983,147.383,250.55,137.233,220.283,217.7,130.967,200.567,173.167,120.05,108.3,158.55,47.183,115.517,101.7,76.817,149.9,270.15,135.767,183.017,325.1,131.45,89.433,146.267,127.817,209.283,258.067,84.733,146.733,51.483,157.583,94.45,178.817,56.65,95.283,110.683
"Grant",238.733,94.85,255.4,139.1,225.183,138.367,201.3,127.717,172.817,139.9,150.083,107.783,112.617,126.283,166.067,134.533,146.883,325.233,149.817,97.05,180.917,37.7,220.4,275.9,146.733,291.65,345.65,139.083,186.517,252.817,227,46.133,109.75,104.85,155.4,166.267,245.517,338.933,166.067,176.317,0,322.033,19.117,214.9,33.833,230.1,314.733,204.667,121.233,197.967,268.3,260.3,358.8,262.967,112.617,158.167,124.433,146.767,150.717,121.75,184.85,173.117,155.75,47.883,222.3,239.3,154.65,54.35,187.6,145.1,261.9,283.4,116.283,94.517,298.967,318.65,98.083,130.533,316.417,198.483,264.383,196.6,81.1,242.783,219.4,218.65,291.45,151.717,248.867,247.067,97.05,230.4,179.6,126.483,112.6,164.983,143.55,119.817,98.5,169.567,110.55,304.283,54.867,36.433,354.467,137.883,98.067,152.717,188.433,280.867,298.967,186.133,158.817,201.4,89.067,195.85,185.25,178.617,102.867,117.133
"Graves",152.567,340.35,129.75,200.05,169.033,359.733,315.95,265.967,234.5,277.833,223.233,301.883,301.55,268.667,175.117,284.75,284.183,30.067,275.5,271.983,234.25,305.433,124.883,79.75,196.35,88.083,30.833,261.117,382.667,131.65,148.333,319.817,355.767,231.517,388.817,239.35,143.3,25.25,247.383,292.983,322.133,0,306.067,189.783,328.783,153.783,28.233,356.333,263.617,168.267,111.733,117.217,45.117,83.15,301.55,191.583,230.917,335.717,279.483,346.35,299.483,286.083,268.717,346.967,134.367,211.25,367.267,325.6,303.117,274.05,116.75,43.3,254.65,312.283,68.833,41.833,343.583,262.983,33.117,261.683,104.683,188.833,285.117,93.333,181.45,186.717,61.267,276.133,91.133,97.833,271.983,113.4,228.6,258.933,358.1,214.45,332.8,365.3,263.4,237.183,290.917,63.25,282.517,332.917,39.667,207.883,300.117,199.75,197.683,102.2,64.35,229.45,264.15,316.05,298.583,255.283,210.85,293.25,282.067,212.233
"Grayson",223.983,84.067,240.65,124.35,210.45,127.583,186.567,112.967,158.083,125.15,135.333,91.7,94.617,111.533,151.317,118.433,130.8,310.483,133.733,82.3,166.183,21.617,205.667,261.15,131.983,276.9,330.9,124.35,175.733,238.067,212.267,28.133,98.967,90.117,144.6,151.517,230.783,324.2,151.317,165.533,18,307.3,0,200.15,29.633,215.35,299.983,193.867,106.483,183.233,253.55,245.567,344.067,248.233,94.617,143.433,109.7,128.767,134.633,110.967,170.1,158.367,141.017,47.833,207.567,224.567,143.867,38.267,176.817,130.35,247.167,268.65,101.533,83.733,284.217,303.9,87.3,115.783,301.683,183.733,249.633,181.867,66.35,228.05,204.65,203.9,276.717,135.617,234.117,232.333,82.3,215.667,164.85,111.75,101.817,150.25,132.767,109.017,83.75,154.817,95.8,289.55,40.117,33.767,339.733,123.133,80.05,137.967,173.7,266.117,284.233,171.4,142.733,186.65,72.967,181.117,170.517,163.867,84.867,102.383
"Green",126.117,231.95,103.433,91.65,49.333,229.833,186.05,147.183,104.6,169.433,100.867,193.483,193.167,160.267,65.433,175.067,174.5,194.017,165.817,163.583,124.567,197.033,89.2,139.583,86.65,160.433,214.433,151.433,252.767,121.6,64.3,211.417,232.333,123.117,258.9,109.45,82.817,207.733,137.683,163.083,213.733,190.833,197.683,0,220.383,117.7,183.517,226.433,155.217,27.333,143.55,129.1,227.6,131.767,193.167,81.9,122.517,230.617,169.8,216.45,169.583,156.183,138.817,238.583,91.1,94.017,237.367,217.2,173.2,144.15,99.2,152.183,146.25,203.883,167.75,187.433,235.183,154.583,185.217,131.783,133.167,83.033,176.717,111.583,61.9,26.367,159.417,167.733,117.65,115.867,163.583,99.183,118.9,150.55,249.7,104.75,202.9,256.917,155,107.283,182.517,173.083,174.133,224.517,223.267,98.183,191.717,91.35,46.667,118.167,166.95,99.55,154.45,186.15,190.2,132,108.75,163.35,173.683,103.833
"Greenup",245.417,107.4,262.083,145.783,231.883,150.917,208,134.4,179.517,143.283,156.767,93.667,124.367,132.967,172.75,120.417,132.767,331.917,135.7,104.85,178.617,36.517,227.1,282.583,153.417,298.333,352.333,149.05,199.067,259.5,233.7,57.9,122.3,111.55,167.933,172.95,252.217,345.633,166.667,188.85,34.683,328.733,30.55,221.583,0,236.783,321.417,217.2,128.683,204.667,274.983,267,365.5,269.667,124.367,164.867,131.133,158.533,136.6,134.3,191.533,179.8,162.45,59.533,229,246,167.183,38.75,200.15,151.783,268.6,290.083,122.967,107.05,305.65,325.333,110.633,137.217,323.117,205.167,271.067,203.3,87.783,249.483,226.083,225.333,298.15,137.6,255.55,253.767,104.85,237.1,186.283,133.183,125.15,171.683,156.083,132.35,105.183,176.25,103.15,310.983,61.55,15.517,361.167,144.567,109.817,159.4,195.133,287.55,305.667,192.833,144.7,208.083,74.933,202.55,191.95,185.3,114.633,123.817
"Hancock",9.65,246.667,87.85,126.95,121.517,275.9,246.85,173.267,190.25,180.617,150.133,195.95,207.883,172.217,94.15,169.65,169.1,160.1,160.4,179.45,119.15,211.75,72.1,110.75,96.767,98.45,180.5,146.017,302.833,35.6,86.9,226.15,262.1,150.55,304.983,191.8,106.033,173.8,132.283,225.567,228.467,156.9,212.4,118.283,235.117,0,149.6,287.25,167.167,100.667,60.233,45.783,193.667,87.117,207.883,77.1,157.8,242.033,164.383,261.817,230.4,218.667,201.3,253.3,71.583,163.75,283.45,231.933,235.7,190.65,103.65,118.25,161.95,218.6,121.617,153.5,249.9,159.417,151.283,217.433,57,59.75,191.433,76.55,133.933,119.133,126.317,174.65,84.033,76.35,179.45,53.217,113.5,161.333,264.433,99.35,249.583,271.633,169.717,192.933,198.333,139.15,188.85,239.233,189.333,103.683,206.45,110,124.567,118.717,133.833,185.2,149.05,246.95,206.067,207.767,68.417,224.167,188.4,132.333
"Hardin",145.433,333.217,117.5,192.917,163.633,354.333,310.55,258.833,229.1,270.7,216.1,294.75,294.417,261.533,167.983,277.617,277.05,16.683,268.367,264.85,227.117,298.283,117.75,60.75,189.217,80.95,53.35,253.983,377.267,124.517,141.2,312.683,348.633,224.383,383.417,233.95,125.15,46.65,240.233,287.583,315,29.15,298.933,182.65,321.65,146.65,0,350.933,256.483,161.117,104.6,110.083,66.517,76.017,294.417,184.45,223.767,328.583,272.35,340.95,294.083,280.683,263.317,339.833,127.233,205.85,361.867,318.467,297.717,268.65,98.6,36.167,247.517,305.15,61.7,29.567,336.45,255.85,41.6,256.283,97.55,181.7,277.983,86.2,176.05,179.583,40.85,269,84,90.7,264.85,106.267,221.467,251.8,350.967,207.3,327.4,358.167,256.25,231.783,283.783,52.267,275.383,325.783,62.183,200.75,292.983,192.617,190.55,84.05,37.583,224.05,257.017,310.65,291.45,249.883,203.717,287.85,274.933,205.1
"Harlan",295.383,116.3,258.35,195.733,193.867,74.25,40.417,122.883,135.217,202.033,154.367,227.25,103.567,194.017,222.7,220.067,219.5,361.15,220.933,194.05,237.567,208.417,259.55,294.483,203.383,326.067,380.067,195.733,28.333,286.783,226.517,167.367,103.9,155.283,69.75,139.583,237.733,373.35,222.717,80.45,205.367,356.45,196.45,227.967,217.083,286.75,354,0,188.967,222.967,308.733,294.267,393.217,297.383,103.567,214.817,175.05,103.883,215.717,88.017,61.817,103.733,94.4,165.65,254.933,201.7,69.85,227.3,91.733,107.267,254.117,317.817,136.283,142.817,333.383,353.067,109.533,187.183,350.833,122.25,298.35,253.25,162.65,277.2,181.783,211.167,314.333,200.333,284.067,281.483,194.05,264.367,236.25,183.133,106.2,221.633,74.467,99.967,143.567,140.6,212.983,333.933,173.917,210.3,388.883,194.533,116.717,209.367,191.617,273.067,321.85,148.533,209.833,66.817,220.667,158.233,241.9,90.433,124.817,173.783
"Harrison",177.067,144.067,197.333,81.033,167.133,173.3,151.2,77.617,122.717,25.117,93.883,38.267,105.267,11.5,104.4,40.433,51.067,267.167,76.683,30.133,90.767,106.133,162.333,217.833,85.067,233.583,287.583,51.117,200.217,194.75,168.95,120.533,159.483,52.35,202.367,116.167,187.45,280.867,78.1,129.9,122.833,263.983,106.783,156.833,129.55,168.433,256.667,191.6,0,139.917,206.633,202.25,300.733,204.9,105.267,96.5,66.367,139.433,53.417,159.2,134.75,123.017,105.65,147.683,164.25,189.2,180.833,94.2,140.033,95,203.833,225.333,66.3,116,240.9,260.583,147.3,39.05,258.35,148.367,206.317,134.933,85.817,184.717,169.283,160.583,233.383,32.4,190.8,189.017,30.133,172.333,111.483,38.567,161.817,96.867,146.983,169.017,67.117,119.467,31.15,246.217,83.233,133.617,296.4,76.217,103.833,91.05,130.367,222.8,240.917,136.033,65.217,151.3,55.683,145.75,123.6,128.517,85.783,59.067
"Hart",108.35,214.35,77.5,74.05,36.55,227.85,184.067,139.967,102.617,151.833,97.233,175.883,175.55,142.667,49.117,158.75,158.183,177.283,149.5,145.983,108.25,179.433,72.45,113.65,70.35,143.7,197.7,135.117,250.783,104.867,38.367,193.817,230.367,105.517,256.933,107.467,56.883,190.983,121.383,161.1,196.133,174.083,180.067,27.483,202.783,99.933,166.783,224.45,137.617,0,126.817,112.35,210.85,115.017,175.55,65.583,104.917,209.717,153.483,214.467,167.6,154.2,136.833,220.967,66.783,78.667,235.383,199.6,171.233,142.167,73.267,135.45,128.65,186.283,151.017,170.7,217.583,136.983,168.467,129.8,116.433,67.633,159.117,94.833,49.567,19.917,133.483,150.133,100.917,99.117,145.983,82.45,102.6,132.933,232.1,88.45,200.917,239.3,137.4,105.3,164.917,153.083,156.517,206.917,206.517,81.883,174.117,73.75,52.117,92.233,141,97.567,138.15,184.167,172.583,122.683,93.35,161.367,156.067,86.233
"Henderson",56.883,285.25,87.417,152.6,121.083,311.783,268,211.85,186.55,219.2,175.8,234.533,246.467,210.8,127.683,208.233,207.667,114.75,198.983,218.033,157.733,250.333,76.933,65.2,135.333,46.1,135.167,184.6,334.733,32.567,100.383,264.733,300.667,184.067,340.867,191.4,105.6,128.467,170.867,245.033,267.033,111.567,250.983,142.333,273.683,58.1,104.25,308.4,205.75,120.817,0,36.867,148.333,38.65,246.467,115.683,183.467,280.617,202.967,298.4,251.55,238.133,220.783,291.883,86.417,163.317,319.333,270.5,255.167,226.117,101.017,72.917,200.533,257.183,70.283,108.167,288.483,198,105.95,213.733,38.85,116.733,230.017,63.233,133.517,139.267,80.767,213.233,61.017,67.717,218.033,54.233,152.083,199.917,303,137.933,284.85,310.217,208.3,189.233,236.9,93.817,227.433,277.817,144,142.25,245.017,148.583,150.233,86.467,88.283,181.5,187.633,268.1,244.65,207.333,106.983,245.317,226.983,164.783
"Henry",42.517,278.533,73.05,138.233,106.717,297.433,253.633,204.15,172.183,217.467,161.433,232.8,239.75,206.85,113.317,206.5,205.933,121.1,197.25,210.167,156,243.617,62.567,71.55,133.6,59.267,141.517,182.867,320.367,19.833,86.017,258,293.95,169.7,326.5,177.033,91.233,134.8,169.133,230.667,260.317,117.917,244.267,127.967,266.967,43.733,110.6,294.033,201.8,106.45,38.25,0,154.667,45,239.75,113.95,169.1,273.9,201.233,284.033,237.183,223.783,206.417,285.167,72.05,148.95,304.967,263.783,240.8,211.75,88.85,79.267,192.833,250.467,86.567,114.517,281.767,196.267,112.283,199.383,12.767,102.367,223.3,43.5,119.15,124.9,87.1,211.5,50.683,52.233,210.167,36,150.35,197.133,296.283,136.2,270.483,303.5,201.583,174.883,229.1,100.15,220.717,271.1,150.333,140.517,238.3,137.933,135.867,91.6,94.617,167.15,185.9,253.733,236.783,192.967,105.25,230.95,220.267,150.417
"Hickman",189.133,376.917,166.317,236.617,205.6,396.3,352.517,302.517,271.067,314.4,259.8,338.45,338.117,305.217,211.683,321.317,320.75,65.667,312.067,308.533,270.817,341.983,161.45,116.317,232.917,124.65,24.867,297.683,419.233,168.217,184.9,356.383,392.333,268.083,425.367,275.917,179.85,26.167,283.933,329.55,358.7,44.417,342.633,226.35,365.35,190.35,65.083,392.9,300.183,204.817,148.3,153.783,0,119.7,338.117,228.15,267.467,372.267,316.05,382.917,336.05,322.65,305.283,383.533,170.917,247.817,403.833,362.167,339.667,310.617,153.317,79.867,291.2,348.833,105.4,78.4,380.133,299.533,71.083,298.25,141.25,225.4,321.683,129.9,218.017,223.283,97.817,312.7,127.683,134.383,308.533,149.967,265.167,295.5,394.667,251,369.367,401.867,299.95,273.75,327.467,99.817,319.083,369.467,27.667,244.45,336.683,236.317,234.25,138.75,98.667,266.017,300.717,352.6,335.15,291.833,247.417,329.817,318.633,248.8
"Hopkins",83.667,280.617,70.017,140.333,109.3,300.017,256.217,206.233,174.767,218.1,163.517,242.15,241.833,208.933,115.4,225.017,224.467,85.133,215.783,212.25,174.517,245.7,65.15,35.583,136.617,35.583,105.55,201.4,322.95,58.883,88.6,260.083,296.033,171.783,329.083,179.617,93.817,98.833,187.65,233.25,262.4,81.95,246.35,130.067,269.05,84.883,74.633,296.617,203.883,108.533,38.967,44.45,118.7,0,241.833,131.867,171.183,275.983,219.767,286.617,239.767,226.367,209,287.25,74.633,151.533,307.55,265.867,243.383,214.333,71.4,43.3,194.917,252.55,56.767,78.55,283.85,203.25,76.317,201.967,31.917,129.1,225.383,33.617,121.733,126.983,51.133,216.4,31.4,38.1,212.25,55.6,168.867,199.217,298.367,154.717,273.067,305.583,203.667,177.467,231.183,64.183,222.8,273.183,114.367,148.15,240.383,140.017,137.95,56.85,58.65,169.733,204.417,256.317,238.867,195.55,138.05,233.533,222.35,152.5
