"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Candler",199.414,502.138,425.877,413.939,48.852,46.715,31.042,229.785,109.298,414.502,219.436,278.317,313.96,158.69,434.283,347.205,264.051,311.952,180.013,607.129,0,171.075,232.42,547.483,483.279,96.946,132.784,129.258,52.2,385.495,97.407,474.342,324.64,442.815,421.875,216.339,410.951,155.233,78.861,311.649,288.198,359.714,83.887,83.887,306.189,297.626,40.758,413.584,399.692,485.514,385.475,103.565,273.363,216.339,121.884,128.841,106.131,181.033,183.909,92.118,98.889,186.969,575.173,248.134,455.619,48.466,49.343,153.07,11.316,153.822,168.581,231.479,100.658,251.367,132.625,214.367,384.368,163.956,85.999,386.16,23.52,300.094,27.952,529.413,331.957,442.373,304.243,367.585,128.349,153.538,463.51,451.027,319.269,217.754,100.738,246.454,180.963,508.77,164.689,421.875,187.701,54.57,497.984,384.55,137.848,264.768,413.939,217.137,297.848,137.303,250.467,85.999,466.45,177.415,189.595,399.691,324.444,453.993,97.407,351.026,228.878,91.983,399.248,464.622,442.545,291.553,89.456,150.22,321.533,238.042,129.766,405.176,247.774,345.996,232.159,448.435,375.514,382.29,363.538,333.03,198.149,340.781,256.37,344.853,207.428,395.401,54.57,492.425,179.54,124.649,23.934,331.623,341.727,149.514,188.997,328.06,124.649,205.565,338.286
"Carroll",287.104,496.189,419.928,299.938,204.098,200.586,159.405,327.788,79.653,408.553,213.487,272.368,187.372,78.196,428.334,415.077,351.741,399.642,125.419,601.18,170.127,0,228.265,541.534,477.33,74.485,295.341,125.159,196.804,258.907,252.653,468.393,259.268,436.866,295.287,304.029,405.002,36.932,214.904,305.7,196.963,233.126,90.83,90.83,300.24,291.677,160.888,407.635,273.104,479.565,460.558,249.25,360.578,304.029,215.31,74.773,69.551,175.084,37.815,79.179,191.045,274.659,569.224,242.185,356.735,175.907,130.782,148.915,166.901,242.981,66.631,108.132,254.529,245.418,126.676,55.928,378.419,158.007,161.893,380.211,177.409,387.784,151.182,523.464,247.1,436.424,298.294,263.809,216.333,297.679,457.561,445.078,192.681,211.805,173.904,240.505,268.653,502.821,229.343,295.287,275.391,152.137,492.035,257.962,202.737,138.18,299.938,278.886,211.321,55.305,244.518,161.893,460.501,99.151,55.791,393.742,197.856,448.044,252.653,224.438,316.568,77.662,324.79,458.673,315.957,285.604,237.093,155.837,241.629,134.739,229.138,399.227,176.246,340.047,226.21,368.119,369.565,376.341,357.589,327.081,67.277,334.832,250.421,218.265,130.914,268.813,152.137,486.476,109.215,260.393,151.954,205.035,335.778,145.359,71.128,322.111,260.393,257.911,332.337
"Catoosa",371.256,580.629,504.368,492.43,266.212,262.7,221.519,411.94,169.955,492.993,297.927,356.808,378.722,223.452,512.774,499.517,435.893,483.794,53.764,685.62,232.241,182.136,0,625.974,561.77,154.541,250.982,124.536,258.918,450.257,214.902,552.833,403.131,521.306,486.637,388.181,489.442,219.995,277.018,390.14,56.871,424.476,170.286,170.286,384.68,376.117,141.019,492.075,464.454,564.005,544.998,311.364,445.018,388.181,110.244,200.9,160.449,259.524,248.671,163.472,84.027,358.811,653.664,326.625,534.11,238.021,192.896,87.026,229.015,327.133,233.343,296.241,316.643,329.858,211.116,279.129,462.859,242.447,105.065,464.651,239.523,471.936,213.296,607.904,410.448,520.864,382.734,446.076,300.485,381.831,542.001,529.518,384.031,296.245,258.056,324.945,352.805,587.261,313.495,486.637,359.543,236.734,576.475,449.312,43.891,329.53,492.43,363.038,376.339,131.067,328.958,105.065,544.941,239.821,124.588,478.182,389.206,532.484,214.902,415.788,400.72,159.22,477.739,543.113,507.307,370.044,287.613,239.989,400.024,302.804,313.29,483.667,326.265,424.487,310.65,526.926,454.005,460.781,442.029,411.521,262.911,419.272,334.861,409.615,285.919,460.163,236.734,570.916,73.876,344.545,214.068,396.385,420.218,93.145,253.759,406.551,344.545,342.351,416.777
"Charlton",330.585,54.385,99.534,270.312,580.504,576.992,535.811,257.41,470.427,155.234,309.914,238.7,348.746,435.373,218.674,202.192,277.638,235.419,573.97,36.328,546.533,542.579,626.377,0,192.404,478.571,520.26,523.215,414.539,335.42,629.059,99.869,260.489,89.204,312.493,337.24,165.356,503.571,406.472,240.848,682.155,275.062,469.126,469.126,209.947,254.611,549.967,117.572,323.615,141.281,218.004,409.342,215.814,337.24,613.366,446.804,494.336,368.679,472.954,463.571,589.101,304.318,81.689,304.469,249.311,417.116,507.188,547.027,543.307,314.6,440.324,414.854,438.858,310.194,421.512,459.783,163.214,403.445,559.949,139.987,553.815,244.429,527.588,137.477,272.385,211.159,230.856,261.652,342.283,360.663,106.511,156.312,325.81,339.794,376.103,281.381,319.803,156.29,317.749,312.493,305.857,434.993,189.316,289.728,600.849,372.647,270.312,270.555,291.258,514.34,312.507,559.949,61.738,407.804,578.134,197.456,329.123,184.126,629.059,309.368,330.564,474.105,217.935,82.535,322.255,287.741,382.5,423.537,288.524,387.846,354.93,157.606,351.386,178.884,305.407,225.039,172.34,168.401,164.547,198.102,440.2,208.855,280.618,334.572,384.056,264.661,434.993,56.201,573.497,362.956,528.36,316.799,184.319,543.471,453.179,196.031,362.956,272.932,214.908
"Chatham",250.225,148.275,170.925,406.727,516.025,412.782,382.923,183.828,405.948,297.23,267.305,232.784,389.493,370.894,57.168,89.345,170.55,144.236,509.491,156.29,482.054,478.1,561.898,192.391,0,414.092,505.725,458.736,363.526,444.231,564.58,241.865,317.405,163.747,451.124,230.152,307.352,439.092,332.89,304.437,617.676,370.722,404.647,404.647,227.493,290.391,485.488,208.011,455.126,296.6,43.433,335.76,142.232,230.152,548.887,382.325,429.857,304.2,467.768,399.092,524.622,230.736,124.334,261.86,391.307,366.103,442.709,482.548,478.828,263.587,375.845,403.893,365.276,267.803,357.033,434.376,286.776,338.966,495.47,169.225,396.303,137.341,463.109,78.574,324.722,49.653,188.276,360.373,291.27,287.081,88.784,298.308,394.675,273.545,333.523,238.772,246.221,57.931,275.169,451.124,232.275,392.384,19.669,421.239,536.37,428.006,406.727,222.62,308.863,449.861,284.961,495.47,157.182,343.325,513.655,96.329,346.728,326.122,564.58,405.935,223.476,409.626,359.931,127.304,473.179,302.568,325.632,346.733,350.512,365.059,281.348,106.67,344.45,209.625,262.798,367.035,314.336,136.752,209.596,154.755,414.792,314.655,238.009,421.821,347.335,395.117,392.384,198.127,509.018,289.374,463.881,366.219,194.315,478.992,409.583,261.921,289.374,230.352,331.074
"Chattahoochee",224.117,433.202,356.941,337.968,133.666,130.154,88.973,264.801,16.635,345.566,150.5,209.381,225.402,70.132,365.347,352.09,288.754,336.655,102.194,538.193,99.695,74.201,154.601,478.547,414.343,0,224.909,51.495,126.372,296.937,182.221,405.406,255.704,373.879,333.317,241.042,342.015,66.675,144.472,242.713,210.379,271.156,27.843,27.843,237.253,228.69,87.224,344.648,311.134,416.578,397.571,178.818,297.591,241.042,141.646,47.58,15.008,112.097,95.351,16.192,117.381,211.672,506.237,179.198,386.683,105.475,60.35,75.251,96.469,179.994,80.023,142.921,184.097,182.431,63.689,125.809,315.432,95.02,88.229,317.224,106.977,324.797,80.75,460.477,263.021,373.437,235.307,298.649,153.346,234.692,394.574,382.091,230.711,148.818,110.917,177.518,205.666,439.834,166.356,333.317,212.404,89.15,429.048,295.992,129.073,176.21,337.968,215.899,228.912,45.962,181.531,88.229,397.514,92.394,109.756,330.755,235.886,385.057,182.221,262.468,253.581,6.394,330.312,395.686,353.987,222.617,174.106,92.85,279.659,149.484,166.151,336.24,178.838,277.06,163.223,379.499,306.578,313.354,294.602,264.094,109.591,271.845,187.434,256.295,138.492,306.843,89.15,423.489,101.721,197.406,81.522,243.065,272.791,71.695,100.439,259.124,197.406,194.924,269.35
"Chattooga",206.561,490.632,430.779,537.902,89.898,108.169,154.686,271.682,233.261,538.465,343.399,402.28,437.923,282.653,403.131,364.034,280.88,328.781,303.976,647.189,140.845,295.038,250.297,519.275,504.871,220.909,0,253.221,142.763,509.458,36.036,598.305,448.603,440.153,545.838,218.604,534.914,279.196,150.667,435.612,291.737,483.677,207.85,207.85,430.152,421.589,143.797,537.547,523.655,609.477,402.304,110.376,302.331,218.604,141.349,252.804,230.094,304.996,307.872,216.081,166.459,226.55,615.233,289.569,579.582,156.315,172.99,277.033,123.403,231.226,292.544,355.442,80.823,375.33,256.588,338.33,508.331,287.919,198.054,396.925,129.602,316.923,145.09,569.473,455.92,411.221,337.552,491.548,219.143,171.629,426.298,574.99,443.232,341.717,191.532,370.417,197.784,548.83,255.483,545.838,227.282,178.214,527.068,508.513,207.023,388.731,537.902,294.541,421.811,261.266,374.43,198.054,458.693,301.378,313.558,372.47,448.407,577.956,36.036,474.989,245.707,215.946,523.211,454.546,566.508,415.516,161.184,274.183,445.496,362.005,194.822,367.964,371.737,469.959,356.122,572.398,499.477,351.115,487.501,335.477,322.112,464.744,380.333,468.816,331.391,519.364,178.214,473.712,303.503,158.157,141.072,455.586,465.69,273.477,312.96,452.023,158.157,296.359,462.249
"Cherokee",268.134,477.507,401.246,389.308,163.09,159.578,118.397,308.818,66.833,389.871,194.805,253.686,275.6,120.33,409.652,396.395,332.771,380.672,71.546,582.498,129.119,124.399,123.953,522.852,458.648,51.419,254.333,0,155.796,347.135,211.645,449.711,300.009,418.184,383.515,285.059,386.32,116.873,173.896,287.018,179.731,321.354,67.164,67.164,281.558,272.995,75.634,388.953,361.332,460.883,441.876,208.242,341.896,285.059,98.954,97.778,57.327,156.402,145.549,60.35,74.689,255.689,550.542,223.503,430.988,134.899,89.774,44.603,125.893,224.011,130.221,193.119,213.521,226.736,107.994,176.007,359.737,139.325,45.537,361.529,136.401,368.814,110.174,504.782,307.326,417.742,279.612,342.954,197.363,278.709,438.879,426.396,280.909,193.123,154.934,221.823,249.683,484.139,210.373,383.515,256.421,133.612,473.353,346.19,97.418,226.408,389.308,259.916,273.217,44.186,225.836,45.537,441.819,136.699,87.141,375.06,286.084,429.362,211.645,312.666,297.598,56.098,374.617,439.991,404.185,266.922,184.491,136.867,296.902,199.682,210.168,380.545,223.143,321.365,207.528,423.804,350.883,357.659,338.907,308.399,159.789,316.15,231.739,306.493,182.797,357.041,133.612,467.794,71.073,241.423,110.946,293.263,317.096,33.918,150.637,303.429,241.423,239.229,313.655
"Clarke",139.188,385.041,332.314,358.699,67.944,48.795,37.292,179.872,131.506,359.262,151.893,210.813,248.706,180.898,313.937,286.979,203.825,251.726,202.221,486.783,52.25,193.283,254.628,431.108,362.933,119.154,143.569,151.466,0,407.703,121.838,419.102,269.4,349.252,403.096,156.113,355.711,177.441,23.8,256.409,310.406,381.922,106.095,106.095,238.685,242.386,94.24,317.648,421.9,430.274,325.249,56.34,213.137,156.113,183.862,151.049,128.339,131.574,206.117,114.326,152.371,126.743,454.827,146.536,400.379,17.649,63.679,175.278,64.145,99.52,190.789,253.687,67.864,196.127,110.052,236.575,329.128,111.371,188.2,292.597,29.699,239.868,76.26,409.067,276.717,322.027,194.519,312.345,74.047,98.477,337.104,395.787,341.477,157.702,48.499,178.95,110.883,388.424,112.45,403.096,127.475,40.638,377.638,406.758,229.1,286.976,358.699,162.835,242.608,159.511,195.227,188.2,353.102,171.815,211.803,263.764,254.803,398.753,121.838,373.234,168.652,114.191,344.008,348.955,464.753,236.313,34.395,88.597,289.824,215.69,74.705,278.77,202.577,250.06,157.9,393.195,320.274,261.921,267.602,216.017,220.357,285.541,174.388,367.061,175.825,347.089,40.638,375.247,201.748,69.588,71.406,275.153,245.791,171.722,211.205,272.82,69.588,153.326,283.046
"Clay",492.597,329.11,276.173,87.784,418.098,414.586,373.405,324.867,285.419,202.374,236.332,211.366,126.134,266.019,395.032,381.775,392.019,370.135,397.242,366.661,384.127,258.584,449.649,335.025,444.028,295.869,509.341,346.543,410.804,0,466.653,261.884,126.805,293.435,63.405,509.522,187.353,235.592,428.904,147.683,505.427,73.511,304.73,304.73,225.758,153.818,382.272,234.733,30.461,250.723,427.256,463.25,327.276,509.522,436.694,273.056,311.634,230.017,224.052,293.603,412.429,373.526,372.747,268.761,137.575,389.907,344.782,370.299,380.901,323.911,227.375,165.952,468.529,206.081,316.944,210.881,194.365,258.017,383.277,272.744,391.409,382.023,365.182,421.871,124.743,403.122,264.992,104.194,421.826,503.172,362.844,221.63,67.075,235.681,379.397,267.081,474.146,394.9,296.016,63.405,362.917,357.63,458.733,45.692,424.121,119.732,87.784,320.528,145.965,331.651,184.12,383.277,295.079,228.506,314.201,360.44,122.79,194.034,466.653,34.761,522.061,299.046,144.776,324.344,72.889,151.676,442.586,278.109,104.585,176.039,434.631,321.789,157.103,235.57,252.786,160.899,163.056,297.327,253.112,293.779,191.298,156.844,248.898,53.654,201.775,79.831,357.63,279.967,396.769,465.886,365.954,87.186,250.88,366.743,204.277,194.015,465.886,284.487,162.415
"Clayton",215.668,583.899,507.638,495.7,54.521,75.456,133.361,301.953,191.059,496.263,301.197,360.078,395.721,240.451,516.044,373.141,289.987,337.888,194.623,688.89,97.748,252.836,214.26,629.244,565.04,178.707,36.079,211.019,121.417,467.256,0,556.103,406.401,524.576,503.636,227.711,492.712,236.994,145.881,393.41,255.7,441.475,165.648,165.648,387.95,379.387,108.42,495.345,481.453,567.275,411.411,119.483,335.218,227.711,105.312,210.602,187.892,262.794,265.67,173.879,130.422,248.824,656.934,268.223,537.38,134.969,136.129,234.831,88.026,223.27,250.342,313.24,89.93,333.128,214.386,296.128,466.129,245.717,162.017,467.921,108.277,326.03,109.713,611.174,413.718,524.134,386.004,449.346,197.797,180.736,545.271,532.788,401.03,299.515,170.186,328.215,206.891,590.531,234.137,503.636,249.556,157.958,579.745,466.311,170.986,346.529,495.7,286.585,379.609,219.064,332.228,162.017,548.211,259.176,271.356,481.452,406.205,535.754,0,432.787,254.814,173.744,481.009,546.383,524.306,373.314,156.476,231.981,403.294,319.803,196.786,486.937,329.535,427.757,313.92,530.196,457.275,464.051,445.299,414.791,279.91,422.542,338.131,426.614,289.189,477.162,157.958,574.186,261.301,167.264,105.695,413.384,423.488,231.275,270.758,409.821,167.264,275.013,420.047
"Clinch",326.463,93.743,85.056,166.184,507.006,503.494,462.313,234.052,396.929,60.889,266.947,178.327,275.248,361.875,191.717,206.484,276.481,232.94,500.472,131.294,473.035,469.081,552.879,99.658,241.431,405.073,598.249,449.717,423.729,261.922,555.561,0,186.991,87.391,208.365,332.581,67.597,430.073,358.385,167.35,608.657,201.564,395.628,395.628,149.574,181.113,476.469,57.199,228.287,54.899,267.031,405.22,211.692,332.581,539.868,373.306,420.838,295.181,399.456,390.073,515.603,281.762,137.38,249.67,149.606,425.758,433.69,473.529,469.809,280.13,366.826,341.356,434.736,236.696,348.014,386.285,89.716,329.947,486.451,106.323,480.317,242.616,454.09,186.504,198.887,199.807,180.308,188.154,307.813,356.541,127.477,56.607,252.312,266.296,376.122,226.582,315.681,159.533,267.243,208.365,271.153,397.091,238.343,216.23,527.351,299.149,166.184,222.139,217.76,440.842,239.009,486.451,59.712,334.306,504.636,201.748,255.625,84.421,555.561,235.87,325.767,400.607,110.108,88.977,222.55,214.243,348.03,350.039,215.026,314.348,318.396,155.793,277.888,124.702,283.401,125.334,98.842,164.279,131.296,170.238,366.702,135.357,225.819,261.074,310.558,191.163,397.091,44.6,499.999,341.529,454.862,243.301,140.012,469.973,379.681,135.658,341.529,222.426,141.41
"Cobb",305.889,254.387,174.444,84.545,357.839,354.327,313.146,198.061,247.762,127.321,117.78,84.56,82.715,212.708,268.226,254.969,265.213,243.329,351.305,291.938,323.868,258.69,403.712,260.302,317.222,255.906,449.082,300.55,274.562,126.825,406.394,187.161,0,191.706,128.942,322.814,123.77,235.698,266.206,20.877,459.49,53.316,246.461,246.461,98.952,27.012,327.302,137.555,133.919,198.333,300.45,308.579,200.47,322.814,390.701,224.139,271.671,146.014,224.158,240.906,366.436,254.974,298.024,150.209,136.428,276.591,284.523,324.362,320.642,205.359,186.358,166.058,338.532,87.529,198.847,210.987,97.187,180.78,337.284,147.98,331.15,255.217,304.923,278.306,15.819,276.316,138.186,32.431,218.519,316.464,239.505,163.846,89.487,117.129,226.955,148.529,260.328,271.561,177.464,128.942,244.365,247.924,331.927,90.275,378.184,123.851,84.545,164.385,49.719,291.675,89.842,337.284,220.356,159.998,355.469,233.634,63.479,166.812,406.394,88.529,335.353,251.44,106.853,249.621,150.997,47.308,255.851,200.872,35.166,117.603,247.923,194.983,89.742,108.764,134.234,147.812,88.333,170.521,126.306,166.973,191.404,53.6,130.346,113.733,134.414,67.891,247.924,205.244,350.832,268.598,305.695,61.031,124.074,320.806,204.383,67.209,268.598,165.935,45.182
"Coffee",251.133,60.299,17.323,223.82,476.423,472.911,431.73,177.958,366.346,113.425,227.703,156.902,276.065,331.292,126.62,141.387,201.151,157.61,469.889,97.85,442.452,438.498,522.296,88.942,165.017,374.49,440.808,419.134,342.229,288.928,524.978,86.353,191.774,0,266.001,257.251,133.896,399.49,327.02,172.133,578.074,225.015,365.045,365.045,129.023,185.896,445.886,54.409,277.123,141.088,170.997,329.89,136.362,257.251,509.285,342.723,390.255,264.598,428.166,359.49,485.02,224.866,94.725,222.258,228.245,344.258,403.107,442.946,439.226,237.777,336.243,328.159,359.406,198.878,317.431,394.774,94.539,299.364,455.868,57.776,449.734,177.519,423.507,142.324,203.67,134.71,148.645,192.937,265.46,281.211,75.006,142.796,276.022,233.943,293.892,199.17,240.351,107.062,235.538,266.001,226.405,352.782,161.929,243.236,496.768,322.859,223.82,190.445,218.577,410.259,213.986,455.868,28.36,303.723,474.053,136.651,256.442,170.61,524.978,262.876,250.437,370.024,171.443,38,288.056,212.282,305.677,307.131,219.809,289.325,275.478,90.696,252.865,96.673,223.196,211.523,125.848,88.949,82.336,121.278,375.19,140.14,198.407,288.08,307.733,218.169,352.782,42.796,469.416,283.504,424.279,250.2,102.108,439.39,369.981,131.708,283.504,190.721,146.193
"Colquitt",439.122,306.192,253.255,45.061,454.337,450.825,409.644,326.319,321.658,161.261,251.013,212.818,155.724,302.258,396.484,383.227,393.471,371.587,433.481,343.743,420.366,294.823,485.888,312.107,445.48,332.108,545.58,382.782,407.795,63.838,502.892,208.544,128.966,270.517,0,456.047,140.81,271.831,399.439,143.645,541.666,85.607,340.969,340.969,227.21,165.179,418.511,211.815,33.113,198.041,428.708,441.812,328.728,456.047,472.933,309.295,347.873,279.247,260.291,329.842,448.668,388.207,349.829,283.442,74.468,426.146,381.021,406.538,417.14,338.592,263.614,202.191,504.768,220.762,332.08,247.12,171.447,314.013,419.516,248.932,427.648,383.475,401.421,398.953,131.663,404.574,266.444,96.57,351.752,449.697,339.926,168.948,103.314,250.362,360.188,281.762,393.561,371.982,310.697,0,377.598,393.869,460.185,48.763,460.36,159.984,45.061,335.209,160.704,367.89,223.075,419.516,272.161,264.745,350.44,361.892,151.063,141.352,502.892,71.755,468.586,335.285,106.83,301.426,22.512,166.402,389.084,334.105,116.681,189.784,381.156,305.602,185.376,233.138,267.467,97.792,140.138,294.895,250.68,295.231,227.537,133.032,263.579,96.959,230.048,74.418,393.869,257.049,433.008,401.831,402.193,115.459,248.448,402.982,240.516,191.583,401.831,299.168,139.086
"Columbia",21.763,301.992,246.682,412.57,222.741,203.592,187.231,97.558,243.488,321.027,205.764,211.048,327.521,273.156,180.188,138.929,55.775,103.676,336.325,353.153,211.967,305.157,388.732,336.017,229.303,241.149,218.077,285.57,155.935,511.737,227.294,318.813,323.271,270.727,456.967,0,409.582,281.475,132.677,310.28,444.51,376.588,219.842,219.842,205.749,296.257,305.514,261.649,525.934,358.671,177.199,107.159,119.608,0,375.721,252.938,256.914,214.081,310.151,226.33,351.456,84.704,321.197,169.882,454.25,170.411,211.378,309.382,223.862,101.803,294.823,357.721,136.675,249.998,207.235,340.609,290.153,200.733,322.304,212.828,189.416,91.818,278.438,275.437,330.588,188.278,157.491,366.216,115.646,46.55,233.065,449.658,445.511,211.573,138.344,203.158,46.189,254.794,159.82,456.967,87.4,182.698,244.008,427.082,363.204,391.01,412.57,137.503,296.479,276.918,249.098,322.304,275.435,254.322,340.712,147.365,334.344,452.624,227.294,477.268,20.846,236.683,397.879,263.545,479.022,290.184,125.419,182.631,343.695,298.197,81.607,178.641,282.478,213.002,197.835,447.066,374.145,167.018,212.141,157.3,324.391,339.412,188.635,471.095,258.332,400.96,182.698,289.871,335.852,77.004,279.21,354.694,196.86,305.826,315.239,240.177,77.004,159.065,336.917
