"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Richmond",41.938,295.788,240.478,407.439,235.449,216.3,199.939,94.46,256.196,314.823,199.226,207.95,322.39,285.864,173.984,132.725,49.571,97.472,349.033,346.949,224.675,317.865,401.44,329.813,223.099,253.857,247.016,298.278,168.643,524.445,256.233,312.609,318.14,264.523,451.836,19.308,404.451,294.183,145.385,305.149,457.218,371.457,232.55,232.55,202.651,291.126,318.222,255.445,538.642,352.467,153.839,136.098,113.404,19.308,388.429,265.646,269.622,226.789,322.859,239.038,364.164,77.293,314.993,166.784,449.119,183.119,224.086,322.09,236.57,114.511,307.531,370.429,165.614,244.867,219.943,353.317,283.117,213.441,335.012,206.624,202.124,85.614,291.146,269.233,325.457,182.074,154.393,361.085,128.354,77.74,226.861,354.159,458.219,206.442,151.052,200.06,58.897,248.59,172.528,451.836,87.902,195.406,237.804,421.951,375.912,403.718,407.439,134.405,291.348,289.626,243.967,335.012,269.231,267.03,353.42,141.161,329.213,447.493,256.233,489.976,0,249.391,392.748,257.341,473.891,285.053,138.127,195.339,338.564,310.905,94.315,172.437,277.347,205.966,194.737,441.935,369.014,160.814,205.937,151.096,337.099,334.281,185.537,483.803,271.04,395.829,195.406,283.667,348.56,89.712,291.918,349.563,190.656,318.534,327.947,237.079,89.712,155.967,331.786
"Rockdale",219.154,428.239,351.978,340.04,126.069,122.557,81.376,259.838,19.739,340.603,145.537,204.418,228.506,73.236,360.384,347.127,283.791,331.692,106.682,533.23,92.098,77.305,159.089,473.584,409.38,6.39,217.312,55.983,118.775,300.041,174.624,400.443,250.741,368.916,336.421,236.079,337.052,69.779,136.875,237.75,214.867,274.26,17.799,17.799,232.29,223.727,87.97,339.685,314.238,411.615,392.608,171.221,292.628,236.079,146.134,50.684,21.378,107.134,98.455,11.229,121.869,206.709,501.274,174.235,381.72,97.878,52.753,79.739,88.872,175.031,83.127,146.025,176.5,177.468,58.726,128.913,310.469,90.057,92.717,312.261,99.38,319.834,73.153,455.514,258.058,368.474,230.344,293.686,148.383,229.729,389.611,377.128,233.815,143.855,105.954,172.555,200.703,434.871,161.393,336.421,207.441,84.187,424.085,299.096,133.561,179.314,340.04,210.936,223.949,49.066,176.568,92.717,392.551,87.431,112.86,325.792,238.99,380.094,174.624,265.572,248.618,0,325.349,390.723,357.091,217.654,147.47,87.887,247.634,152.588,161.188,331.277,173.875,272.097,158.26,374.536,301.615,308.391,289.639,259.131,112.695,266.882,182.471,259.399,133.529,309.947,84.187,418.526,106.209,192.443,73.925,246.169,267.828,76.183,103.543,254.161,192.443,189.961,264.387
"Schley",381.508,211.63,158.693,65.327,433.458,429.946,388.765,268.705,323.381,63.027,193.399,155.204,161.466,288.327,271.721,325.613,313.593,313.973,426.924,249.181,399.487,323.782,479.331,217.545,359.318,331.525,524.701,376.169,350.181,144.939,482.013,110.31,103.68,175.955,107.508,398.433,42.576,300.79,341.825,88.784,535.109,91.358,322.08,322.08,152.793,107.565,402.921,117.253,127.43,117.148,371.094,384.198,248.85,398.433,466.32,299.758,347.29,221.633,289.25,316.525,442.055,330.593,255.267,225.828,64.179,352.21,360.142,399.981,396.261,280.978,293.278,231.15,414.151,163.148,274.466,276.079,76.885,256.399,412.903,156.009,406.769,325.861,380.542,304.391,106.377,279.811,208.83,71.284,294.138,392.083,245.364,82.661,142.106,192.748,302.574,224.148,335.947,277.42,253.083,107.508,319.984,323.543,356.23,99.247,453.803,188.943,65.327,277.595,144.212,367.294,165.461,412.903,177.599,260.758,431.088,304.278,145.596,63,482.013,125.664,410.972,327.059,0,206.864,129.563,140.695,331.47,276.491,98.021,199.72,323.542,222.233,171.859,156.136,209.853,54.439,45.576,209.464,170.696,211.159,256.496,65.613,205.965,150.868,216.531,73.372,323.543,162.487,426.451,344.217,381.314,133.095,171.446,396.425,269.475,118.347,344.217,241.554,71.667
"Screven",262.335,44.884,54.289,258.791,494.284,490.772,449.591,189.16,384.207,143.713,245.564,174.763,293.926,349.153,103.487,134.297,206.791,164.572,487.75,82.435,460.313,456.359,540.157,82.765,128.627,392.351,452.01,436.995,346.289,323.899,542.839,87.871,228.74,37.916,300.972,266.393,153.835,417.351,338.222,209.099,595.935,263.541,382.906,382.906,146.884,222.862,463.747,91.375,312.094,142.606,154.227,341.092,147.564,266.393,527.146,360.584,408.116,282.459,446.027,377.351,502.881,236.068,77.236,240.119,237.313,348.866,420.968,460.807,457.087,246.35,354.104,346.02,370.608,216.739,335.292,412.635,131.505,317.225,473.729,76.696,467.595,173.582,441.368,77.417,240.636,111.577,166.506,229.903,274.033,292.413,38.616,144.314,314.289,251.804,311.753,217.031,251.553,70.672,253.399,300.972,237.607,370.643,125.539,278.207,514.629,361.126,258.791,202.305,236.438,428.12,231.847,473.729,29.878,321.584,491.914,129.561,274.303,172.128,542.839,297.847,259.717,387.885,206.414,0,310.257,230.143,314.25,324.992,256.775,307.186,286.68,86.759,270.726,114.534,241.057,213.041,160.819,100.151,100.197,129.852,393.051,177.106,216.268,323.051,325.594,253.14,370.643,44.314,487.277,294.706,442.14,287.166,119.969,457.251,387.842,156.055,294.706,208.582,183.159
"Seminole",461.157,318.202,275.29,67.096,476.06,472.548,431.367,348.354,343.381,184.91,273.048,234.853,184.096,323.981,418.519,405.262,415.506,393.622,455.204,432.998,442.089,316.546,507.611,324.117,467.515,353.831,567.303,404.505,468.766,72.877,524.615,224.777,151.001,292.552,22.051,478.082,164.459,293.554,421.474,165.68,563.389,107.659,362.692,362.692,249.245,187.214,440.234,233.85,42.428,197.344,450.743,463.847,350.763,478.082,494.656,331.018,369.596,301.282,282.014,351.565,470.391,410.242,361.839,305.477,73.771,447.869,402.744,428.261,438.863,360.627,285.337,223.914,526.491,242.797,354.115,268.843,193.482,336.048,441.239,270.967,449.371,405.51,423.144,410.963,153.698,426.609,288.479,118.605,373.787,471.732,351.936,168.251,125.037,272.397,382.223,303.797,415.596,383.992,332.732,22.051,399.633,415.592,482.22,70.815,482.083,181.707,67.096,357.244,182.756,389.613,245.11,441.239,284.171,286.468,372.163,383.927,173.776,140.655,524.615,92.961,490.621,357.008,128.865,313.436,0,188.454,411.119,356.14,138.733,234.001,403.191,327.637,208.089,255.173,289.502,97.095,162.173,316.93,272.715,317.266,249.26,155.067,285.614,118.165,252.761,96.47,415.592,269.059,454.731,423.866,423.916,138.172,270.483,424.705,262.239,213.618,423.866,321.203,161.121
"Spalding",272.764,280.645,194.899,132.213,324.714,321.202,280.021,195.587,214.637,153.579,84.655,70.136,63.782,179.583,265.752,252.495,262.739,240.855,318.18,318.196,290.743,241.49,370.587,286.56,314.748,222.781,415.957,267.425,241.437,151.594,373.269,213.419,46.346,211.837,166.093,289.689,150.028,171.483,233.081,46.514,426.365,80.809,213.336,213.336,84.528,32.168,294.177,163.813,158.688,224.591,297.976,275.454,197.996,289.689,357.576,191.014,238.546,112.889,206.958,207.781,333.311,221.849,290.766,117.084,184.096,243.466,251.398,291.237,287.517,172.234,154.263,121.705,305.407,54.404,165.722,193.787,123.445,147.655,304.159,155.182,298.025,252.743,271.798,360.882,44.28,273.842,135.712,80.351,185.394,283.339,246.707,190.104,92.965,84.004,193.83,115.404,227.203,340.239,144.339,166.093,211.24,214.799,329.453,117.509,345.059,106.651,132.213,168.851,6.294,258.55,38.153,304.159,246.614,121.18,322.344,231.16,44.159,193.07,373.269,110.897,302.228,218.315,138.325,233.644,188.157,0,222.726,167.747,53.51,82.871,214.798,236.645,50.015,115.966,101.109,187.512,114.591,213.759,133.508,164.499,174.204,79.858,97.221,120.111,95.596,115.559,214.799,231.502,317.707,235.473,272.57,64.509,131.276,287.681,187.183,90.908,235.473,132.81,77.363
"Stephens",108.354,354.313,288.947,345.06,102.962,83.813,70.208,149.038,181.063,345.623,138.254,197.174,260.011,210.731,283.103,256.145,172.991,220.892,235.137,455.949,89.885,242.732,287.544,382.956,332.099,178.724,161.559,184.382,33.853,449.312,156.856,357.138,255.761,305.885,389.457,125.279,342.072,219.05,11.011,242.77,343.322,309.078,157.417,157.417,221.935,228.747,131.875,300.038,463.509,416.635,294.415,53.384,182.303,125.279,218.88,190.513,161.255,151.656,247.726,163.905,190.006,95.909,423.993,131.639,386.74,53.388,96.595,208.194,101.78,68.792,232.398,295.296,78.093,182.488,144.81,278.184,315.489,138.308,221.116,249.23,67.334,209.034,113.895,378.233,263.078,291.193,168.676,298.706,55.008,75.312,306.27,382.148,383.086,144.063,66.722,165.311,89.903,357.59,92.31,389.457,96.641,73.265,346.804,359.572,262.016,328.585,345.06,132.107,228.969,214.493,181.588,221.116,322.374,191.897,278.287,232.93,266.834,385.114,156.856,414.843,137.818,147.107,330.369,318.227,411.512,222.674,0,120.206,276.185,235.772,43.871,247.936,214.968,232.45,144.261,379.556,306.635,231.087,239.831,185.289,261.966,271.902,156.107,408.67,195.907,333.45,73.265,331.88,234.664,46.423,109.041,287.184,224.55,204.638,252.814,259.181,46.423,135.716,269.407
"Stewart",172.811,378.883,302.622,290.684,181.48,177.968,72.914,166.237,93.614,291.247,96.181,155.062,167.681,72.313,311.028,297.771,237.448,226.006,186.451,483.874,147.509,155.283,238.858,424.228,360.024,91.275,272.723,135.696,87.671,281.213,230.035,351.087,201.385,319.56,335.081,189.736,287.696,128.727,105.771,188.394,294.636,254.702,69.968,69.968,182.934,174.371,155.64,290.329,288.307,362.259,343.252,140.117,243.272,189.736,225.847,66.119,107.04,57.778,157.403,76.456,201.582,160.366,451.918,88.533,332.364,78.064,66.046,159.508,144.283,94.133,87.393,147.828,151.641,128.112,35.481,187.861,261.113,20.858,172.43,262.905,99.925,273.491,128.564,406.158,208.702,319.118,180.988,244.33,102.04,183.386,340.255,327.772,212.994,94.499,59.611,123.199,154.36,385.515,66.138,335.081,122.91,52.694,374.729,305.196,213.33,175.01,290.684,124.692,174.593,127.044,127.212,172.43,343.195,66.675,190.838,276.436,173.778,330.738,230.035,240.516,202.275,86.809,275.993,341.367,357.136,168.298,122.8,0,198.278,126.074,114.845,281.921,124.519,222.741,88.674,325.18,252.259,259.035,240.283,209.775,171.643,217.526,133.115,247.416,84.173,279.074,52.694,369.17,185.978,146.1,129.336,194.128,218.472,155.952,162.491,204.805,146.1,109.245,215.031
"Sumter",326.485,276.352,202.29,78.929,378.435,374.923,333.742,231.073,266.872,155.413,138.376,117.572,66.997,175.674,301.238,287.981,298.225,276.341,378.695,313.903,344.464,240.037,431.102,282.267,350.234,277.322,469.678,327.996,295.158,102.828,426.99,209.126,32.319,219.552,114.862,343.41,151.862,217.045,286.802,53.197,486.88,29.319,267.057,267.057,131.964,60.09,347.898,165.401,109.922,226.425,333.462,329.175,233.482,343.41,418.147,194.096,293.087,146.938,205.505,261.502,393.882,275.57,319.989,170.805,130.812,297.187,305.119,351.752,341.238,225.955,170.64,147.405,359.128,108.125,219.443,192.334,125.033,201.376,364.73,180.3,351.746,288.229,325.519,396.368,26.303,309.328,171.198,27.067,239.115,337.06,271.825,191.938,65.046,137.725,247.551,169.125,280.924,303.881,198.06,114.862,264.961,268.52,364.939,66.278,405.574,105.198,78.929,222.572,48.022,313.104,86.164,364.73,242.321,144.28,295.654,266.646,47.761,161.868,426.99,64.532,355.949,280.499,98.867,271.586,136.926,53.72,276.447,221.468,0,101.885,268.519,227.303,74.024,141.084,154.83,142.196,110.298,202.841,158.626,199.985,172.751,79.717,150.942,89.736,118.696,62.275,268.52,227.209,378.222,289.194,326.291,36.59,156.394,348.196,185.73,99.529,289.194,186.531,85.288
"Talbot",280.39,377.616,268.099,180.783,271.141,267.629,226.448,232.695,138.462,250.55,97.852,134.335,40.326,87.562,302.86,289.603,275.391,277.963,250.285,415.167,237.17,137.004,302.692,383.531,351.856,148.912,362.384,199.586,214.795,177.198,319.696,310.39,117.82,285.037,189.645,297.315,246.999,88.612,240.734,127.576,358.47,116.225,157.773,157.773,157.728,113.23,235.315,260.784,191.395,321.562,335.084,267.241,235.104,297.315,289.737,96.15,164.677,84.108,102.472,146.646,265.472,235.046,443.75,130.281,232.666,242.95,197.825,223.342,233.944,185.431,68.755,38.833,321.572,91.512,122.121,99.317,220.416,103.995,236.32,228.382,244.452,289.851,218.225,397.99,105.652,310.95,172.82,128.921,189.212,290.965,332.087,287.075,110.972,93.283,167.188,128.601,261.939,377.347,157.536,189.645,224.437,188.157,366.561,141.061,277.164,56.471,180.783,182.048,76.582,184.694,71.291,236.32,343.585,67.941,192.621,268.268,55.418,290.041,319.696,142.729,309.854,152.089,200.721,306.844,234.248,82.877,230.379,124.087,102.08,0,222.424,273.753,35.095,189.166,114.306,244.05,211.562,250.867,206.708,201.607,79.733,176.829,138.517,136.556,42.054,151.912,188.157,328.473,249.812,253.679,218.997,74.326,210.304,219.786,74.524,164.108,253.679,146.007,174.334
"Taliaferro",64.34,326.06,266.207,336.665,140.969,121.82,104.997,104.494,167.583,337.228,129.859,166.666,251.616,197.251,238.559,212.131,105.918,176.878,260.42,411.405,130.195,229.252,312.827,354.703,287.555,165.244,195.197,209.665,74.163,435.832,194.863,327.28,247.366,275.581,381.062,81.265,333.677,205.57,50.905,234.375,368.605,300.683,143.937,143.937,192.077,220.352,229.609,270.18,450.029,408.24,250.401,85.077,137.759,81.265,299.816,177.033,181.009,138.176,234.246,150.425,275.551,51.365,379.449,101.781,378.345,88.177,135.473,233.477,142.09,38.934,218.918,281.816,111.731,174.093,131.33,264.704,307.094,124.828,246.399,219.372,107.644,165.02,202.533,333.689,254.683,246.649,138.818,290.311,34.787,57.436,261.726,373.753,369.606,135.668,62.439,135.057,45.889,313.046,83.915,381.062,52.097,106.793,302.26,351.177,287.299,315.105,336.665,102.249,220.574,201.013,173.193,246.399,294.121,178.417,264.807,188.386,258.439,376.719,194.863,401.363,93.804,160.778,321.974,289.974,403.117,214.279,43.647,106.726,267.79,222.292,0,203.392,206.573,202.592,129.734,371.161,298.24,186.543,209.973,155.431,248.486,263.507,126.249,395.19,182.427,325.055,106.793,309.14,259.947,30.49,203.305,278.789,194.692,229.921,239.334,220.64,30.49,105.858,261.012
"Tattnall",179.326,119.692,88.146,264.175,438.362,335.119,305.26,106.151,328.285,171.519,189.642,155.121,311.83,293.231,49.487,59.241,120.353,78.134,431.828,170.188,404.391,400.437,484.235,157.757,106.446,336.429,369.001,381.073,285.863,322.615,486.917,155.168,195.789,92.467,306.356,179.955,191.99,361.429,255.213,176.148,540.013,249.106,326.984,326.984,115.032,212.728,407.825,112.141,317.481,209.903,104.781,258.083,64.555,179.955,471.224,304.662,352.194,226.537,390.105,321.429,446.959,153.059,138.232,184.197,275.781,288.44,365.046,404.885,401.165,185.924,298.182,326.23,287.599,190.14,279.37,356.713,143.963,261.303,417.807,63.32,318.64,87.144,385.446,97.464,207.685,57.577,110.613,226.113,213.607,209.404,58.715,211.611,317.012,195.882,255.86,161.109,168.544,72.899,197.506,306.356,154.598,314.721,121.151,283.594,458.707,350.343,264.175,144.957,231.2,372.198,207.298,417.807,97.175,265.662,435.992,41.666,269.065,239.425,486.917,284.319,173.279,331.963,220.867,85.285,328.411,224.905,247.955,269.07,230.956,287.396,203.671,0,266.787,87.056,185.135,261.141,175.272,25.526,74.456,61.969,337.129,173.316,160.346,309.523,269.672,258.527,314.721,111.611,431.355,211.697,386.218,288.556,71.746,401.329,331.92,128.577,211.697,152.689,179.369
"Taylor",266.465,341.15,231.633,154.052,278.94,275.428,234.247,196.229,168.863,214.084,76.837,97.869,44.622,102.558,266.394,253.137,263.381,241.497,272.406,378.701,244.969,178.406,324.813,347.065,315.39,177.007,370.183,221.651,200.87,158.284,327.495,273.924,91.089,248.571,186.518,283.39,210.533,130.014,226.809,94.729,380.591,102.648,167.562,167.562,121.262,80.383,248.403,224.318,165.378,285.096,298.618,253.316,198.638,283.39,311.802,120.98,192.772,70.183,143.874,162.007,287.537,214.031,407.284,109.266,205.935,202.899,205.624,245.463,241.743,164.416,104.247,74.07,264.84,55.046,119.948,152.204,183.95,101.822,258.385,191.916,252.251,253.385,226.024,361.524,78.921,274.484,136.354,102.19,177.576,277.04,295.621,250.609,89.935,76.186,153.263,107.586,219.385,340.881,136.521,186.518,203.422,174.232,330.095,137.934,299.285,82.332,154.052,161.033,43.735,212.776,34.825,258.385,307.119,71.164,234.023,231.802,50.849,253.575,327.495,117.587,295.929,172.541,173.99,270.378,208.231,50.03,216.454,121.914,75.349,35.236,208.499,237.287,0,152.7,93.291,217.319,175.096,214.401,170.242,165.141,132.621,140.363,97.863,124.357,45.58,137.398,174.232,292.007,271.933,239.754,226.796,71.199,173.838,241.907,115.926,127.642,239.754,124.992,137.868
"Telfair",198.531,155.193,78.932,189.283,379.395,375.883,334.702,115.743,269.318,122.122,130.675,60.657,179.82,234.264,160.745,147.488,157.719,135.848,372.861,192.744,345.424,341.47,425.268,177.726,209.741,277.462,470.638,322.106,249.494,235.823,427.95,124.952,108.997,95.87,233.68,213.819,150.644,302.462,233.945,89.356,481.046,162.314,268.017,268.017,32.778,99.437,348.858,67.852,237.682,164.81,192.969,266.856,92.976,213.819,412.257,245.695,293.227,167.57,331.138,262.462,387.992,157.322,174.799,125.23,214.718,251.523,306.079,345.918,342.198,155.69,239.215,231.914,296.372,102.633,220.403,297.746,77.415,202.336,358.84,39.215,352.706,147.736,326.479,169.541,120.893,168.835,55.868,142.929,183.373,228.609,130.74,166.502,198.485,136.915,201.157,102.142,187.749,162.796,142.803,233.68,146.713,255.754,224.446,203.795,399.74,222.689,189.283,97.699,122.332,313.231,117.741,358.84,119.505,206.695,377.025,126.153,160.197,193.686,427.95,197.527,207.005,272.996,154.319,117.677,255.735,116.037,223.59,210.103,144.164,193.08,193.956,86.481,156.62,0,126.168,197.633,108.724,62.019,17.541,55.285,278.162,94.519,101.379,222.731,210.705,177.673,255.754,121.865,372.388,217.089,327.251,170.029,15.572,342.362,272.953,41.785,217.089,97.986,100.572
"Terrell",175.128,281.883,205.622,223.128,264.611,261.099,219.918,121.032,154.534,223.691,15.891,58.015,138.079,119.48,214.028,200.771,172.747,189.131,258.077,386.874,230.64,226.686,310.484,304.416,263.024,162.678,355.854,207.322,157.042,252.337,313.166,250.429,133.829,222.56,267.525,192.053,220.14,187.678,154.449,120.838,366.262,187.146,153.233,153.233,85.887,106.815,234.074,193.329,271.527,294.703,246.252,196.822,146.272,192.053,297.473,130.911,178.443,52.786,216.354,147.678,273.208,132.402,354.918,27.637,264.808,159.071,191.295,231.134,227.414,91.158,124.431,152.479,221.012,60.556,105.619,182.962,193.557,87.552,244.056,165.905,237.922,201.019,211.695,309.158,141.146,222.118,83.988,176.774,106.762,185.703,243.255,260.216,183.392,22.131,108.705,26.199,146.127,288.515,61.132,267.525,121.793,128.37,277.729,237.64,284.956,176.592,223.128,79.404,107.037,198.447,59.656,244.056,246.195,91.911,262.241,179.436,144.902,263.182,313.166,211.64,194.865,158.212,208.437,244.367,289.58,100.742,144.094,95.319,154.253,113.645,129.502,184.921,93.036,125.741,0,257.624,184.703,162.035,143.283,112.775,163.378,149.97,24.573,217.814,95.921,211.518,128.37,248.555,257.604,160.757,212.467,165.252,121.472,227.578,158.169,111.989,160.757,43.363,147.475
"Thomas",441.714,218.806,188.675,70.82,493.664,490.152,448.971,328.911,383.587,89.768,253.605,215.41,203.714,348.533,316.78,331.547,356.834,316.762,487.13,256.357,459.693,366.03,539.537,224.721,366.494,391.731,584.907,436.375,410.387,160.976,542.219,125.381,145.928,212.454,97.924,458.639,69.317,343.038,402.031,137.815,595.315,133.606,382.286,382.286,205.728,167.771,463.127,149.196,130.251,97.948,392.094,444.404,292.091,458.639,526.526,359.964,407.496,281.839,331.498,376.731,502.261,390.799,262.443,286.034,24.271,412.416,420.348,460.187,456.467,341.184,310.723,273.398,474.357,223.354,334.672,318.327,120.126,316.605,473.109,198.336,466.975,328.65,440.748,311.567,148.625,324.87,269.036,113.532,354.344,452.289,252.54,68.855,184.354,252.954,362.78,284.354,396.153,284.596,313.289,97.924,380.19,383.749,363.406,110.456,514.009,231.191,70.82,337.801,188.105,427.5,225.667,473.109,184.775,284.363,421.647,301.145,187.844,41.259,542.219,151.149,471.178,387.265,54.423,214.04,97.215,193.803,391.676,336.697,140.269,241.968,383.748,260.87,214.107,199.377,270.059,0,88.817,248.101,213.937,254.4,298.744,114.644,266.171,176.353,258.779,96.39,383.749,169.663,486.657,404.423,441.52,175.343,214.687,456.631,311.723,171.282,404.423,301.76,120.698
"Tift",356.213,166.053,113.116,97.971,408.163,404.651,363.47,223.907,298.086,38.589,168.104,129.909,176.405,263.032,224.011,255.652,265.883,244.012,401.629,203.604,374.192,370.238,454.036,171.968,313.741,306.23,499.406,350.874,324.886,163.079,456.718,98.827,88.148,130.378,140.152,373.138,38.091,331.23,316.53,68.507,509.814,102.721,296.785,296.785,120.227,82.27,377.626,71.676,151.274,112.654,301.133,358.903,201.14,373.138,441.025,274.463,321.995,196.338,300.613,291.23,416.76,305.298,209.69,200.533,100.508,326.915,334.847,374.686,370.966,255.683,267.983,242.513,388.856,137.853,249.171,287.442,31.308,231.104,387.608,110.432,381.474,255.9,355.247,258.814,100.044,232.101,164.032,89.311,268.843,366.788,199.787,78.167,153.469,167.453,277.279,198.853,310.652,231.843,227.788,140.152,294.689,298.248,310.653,117.387,428.508,200.306,97.971,205.863,118.917,341.999,140.166,387.608,132.022,235.463,405.793,234.317,156.782,81.133,456.718,137.027,385.677,301.764,45.594,161.287,162.207,115.4,306.175,251.196,116.183,215.505,298.247,174.523,179.045,108.426,184.558,88.908,0,161.754,122.986,163.449,267.859,36.514,180.67,162.231,211.715,92.32,298.248,116.91,401.156,318.922,356.019,144.458,123.736,371.13,280.838,85.781,318.922,216.259,42.567
"Toombs",162.183,139.516,79.663,250.859,415.215,311.972,282.113,89.008,305.138,157.981,166.495,131.974,288.683,270.084,67.506,74.378,112.201,68.66,408.681,194.579,381.244,377.29,461.088,168.159,136.631,313.282,351.858,357.926,262.716,297.399,463.77,162.557,170.573,89.037,295.256,168.301,178.452,338.282,238.07,150.932,516.866,223.89,303.837,303.837,89.816,165.272,384.678,98.603,299.258,195.625,119.859,240.94,47.412,168.301,448.077,281.515,329.047,203.39,366.958,298.282,423.812,135.916,162.623,161.05,262.243,265.293,341.899,381.738,378.018,162.777,275.035,303.083,270.456,166.993,256.223,333.566,130.425,238.156,394.66,49.782,295.493,80.548,362.299,121.855,182.469,75.596,87.466,204.505,190.46,192.261,83.106,197.317,260.061,172.735,232.713,137.962,151.401,97.29,174.359,295.256,137.455,291.574,151.336,265.371,435.56,327.196,250.859,121.81,183.744,349.051,184.151,394.66,107.577,242.515,412.845,53.043,221.609,225.131,463.77,259.103,161.487,308.816,207.329,103.43,317.311,177.449,230.812,245.923,205.74,264.249,186.528,24.772,243.64,61.84,161.988,247.603,161.734,0,61.811,36.534,313.982,156.095,137.199,284.307,246.525,239.249,291.574,122.596,408.208,194.554,363.071,231.605,46.53,378.182,308.773,103.361,194.554,129.542,162.148
"Towns",205.12,141.006,64.745,206.67,396.618,393.106,351.925,118.807,286.541,133.227,147.898,77.88,197.043,251.487,123.175,147.197,157.428,135.557,390.084,178.557,362.647,358.693,442.491,163.539,209.45,294.685,487.861,339.329,266.717,253.21,445.173,131.013,126.384,81.683,251.067,213.528,164.926,319.685,249.295,106.743,498.269,179.701,285.24,285.24,50.001,121.083,366.081,73.849,255.069,170.871,192.678,283.877,92.685,213.528,429.48,262.918,310.45,184.793,348.361,279.685,405.215,171.905,160.612,142.453,223.515,268.746,323.302,363.141,359.421,171.04,256.438,249.137,313.393,119.856,237.626,314.969,91.697,219.559,376.063,25.028,369.929,147.445,343.702,155.354,138.28,131.265,73.091,160.316,198.723,235.198,116.553,172.563,215.872,154.138,218.38,119.365,194.338,148.609,160.026,251.067,162.063,272.977,224.155,221.182,416.963,239.912,206.67,114.922,139.555,330.454,134.964,376.063,105.318,223.918,394.248,125.862,177.42,207.968,445.173,214.914,206.714,290.219,168.601,103.49,273.122,133.26,238.94,227.326,161.551,210.303,209.306,73.687,173.843,17.651,143.391,211.915,123.006,61.728,0,54.994,295.385,111.906,118.602,240.118,227.928,195.06,272.977,107.678,389.611,232.439,344.474,187.416,23.086,359.585,290.176,59.172,232.439,115.209,117.959
"Treutlen",150.126,169.024,103.657,256.609,365.907,265.693,235.834,63.813,255.83,172.139,117.187,82.666,239.375,220.776,105.46,92.203,102.434,80.563,359.373,278.306,331.936,327.982,411.78,197.667,154.456,263.974,339.801,308.618,216.437,294.113,414.462,169.925,167.287,120.595,301.006,158.534,205.433,288.974,194.753,154.319,467.558,220.604,254.529,254.529,61.916,140.273,335.37,112.761,305.008,209.783,137.684,228.883,37.691,158.534,398.769,232.207,279.739,154.082,317.65,248.974,374.504,116.911,246.35,111.742,269.507,219.014,292.591,332.43,328.71,116.498,225.727,253.775,258.399,117.685,206.915,284.258,132.204,188.848,345.352,63.94,249.214,92.451,312.991,200.59,174.604,113.55,38.158,210.255,144.181,180.204,119.576,211.475,244.557,123.427,183.405,88.654,139.344,179.947,125.051,301.006,107.521,242.266,169.161,271.121,386.252,277.888,256.609,72.453,158.745,299.743,134.843,345.352,137.085,193.207,363.537,70.868,196.61,239.289,414.462,255.817,151.72,259.508,209.108,132.938,323.061,152.45,184.398,196.615,200.394,214.941,154.764,61.242,194.332,55.053,112.68,252.422,163.513,36.469,55.024,0,264.674,149.308,87.891,271.703,197.217,244.999,242.266,146.59,358.9,177.897,313.763,216.101,39.743,328.874,259.465,96.574,177.897,80.234,155.361
