"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Eastland",254.75,193.617,245.733,398.017,106.9,413.067,268.45,194.183,167.1,244.283,224.85,146.833,343.617,168.483,250.483,203.333,282.95,146.217,128.467,347.8,50.133,321.083,278.333,259.017,161.217,89.267,146.833,226.983,362.767,34.25,193.317,216.25,191.533,274.9,270.433,332.683,125.733,193.467,251.683,275.233,197.117,64.75,125.25,407.85,238.167,240.667,52.7,122.617,133.567,127.933,166.283,215.433,232.717,310.833,313.083,369.933,110.5,152.783,293.367,182.517,113.7,297.05,167.7,270.433,249.7,369.983,0,172.867,228.35,411.45,118.933,137.35,169.733,339.633,255.183,100.433,160.7,142.633,316.067,207.15,191.5,311.583,217.683,342.25,153.483,184.95,167.867,330.133,259.467,265.75,155.25,210.617,75.417,197.833,232.267,257.7,86.183,370.917,165.833,324.383,153.867,151.983,355.133,97.467,207.183,325.5,228.15,475.05,122.6,278.817,143.65,178.1,294.583,129.733,339.1,224.5,336.333,166.467,93.167,244.85,342.633,321.4,250.4,403.433,364.517,223.833,167.65,301.667,135.2,222.933,309.633,285.15,216.583,177.7,385.65,309.367,119.55,126.283,355.117,381.15,227.383,123.533,251.617,306.2,199.1,330.3,179.483,327.7,250.567,143.467,78.683,195.867,177.733,217.667,250.417,316.5,141.317,382.117,131.85,236.4,146.4,322.417,243.9,146.317,170.95,316.4,163.55,23.45,142.167,273.867,281.617,226.367,196.017,273,159.867,359.7,94.05,359.95,346.05,235.4,390.25,45.517,251.233,131.233,278.017,246.367,421.45,289.733,399.8,182.833,279.8,176.883,231,230.85,246.367,356.133,421.217,379.617,132.717,101.217,232.717,382.317,299,246.867,346.033,110.2,182.783,141.217,47.7,277.483,155.25,164.183,87.1,494.183,27.867,150.083,204.067,209.3,251.767,99.35,198.567,137.883,378.217,64.983,208.233,140.45,171.833,259.15,193.667,218.95,235.417,273.083,466.167,158.2,332.567,239.467,275.05,200.367,256.95,354.883,329.533,268.083,127.283,137.717,440.583,234.167,178.55,175.917,156.017,198.9,293.35,186.95,431.867,310.4
"Ector",224.967,360.317,198.133,432.767,158.817,459.933,324.467,236.85,22.017,344.65,262.067,155.333,378.367,12.633,303.117,294.033,316.417,166.767,106.367,318.9,144.117,487.783,318.217,309.2,327.917,107.417,253.25,245.717,385.45,200.95,211.033,110.717,28.183,167,372.183,303.8,277.35,238.983,257.583,265.483,94.017,231.45,63.2,574.55,275.383,281.55,202.3,289.317,55.267,191.917,247.367,382.133,203.817,281.95,479.783,432.7,74.667,146.583,396.183,57.317,88.867,331.767,271.433,372.183,295.217,416.85,173.75,0,395.05,578.15,103.317,163.467,177.183,374.35,286.883,267.133,55.633,213.5,293.033,199.317,162.6,358.45,384.383,313.367,320.183,328.3,334.567,364.85,294.183,176.917,27.267,165.133,242.117,334.117,338.817,165.117,197.717,412.017,211.617,295.5,167.017,159.45,417.9,225.35,250.867,280.267,182.917,521.917,126.383,269.083,75.883,69.683,265.7,114.117,505.783,367.117,381.85,333.15,137.183,151.917,295.033,488.1,157.817,450.3,411.383,384.75,116.65,335.4,100.883,320.767,344.35,451.85,348.033,344.383,448.417,426.15,85.233,216.933,371.55,415.867,365.3,230.533,301.75,351.717,170.217,301.417,160.55,344.383,291.45,288.967,159.967,334.983,344.433,188.783,291.317,268.9,308.017,364.583,54.383,235.883,152.55,369.283,361.383,313,337.65,271.167,26.8,190.15,92.433,239.817,336.517,120.833,276.383,226.5,130.967,314.65,260.75,406.817,384.817,212.183,361.367,161.883,205.233,64.65,415.933,413.05,588.15,351.4,566.5,85.783,367.067,184.35,397.7,82.567,413.05,390.85,587.917,346.6,71.4,267.917,185.133,353.433,253.767,217.983,392.9,261.833,349.483,106.9,215.95,288.783,27.267,187.333,147.317,529.35,197.6,316.783,308.633,216.767,337.3,84.4,228.083,97.883,349.317,208.25,102.067,307.15,187.933,230.267,147.883,130.9,272.633,387.15,513.033,111.683,367.283,210.567,265.3,169.667,248.1,409.783,320.75,307.533,141.6,183.633,487.45,233.75,345.25,147.033,120.433,98.517,328.067,158.067,486.783,262.817
"Edwards",304.483,243.683,429.483,273.217,322.117,289.15,144.533,183.967,386.2,106.633,207.367,271.05,216.267,387.567,126.567,135.3,219.033,274.617,348.517,319.5,269.233,223.25,423.65,135.1,230.617,313.283,165.017,259.883,282.467,211.75,263.067,435.333,410.617,493.983,381.383,327.967,148.7,341.217,292.633,265.3,416.2,170.167,344.333,350.417,220.7,138.1,195,136.933,352.65,251.65,310.317,175.15,367.567,308.55,255.667,480.883,329.583,310.217,404.317,401.6,332.8,223.35,291.3,381.383,386.267,243.883,227.2,391.95,0,354.033,323.7,283.533,278.167,236.667,224.517,218.7,379.783,313.883,286,295.483,327.35,187.667,274.767,334.633,264.45,96.183,175.633,225.833,186.267,484.833,374.333,429.717,208.75,307.983,343.217,476.783,224.85,496.967,336.9,339.717,255.167,277.217,466.083,252.883,179.133,451.683,441.867,351.133,297.467,280.95,362.733,397.183,286.967,329.717,281.667,69.55,462.383,115.25,313.6,463.95,414.217,245.267,469.483,258.683,240.6,299.917,386.75,185.283,354.283,99.017,192.517,227.717,78.933,49.917,496.6,72.2,338.633,286.017,280.033,274.917,338.35,189.417,127.7,427.783,333.95,327.783,304.717,473.017,130.283,132.417,297.167,306.817,279.417,325.667,147.067,404.2,98.3,326.65,350.933,292.167,270.617,185.567,97.25,84.333,207.317,449.683,382.65,223.617,362.233,317.2,135.633,445.45,319.617,424.55,347.267,427.283,185.6,236.033,491.367,375.483,382.35,264.6,470.317,350.317,388.983,216.117,364.017,400.683,306.083,401.917,390.75,289.917,59.95,449.933,216.117,249.217,363.783,382.233,351.8,141.5,407.8,377.6,442.2,331.783,222.117,160.983,75.3,360.3,237.233,256.217,374.333,246.767,267.35,327.983,246.35,161.4,115.85,283.5,362.717,318.45,217.283,356.967,370.317,271.283,427.317,122.567,274.117,353.45,412.75,438.05,216.533,74.583,342.25,377.283,253.867,335.95,281.45,388.333,293.433,188.35,274.067,413.383,338.883,332.583,316.667,292.083,289.517,350.383,375.117,417.983,220.15,358.633,265.683,414.933
"El Paso",614.383,264.683,650.883,583.117,485.85,599.067,454.45,496.717,572.25,416.55,517.283,549.517,526.183,573.633,436.483,441.167,528.933,548.9,529.383,629.417,455.3,192.55,499.617,445.017,291.85,494.417,452.467,569.783,592.367,384.033,562.483,621.4,596.683,680.05,378,637.867,436.15,476.45,602.55,575.217,602.267,411.55,530.4,11.567,530.6,448.017,449.417,391.517,538.717,524.65,445.083,245.783,637.867,618.45,102.8,400.833,515.65,557.933,381.9,587.667,518.867,533.25,397.583,378,452.95,555.983,413.267,578.017,353.65,0,524.083,540.033,565.617,546.583,534.433,358.317,565.85,464.183,595.917,601.833,596.65,497.567,261.367,644.55,354.717,399.733,280.467,535.75,496.183,670.9,560.4,615.767,348.35,341.85,381.817,662.85,482.9,478.133,496.783,649.617,542.617,554.667,415.467,409.067,494.133,730.65,633.3,661.05,527.75,590.867,548.8,583.25,596.883,534.883,75.35,393.933,470.283,319.217,494.467,650.017,724.117,178.183,655.55,589.433,550.517,300.367,572.8,495.2,540.35,408.933,502.433,130.6,388.85,345.25,384.217,397.133,524.7,436.317,589.95,584.833,356.217,478.6,437.617,427.833,604.25,637.683,582.167,531.45,440.2,419.867,478.017,340.933,329.333,622.817,456.983,714.117,385.75,636.567,537,602.083,549.067,508.417,416.167,365.167,252.317,721.55,568.7,405.933,543.083,627.117,467.617,631.517,416.85,678.15,565.017,737.2,352.417,545.933,512.167,640.55,692.25,450.667,656.383,536.383,330.683,174.45,13.883,401.467,222.85,587.983,411.433,577.367,398.1,636,174.45,559.117,13.65,692.133,537.867,380.15,637.867,687.5,704.15,641.7,532.033,442.283,317.25,546.367,400.967,566.117,560.4,534.217,493.633,667.717,427.2,310.617,419.733,593.083,401.317,504.5,527.167,543.033,680.217,435,613.383,348.117,561.567,664.3,598.817,624.1,526.45,427.033,652.167,563.35,563.767,644.617,591.35,605.517,603.35,528.083,583.983,492.483,495.067,488.75,626.583,602,344.733,581.067,561.167,604.05,530.067,592.1,605.417,715.55
"Ellis",144.7,307.133,150.167,338.95,153.733,366.117,230.65,143.017,97.383,250.833,168.25,61.517,284.55,98.75,209.3,200.217,222.6,72.95,104.95,238.633,90.933,434.617,328.617,215.383,274.75,49.483,159.433,151.9,303.667,147.767,117.217,137.917,121.8,196.567,376.95,223.517,185.783,243.733,165.333,185.217,119.267,178.267,58.817,521.367,181.567,187.733,146.267,236.133,91.867,98.1,252.133,328.95,123.55,201.667,426.617,437.45,32.6,59.65,400.95,104.167,68.25,237.95,276.2,376.95,299.983,323.033,120.583,103.133,319.733,524.967,0,69.65,83.367,280.533,193.067,213.967,82.35,218.267,212.75,119.05,82.333,264.633,331.2,233.1,267,234.483,281.383,271.033,200.367,181.667,85.517,126.55,188.95,311.35,343.583,173.617,112.733,421.2,216.383,215.217,73.2,65.633,422.65,209.5,157.05,232.133,144.067,428.1,32.567,188.8,101.967,99.75,185.417,18.033,452.617,273.3,386.617,279.983,119.5,160.783,233.767,434.917,166.333,356.483,317.567,337.35,83.583,241.583,51.117,226.95,250.533,398.667,254.217,276.183,453.167,332.333,35.467,221.683,299.767,322.05,340.917,136.717,207.933,356.483,89.933,221.15,80.267,377.967,197.633,195.15,142.3,309.383,291.25,108.5,197.5,211.667,227.05,284.317,65.267,150.033,58.733,275.467,267.567,257.217,284.467,225.783,93.833,136.967,118.3,159.533,242.7,148.017,281.15,168.817,50.7,250.533,207.567,312.983,396.317,126.25,281.083,108.7,167.15,58.783,391.533,359.883,534.967,356.15,513.317,97.633,371.817,90.533,309.8,152.517,359.883,297.033,534.733,270.45,54.383,214.733,129.05,273.167,207.817,137.717,299.083,177.05,296.3,47.583,162.767,205.733,85.517,93.517,76.6,435.533,144.417,263.6,214.817,122.95,342.067,44.8,134.267,54.517,269.05,177.983,129.9,253.967,94.117,150,109.583,134.883,178.817,293.333,419.217,74.133,273.467,130.3,185.033,91.2,167.833,315.967,240.483,318.35,146.35,188.383,393.633,147.8,292.067,66.767,71.95,114.817,234.25,77.783,392.95,205.567
"Erath",130.883,323.717,180.383,298.567,197.083,325.733,190.267,102.633,158.817,210.45,127.867,25.483,244.167,160.183,168.917,159.833,179.25,25.167,148.3,236.667,129.533,433.167,371.95,175,291.333,79.183,119.033,108.567,263.283,164.367,73.883,199.35,183.233,258,400.55,227.367,140.117,287.083,127.833,151.367,180.7,164.733,120.25,537.967,141.183,147.333,104.4,196.833,141.767,35.25,296.383,345.55,130.983,208.333,443.2,480.8,94.033,56.3,423.483,165.6,121.917,197.567,297.817,400.55,343.317,282.633,137.983,164.567,286.8,541.567,70.75,0,45.867,240.133,149.717,230.55,143.783,261.6,192.217,83.283,78.25,224.233,347.8,234.433,283.6,194.083,296.367,230.65,159.983,243.1,146.95,187.983,205.533,327.95,362.383,235.05,70.883,464.533,259.717,222.667,32.817,28.117,466,231.183,116.667,241.05,192.783,387.717,44.5,154.967,151.85,161.183,186.767,76.75,469.2,232.917,429.95,258.2,162.85,222.217,241.2,451.517,227.767,316.1,277.183,353.933,145.017,201.2,112.55,186.567,210.133,415.25,213.817,236.133,496.517,291.95,96.9,264.267,256.433,281.65,357.5,96.333,167.533,399.817,97.383,228.583,55.617,421.317,157.233,154.767,185.633,325.967,307.85,115.95,157.1,217.7,186.667,275.6,126.7,112.533,19.85,235.083,227.183,204.75,301.067,234.7,155.267,153.6,161.633,150,202.317,209.45,326.133,187.533,93.35,257.983,224.167,272.6,439.667,138.917,281.75,144.767,228.583,120.217,408.133,376.467,551.55,399.5,516.017,159.067,409.917,53.017,269.417,213.95,376.467,256.65,551.333,277.9,115.817,192.95,158.7,277,226.517,145.15,258.7,124.583,250.367,112.917,179.367,162.4,146.95,53.117,68.517,395.15,165.85,265.7,174.417,85.45,381.867,105.533,93.883,115.95,269.717,202.967,191.333,232.183,50.783,157.433,171.65,196.317,138.433,252.933,378.833,135.567,233.067,137.733,151.183,134.417,133.083,275.583,223.767,361.683,189.7,231.733,353.25,110.3,308.667,96.467,133.383,176.25,193.867,104.717,352.567,211.6
"Falls",89.6,357.25,157.533,292.767,208.717,319.933,184.467,96.85,170.45,204.65,115.467,31.133,238.367,171.833,163.117,154.033,147.633,42.95,159.933,195.383,144.15,437.233,383.6,169.2,324.85,90.817,113.25,76.55,237.75,198.85,42.25,210.983,194.883,275.317,434.067,186.083,139.6,298.717,86.55,110.083,194.317,182.483,131.883,564.417,125.483,141.55,128.733,211.4,153.4,66.883,307.117,367.833,94.183,167.05,469.65,492.433,105.683,63.483,457,177.25,133.55,191.767,331.333,434.067,354.967,276.85,171.5,176.217,273.55,568.017,82.383,46.317,0,220.883,118.1,264.067,155.433,273.233,150.933,42,55.4,218.45,381.317,193.15,317.117,188.3,314.117,224.85,154.183,248.033,158.6,192.967,239.05,361.467,395.9,239.517,95.217,476.183,271.367,186.567,25.933,20.833,477.633,262.717,110.867,204.25,169.933,381.917,56.15,113.683,163.5,172.833,145.483,88.4,495.667,227.117,441.6,268.633,174.483,227.2,204.383,459.267,232.217,310.3,271.383,387.467,159.817,195.4,127.717,180.767,204.35,441.717,208.033,230,508.15,286.15,108.55,276.667,224.8,258.45,391.017,90.533,161.75,411.467,60.567,186.283,32.583,432.95,151.45,148.967,197.283,359.5,341.367,79.85,151.317,180.883,180.867,234.317,138.35,71.25,32.85,229.283,221.383,208.817,334.583,197.9,166.9,184.967,173.283,108.717,196.517,221.1,336.117,151.183,83.35,221.167,249.983,266.817,451.3,102.1,240.467,161.933,219.117,131.85,441.65,410,578.017,411.133,520.083,171.35,426.8,11.733,263.617,225.583,410,244.8,577.783,241.083,127.45,210.717,135.85,235.717,188.183,109.067,252.9,127.867,254.433,118.167,212.883,128.683,158.6,44.117,107.533,389.35,199.383,283.45,168.633,44.167,397.05,117.167,84.883,127.6,228.433,231.217,202.967,248.483,19.15,120.633,160.767,201.3,134.533,247.15,373.033,143.167,211.317,101.65,109.9,120.233,91.8,269.783,182.483,373.333,201.333,243.367,347.45,69.017,342.183,86.467,141.733,185.683,181.767,95.017,346.783,174.8
"Fannin",185.65,436.183,308.533,80.25,407.3,140.467,131.083,152.033,369.033,170.567,138.233,228.317,44.167,370.4,116.633,165.917,99.75,233.317,358.517,126.9,345.95,415.75,582.817,112.433,414.533,289.4,209.367,163.617,48.417,346.4,183.133,396.633,393.45,421.2,544.833,175.95,235.167,500.367,173.2,146.467,375.5,304.8,330.467,542.917,126.033,129.75,289.5,288.317,351.983,249.683,469.467,367.65,241.2,156.533,448.167,644.333,304.25,267.483,567.767,375.817,332.133,46.217,453.683,544.833,548.65,117.233,343.267,374.783,239.467,546.533,280.967,238.633,224.017,0,105.083,381.083,354,465.267,111.733,215.233,252.9,83.85,471,172.367,427.883,177.983,368.133,12.983,82.983,388.15,357.167,347.833,371.133,472.233,506.667,380.1,262.367,660.417,469.933,187.7,212.417,234.483,629.533,404.267,153.933,304.033,317.8,220.033,254.717,147.65,362.067,371.4,135.733,286.967,474.167,193.033,625.833,308.2,373.067,380.317,266.55,437.767,372.8,155.967,103.467,485.533,348.917,55.9,322.783,146.683,46.6,420.217,173.95,207.85,660.05,238.267,307.133,437.4,45.983,63.533,501.783,216.95,113.35,591.217,227.15,175.767,250.917,632.167,122.467,217.6,395.85,470.267,452.133,214.183,114.483,256.55,222.267,111.95,336.917,196.683,227.867,104.867,187.3,235.717,399.817,302.017,365.483,345,371.85,177.6,143.133,399.467,482,273.05,283.367,275.267,342.167,87.133,650.517,250.433,230.333,361.167,346.217,330.433,552.417,408.617,556.517,564.133,498.583,360.467,554.2,226.083,215.733,424.167,408.617,39.417,556.283,230.217,326.033,292.9,291.583,225.583,294.533,199.367,80.833,250.95,268.25,323.133,371.867,136.767,357.167,204.033,297.9,227.467,367.733,341.483,188.8,196.5,526.15,315.75,175.35,326.167,218.3,404.833,401.55,302.917,205.7,210.483,336.717,376.617,132.217,199.267,205.317,332.267,19.817,192.983,153.45,296.167,174,172.35,81.65,572.55,399.917,441.95,167.983,195.833,452.95,278.3,338.083,361.617,61.983,272.883,212.85,267.283
"Fayette",88.733,413.567,235.917,167.533,321.217,227.75,121.183,69.417,282.95,154.967,36.067,141.45,142.983,284.333,102.95,122.417,29.517,145.583,272.433,126.45,256.65,400.133,496.083,105.383,385.65,203.317,124.767,58.533,119.65,273.867,78.033,310.05,307.367,364.05,510.867,134.9,159.867,411.217,68.8,63.233,288.3,240.717,244.383,527.317,23.867,96.583,204.9,251.583,265.9,163.767,407.733,352.033,168.05,115.483,432.55,604.933,218.167,176.317,533.8,289.75,246.05,80.283,409.15,510.867,467.467,214.833,258.683,288.7,223.85,530.917,194.883,150.9,118.917,102.783,0,341.9,267.917,385.733,92.95,110.133,162.65,158.4,442.117,141.583,393.917,156.683,343.267,111.8,57.233,336.767,271.1,281.7,316.083,438.267,472.7,328.233,177.783,588.683,383.867,146.65,124.95,139.55,590.133,342.517,79.117,260.2,258.65,307.317,168.633,80.217,276,285.317,93.917,200.9,458.55,177.433,554.1,295.4,286.983,315.933,222.717,422.167,320.95,246.75,200.667,456.65,261.717,117.1,236.7,131.083,120.983,404.617,158.333,192.25,620.65,224.517,221.05,375.667,106.7,140.35,467.817,132.367,100.033,523.967,139.95,134.717,145.833,545.45,100.817,142.317,309.767,436.3,418.167,125.367,84.6,212.717,177.717,133.583,250.85,90.817,141.783,165.733,171.683,216.9,382.9,258.183,279.4,260.417,285.767,107.317,133.233,324.817,437.467,225.033,196.583,234.233,308.2,174.417,563.8,175.967,189.283,276.583,296.883,244.35,518.45,393,540.917,523.633,482.983,273.25,520.233,121,201.983,338.083,393,126.7,540.683,189.167,239.95,263.95,218.417,184.533,250.7,116.033,173.1,170.233,252.65,231.4,289.733,32.383,271.1,110.2,210.167,314.75,283.133,312.6,137.017,91.417,492.2,229.667,75.8,240.083,177.25,320.25,315.467,274.033,100.617,152.8,249.5,290.033,40.217,185.5,292.6,245.067,93.2,128.833,76.45,208.967,69.6,206.5,81.017,485.833,313.833,355.867,255.267,90.733,418.983,191.1,250.883,274.417,63.667,185.667,283.483,223.45
"Fisher",346.583,139.9,340.05,418.683,142.2,434.633,290.017,278.217,261.417,252.1,308.883,238.667,361.733,262.8,272.05,270.617,366.983,238.067,190.417,442.1,144.45,267.383,210.8,280.567,107.967,183.583,230.867,312.85,427.933,73.2,279.183,310.567,285.85,369.217,192.067,427,203.883,128.35,343.533,367.067,291.433,104.117,219.55,354.133,322.2,283.567,138.583,110.683,227.867,213.8,97.467,161.717,327.017,405.15,259.383,291.567,204.817,247.083,215,276.833,208.017,368.817,74.067,192.067,169.017,391.533,102.433,267.183,221.15,357.75,213.233,229.2,261.567,382.133,339.217,0,255,116.617,407.917,298.983,285.8,333.133,141.667,436.567,74.817,229.183,114.15,371.3,331.733,360.05,249.567,304.933,38.7,119.467,153.9,352,172.067,290.233,139.633,418.7,242.767,243.817,276.767,64.6,291.217,419.8,322.45,496.6,216.9,370.667,231.45,272.4,388.9,224.05,285.383,229.483,255.65,130.25,163.533,339.167,436.933,267.683,344.717,425,386.067,146.033,261.967,330.75,229.5,244.483,337.983,231.433,224.4,180.35,307.283,280.1,213.85,88.75,425.5,420.383,149.017,207.567,273.183,225.517,293.417,424.617,271.317,260.167,275.75,208.95,139.883,117.5,99.95,311.983,292.533,410.8,185.95,466.133,226.167,328.233,238.233,343.983,251.717,147.7,117.233,410.7,257.867,95.1,200.35,365.7,303.167,320.683,102.383,367.317,254.167,454.017,48.7,381.5,279.183,329.717,484.55,135.65,345.533,225.55,199.65,192.65,367.733,211.367,346.083,277.15,201.433,268.717,233.667,325.167,192.65,394.683,367.5,473.933,227.033,89.283,327.033,476.633,393.317,341.183,367.6,188.183,146.583,235.517,70.033,361.517,249.567,250.05,182.8,515.733,96.267,95.8,249.183,301.15,173.4,193.667,282.583,232.183,472.517,92.617,302.55,104.233,263.667,353.467,287.967,313.267,319.45,275.75,487.733,252.517,399.333,333.767,366.883,294.667,348.783,376.433,413.55,200.533,150.6,144.3,462.133,326,100.183,270.233,250.333,293.2,365.633,281.25,453.417,404.717
"Floyd",201.35,346.8,163.017,411.383,175.967,438.533,303.083,215.45,38.817,323.267,240.667,133.933,356.967,49.283,281.717,272.65,295.017,145.367,127.167,295.3,130.6,474.283,350.833,287.817,314.417,92.55,231.85,224.317,361.833,187.433,189.633,86.033,74.583,144.683,399.167,280.183,260.9,265.95,233.967,241.867,66.9,217.933,52.6,561.033,254,260.15,188.783,275.8,95.367,170.517,274.35,368.617,183.367,258.333,466.283,459.667,53.017,122.983,423.167,48.483,78.267,310.367,298.417,399.167,322.2,395.45,160.25,54.233,381.55,564.65,81.917,142.067,155.783,352.95,265.483,253.633,0,240.483,269.417,175.717,139,337.05,370.883,289.75,306.683,306.9,321.05,343.45,272.783,152.917,59.75,130.25,228.617,351.017,365.8,140.417,181.267,443.417,238.6,271.883,145.617,138.05,444.867,243.267,229.467,245.133,147.783,500.517,104.983,245.467,112.067,47.883,242.083,92.717,492.283,345.733,408.833,319.65,140.683,127.217,259.9,474.583,133.133,428.9,389.983,377.017,81.633,314,71.067,299.383,322.95,438.333,326.633,330.883,475.383,404.75,55.417,243.9,347.933,394.467,380.583,209.133,280.35,378.7,146.6,277.8,136.933,384.483,270.05,267.583,163.467,349.05,330.917,165.167,269.917,233.767,294.517,340.983,45.117,212.267,131.15,347.883,339.983,299.5,324.133,236.033,65.417,176.633,132.533,216.2,315.117,96.15,303.367,191.367,107.367,279.517,247.233,385.417,418.533,177.167,335.433,148.367,170.867,46.417,431.217,399.55,574.633,378.367,552.983,48.85,394.05,162.95,384.2,100.633,399.55,369.467,574.4,311.467,36.067,254.4,150,329.817,218.633,194.383,371.5,245.367,335.967,77.083,202.433,265.167,59.75,165.933,130.867,507.95,184.083,303.267,287.233,196.8,364.283,72.183,206.683,58.417,327.883,211.75,78.017,293.633,166.533,212.033,112.75,103.783,251.25,365.75,491.633,76.667,345.883,186.967,241.7,134.65,224.483,388.383,297.15,340.567,168.567,210.617,466.05,210.15,331.75,123.433,77.45,71.4,306.667,134.45,465.383,227.683
"Foard",353.617,244.75,340.367,502,85.717,517.95,373.333,335.667,231.633,333.8,366.333,252.4,445.067,205,355.367,330.367,413.483,263.833,119.017,447.55,172.017,372.233,136.467,363.9,212.367,190.183,288.317,342.783,494.55,134.433,308.1,306.8,234.517,365.45,169.483,432.45,265.767,51.6,356.217,379.75,287.667,165.35,203.15,459,379.65,366.9,196.6,192.383,163.883,271.833,33.867,266.583,332.483,410.6,364.233,245.317,201.95,253.7,192.417,267.35,175.867,428.833,82.05,169.483,107.85,474.867,144.383,212.85,312.717,462.6,218.7,260.533,274.25,465.467,383.95,116.667,240.483,0,420.6,311.667,291.267,416.467,218.583,442.017,145.517,288.95,219.017,454.633,391.25,360.383,197.717,305.267,137.95,144.433,125.3,352.333,230.083,229.067,23.983,424.15,264.083,256.517,230.517,65.55,348.667,420.133,322.783,579.933,223.517,383.35,160.05,268.65,394.35,229.5,390.233,311.183,194.483,228.933,119.233,339.5,437.267,372.55,345.05,508.317,469.4,195.067,262.3,414.083,230.617,327.817,421.317,336.283,306.1,262.05,261.033,378.783,214.967,27.117,490.65,503.717,162.7,265.017,356.5,164.35,298.867,430.067,283.583,185.833,359.083,270.183,96.1,145.283,170.35,317.433,375.867,411.133,245.7,493.233,210.233,340.917,249.617,427.3,333.417,229.4,222.1,411.033,203.017,156.333,128.95,368.467,386.5,316.917,62.867,367.65,259.633,456.883,153.55,464.817,204.183,335.167,490.017,151.033,345.867,212.1,208.2,297.5,472.583,164.017,450.933,273.383,177.3,281.417,315.367,288.9,297.5,478,472.367,479.383,220.617,170.983,327.367,482.083,393.65,346.633,450.917,250.067,245.267,236.633,113.083,396.617,197.717,284.4,231.183,599.067,116.083,200.65,308.95,313.833,143.65,187.317,325.15,229.85,477.983,77.967,298.783,202.917,285,358.917,288.3,313.6,376.9,357.45,571.05,252.833,464.35,339.233,379.583,299.267,361.467,459.75,452.15,126.217,75.433,33.817,545.467,338.683,164.3,275.683,250.667,292.167,425.133,286.717,536.75,405.05
