"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Rains",192.05,365.867,115.233,423.983,209.533,451.15,315.683,228.05,66.167,335.867,253.267,146.533,369.567,86.067,294.317,285.25,283.3,157.967,160.75,285.983,149.667,493.333,384.4,300.417,333.467,107.55,244.45,215.4,352.533,206.5,202.233,63.817,85.3,125.967,432.733,270.867,270.8,299.533,224.667,232.567,26.5,237,98.583,580.1,266.6,272.75,207.85,294.867,132.15,183.117,307.933,387.683,135.6,249.017,485.333,493.25,74.683,123.35,456.75,48.617,109.817,322.967,331.983,432.733,355.783,408.05,179.3,86.433,400.6,583.7,94.517,154.667,170.3,361.05,272.7,272.683,48.283,274.05,260.1,166.4,128.267,349.65,389.933,280.45,325.733,319.5,340.117,356.067,285.383,127.7,98.5,82.483,247.667,370.083,399.367,114.783,196.6,477,272.183,250.217,158.217,150.65,478.45,268.233,242.067,197.35,100,513.117,117.583,236.15,143.517,27.9,232.767,105.317,511.333,358.333,442.417,338.7,174.267,90.883,212.133,493.65,107.5,441.5,402.583,396.067,33.85,326.6,61.6,311.983,335.55,457.4,339.233,349.933,508.967,417.35,65.733,277.483,338.633,390.3,399.633,221.75,292.95,412.283,137.283,259.867,138.083,421.267,282.65,280.183,197.05,368.117,349.983,155.85,282.517,186,312.083,331.667,91.1,202.95,143.75,360.483,352.583,318.55,343.2,188.25,102.2,195.7,169.967,206.883,327.733,77.433,336.933,143.583,108.517,231.75,266.3,398.017,452.117,129.383,287.65,167.433,123.083,88.8,450.267,418.6,593.7,411.95,572.05,0,427.617,171.833,394.817,81.917,418.6,376.65,593.467,263.7,61.867,273.467,102.217,304.333,170.867,185.067,384.1,260.7,355.033,69.533,221.5,255.867,98.5,178.533,146.183,520.55,203.15,322.333,299.833,188,397.85,93.833,219.283,46.933,280.117,236.717,59.3,312.7,179.133,164.25,64.967,59.883,263.85,378.35,504.25,28.9,348.65,177.65,232.383,86.867,215.183,400.983,287.833,374.15,202.15,244.183,478.65,200.833,350.8,94.833,43.933,27.5,319.283,100.55,477.983,179.9
"Randall",507.383,194.05,494.133,590.533,246.117,606.483,461.867,457.283,385.383,423.967,487.933,406.15,533.6,358.75,443.9,442.467,536.35,417.05,272.767,601.317,323.433,358.45,118.85,452.433,177.267,343.933,409.933,491.85,599.783,252.183,458.167,460.567,388.283,519.217,51.7,586.2,383.083,129.333,509.967,533.517,441.433,279.7,356.9,414.2,501.267,455.433,317.567,282.55,317.633,392.8,143.067,252.8,486.233,564.35,350.45,100.167,355.7,407.45,34.117,421.117,329.633,540.667,137.8,51.7,72.183,563.4,281.417,366.6,388.75,414.45,372.45,408.183,428.017,554,518.267,201.967,394.233,176.183,574.35,465.433,445.017,505,166.9,595.767,129.433,401.05,221.667,543.167,503.6,514.15,351.467,459.017,216.5,89.517,55.433,506.1,351.05,123.067,159.567,577.9,417.85,410.267,85.367,222.417,470.267,573.9,476.55,668.467,377.267,537.1,313.8,422.4,548.1,383.267,376.45,401.35,88.483,289.367,285.85,493.25,591.033,358.767,498.8,596.85,557.933,143.383,416.05,502.617,384.367,416.35,509.85,322.517,396.267,352.217,115.883,451,368.717,192.55,597.367,592.25,97.65,386.633,445.033,47.067,452.617,583.817,437.333,150.683,447.617,383.7,272.3,92.55,115.333,471.183,464.4,564.9,357.8,645.2,363.983,494.667,403.367,515.833,423.583,319.55,208.3,564.8,356.767,274.083,282.7,522.217,475.033,470.683,114.833,521.4,413.383,610.65,220.567,553.35,139.15,488.933,643.767,326.983,499.633,365.85,82.583,283.717,422.85,19.967,437.167,427.15,0,435.167,405.517,442.667,283.717,566.533,419.45,633.133,374.367,261.133,481.117,635.833,547.4,500.4,539.45,367.25,314.183,390.383,262.75,540.583,351.467,429.033,361.783,687.6,287.6,231.1,421.05,467.583,37.15,341.067,461.65,383.6,631.733,249.467,452.55,270.317,438.75,512.683,442.067,467.35,498.517,447.617,659.583,406.6,571.183,492.983,533.333,453.017,515.233,548.283,592.617,111.717,229.183,188.15,634,492.45,110.2,429.45,404.417,445.917,537.483,440.467,625.283,558.8
"Reagan",81.683,363.5,156.35,287.467,214.967,330.917,195.45,107.817,176.7,215.633,117.3,37.383,249.35,178.083,174.083,165.017,149.467,49.2,166.183,187.467,150.4,448.217,389.833,180.183,331.1,97.067,124.217,68.633,239.583,204.133,44.083,220.15,201.133,274.133,440.317,178.167,150.567,304.967,78.633,102.167,194.183,193.467,138.133,575.383,127.317,152.517,139.7,222.383,159.65,74.35,313.367,378.8,90.6,159.133,480.633,498.683,111.933,69.733,463.25,183.5,139.8,200.233,337.583,440.317,361.217,287.817,177.75,182.467,284.533,579,88.633,52.567,10.967,222.717,119.933,270.317,161.667,279.483,143.017,34.083,55.25,229.417,387.567,185.233,323.367,199.267,325.1,231.733,165.167,246.867,164.85,191.8,245.3,367.717,402.15,238.333,106.2,482.433,277.617,183,36.9,27.083,483.883,268.967,121.833,200.683,168.75,392.9,62.383,105.767,169.75,179.067,137.567,94.65,506.633,238.1,447.85,279.617,180.733,226.033,200.817,470.233,231.033,321.283,282.35,393.7,159.667,206.383,127.583,191.75,215.317,452.683,219,240.967,514.4,297.133,114.8,282.917,226.633,260.283,397.267,101.517,172.717,417.717,57,178.367,32.45,439.2,162.417,159.95,203.533,365.75,347.617,76.283,162.283,177.317,191.85,226.4,144.6,63.333,39.1,240.267,232.367,219.8,340.833,194.317,173.15,193.367,179.517,100.8,207.5,234.917,342.367,147.6,83.2,217.6,260.95,277.783,457.55,98.533,232.55,168.167,217.95,138.1,447.9,416.233,588.983,417.383,531.05,171.217,433.05,0,274.6,231.833,416.233,246.633,588.75,237.517,133.7,221.683,134.683,227.8,184.6,104.167,263.883,138.85,265.4,118.017,219.133,120.767,164.85,55.1,113.783,400.333,205.633,294.433,179.6,36.25,403.283,123.417,92.3,133.85,220.517,237.467,209.217,259.45,28.517,117.05,159.6,200.133,136.383,258.117,384.017,143.017,213.15,98.067,101.983,119.05,83.883,280.75,174.567,379.583,207.583,249.617,358.417,61.1,348.433,86.333,141.6,184.5,183.6,94.867,357.75,171.217
"Real",284.85,288.2,415.7,245.233,325.517,261.183,106.883,175.633,389.583,66.433,197.117,257.267,188.3,390.967,110.883,126.35,199.4,262.283,351.917,299.867,272.633,267.75,434.817,114.6,266.533,316.683,164.167,249.617,261.967,215.15,254.733,438.733,414.017,497.383,396.85,308.333,146.317,352.383,273,245.667,419.6,173.55,347.733,394.933,204.933,129.767,198.4,140.333,356.05,252.583,321.483,219.65,358.083,288.917,300.167,496.333,332.983,296.433,419.767,405,336.2,202.75,305.7,396.85,400.65,208.517,230.6,395.35,60.383,398.533,309.917,267.583,264.383,216.167,204.9,233.1,383.183,317.283,266.367,287.133,313.55,159.7,323,315.017,279.9,87.233,220.133,205.333,166.633,482.283,377.733,427.15,223.133,324.233,358.667,474.233,225.783,512.417,340.3,320.083,241.383,263.433,481.533,256.283,170.783,432.067,428.083,323.167,283.667,261.317,366.133,400.583,267.333,315.933,326.183,55.633,477.833,160.2,317,461.4,394.583,289.783,466.933,223.317,212.633,337.55,384.183,164.783,351.733,90.067,172.017,272.233,69.983,59.867,512.05,79.25,336.083,289.417,259.533,246.95,353.8,187.3,109.267,443.233,325.6,308.15,290.933,484.183,119.683,128.75,300.55,322.267,304.15,315.417,135.533,384.583,101.7,307.017,354.333,281.917,256.817,149.1,46.817,87.733,251.817,430.05,386.033,227.017,365.617,297.583,86.933,448.85,334.017,401.067,333.483,407.65,194.183,208.05,502.533,366.017,362.717,268,467.767,353.717,404.433,260.617,408.533,416.15,350.6,398.233,406.2,276.133,0,453.333,260.617,221.233,408.3,362.6,355.2,144.9,394.017,357.967,422.567,312.15,194.15,162.1,120.267,352.1,240.617,236.583,377.733,232.983,270.75,291.183,249.75,193.483,106.9,275.15,378.167,321.833,208.95,355.133,350.683,274.667,430.717,154.933,260.333,333.817,411.783,435.483,196.9,42.467,314.283,374.733,233.367,316.317,261.817,374.55,273.817,151.883,254.433,424.567,342.283,335.967,288.7,281.833,304.967,336.6,372.55,415.433,200.533,344.85,228.867,395.3
"Red River",272.95,417.883,170.25,482.467,234.2,509.633,374.167,286.533,90.817,394.35,311.75,205.017,428.05,89.567,352.8,343.733,364.217,216.45,181.75,367.117,201.683,545.367,375.783,358.9,385.5,163.633,302.933,297.483,433.667,258.517,260.717,59.683,71.467,85.3,447.567,340.317,331.983,314.367,306.567,313.467,69.35,289.017,137.967,632.117,325.083,331.233,259.867,346.883,130.65,241.6,322.75,439.7,203.45,332.017,537.367,508.083,124.1,194.067,471.567,61.983,155.933,381.45,346.817,447.567,370.6,466.533,231.333,82.533,452.633,635.733,153,213.15,226.883,424.033,336.567,324.717,96.867,288.883,341.233,244.383,207.967,408.133,441.967,361.583,377.767,377.983,392.133,414.55,343.867,111.833,102.65,112.733,299.7,409.5,414.2,104.95,252.35,469.583,287,302.683,216.7,209.133,493.283,300.733,300.55,229.267,140.183,571.6,176.067,317.067,151.267,61.717,313.917,163.8,563.367,416.817,457.233,390.733,212.567,100.867,247.867,545.667,102.567,499.983,461.067,448.1,108.933,385.083,141.117,370.467,394.033,509.417,397.717,401.967,523.8,475.833,126.5,292.317,419.767,471.433,440.683,280.233,351.433,427.1,217.817,312.35,208.017,401.95,341.133,338.667,235.35,410.367,402.017,236.767,341,238.15,365.6,412.8,129.15,284.85,202.233,418.967,411.067,370.583,395.217,220.167,102.183,247.717,167.817,287.8,386.217,65.583,351.767,185.033,178.45,267.483,318.317,456.5,442.383,197.233,323.4,219.45,142.067,136.3,491.3,470.633,645.717,426.783,624.067,82.683,442.45,234.033,455.283,0,470.633,440.55,645.483,299.45,108.017,325.483,165.55,356.483,202.783,265.967,442.583,316.467,407.067,149.083,273.533,336.767,102.65,237.017,201.95,579.033,255.167,374.35,358.317,265.983,412.683,143.267,277.767,123.867,324.383,283.633,51.033,364.717,237.617,232.1,126.283,80.667,322.333,436.833,562.733,108.6,416.967,256.9,313.3,166.567,296.083,459.467,368.967,365.1,216.983,259.017,537.133,282.733,402.833,174.533,123.633,76.583,377.767,180.25,536.467,232.05
"Reeves",478.333,99.1,485.3,447.067,320.267,463.017,318.383,360.65,406.683,280.483,381.217,383.933,390.117,408.067,300.417,305.1,392.883,383.317,363.8,493.35,289.717,98.7,395.783,308.95,126.283,328.85,316.4,433.733,456.317,218.467,424.45,455.833,431.1,514.483,274.3,501.817,300.1,316.2,466.483,439.15,436.7,245.983,364.817,169.35,394.55,311.95,283.85,233.533,373.133,359.067,285.3,80.217,472.283,482.4,74.583,377.1,350.083,392.35,297.233,422.083,353.283,397.2,236.6,274.3,330.283,419.917,247.7,412.433,217.583,172.95,358.5,374.45,406.833,410.517,398.383,192.733,400.267,298.617,459.85,444.25,431.067,361.517,130.3,508.5,194.75,263.667,114.883,399.683,360.117,505.317,394.833,450.2,182.767,203.283,239.433,497.267,317.333,400,321.633,513.567,388.033,389.083,362.3,243.483,358.067,565.067,467.717,524.983,362.167,454.8,383.233,417.667,460.817,369.317,100.583,257.867,365.417,180.117,328.883,484.433,582.2,82.75,489.983,453.367,414.45,180.083,407.233,359.133,374.767,272.867,366.367,46.633,252.783,209.183,390.467,258.783,359.117,270.75,453.883,448.767,227.783,341.183,301.567,324,438.667,501.633,416.583,427.617,304.133,283.817,312.433,202.617,174.733,457.233,320.917,556.067,249.7,500.5,371.433,466.017,383.5,372.35,280.1,229.117,86.75,555.967,403.133,240.367,377.517,491.05,331.55,465.95,264.917,512.583,399.433,599.283,186.85,409.883,416.083,474.983,556.2,285.1,490.8,370.817,263.617,0,182.933,296.9,161.15,422.417,286.967,413.983,262.05,470.433,0,423.067,182.717,556.083,372.3,218.633,472.3,551.45,538.583,486.45,395.967,304.867,181.2,380.783,235.383,430.067,394.833,395.317,328.05,529.367,261.633,145.033,283.683,446.417,258.933,338.933,391.117,377.45,544.167,269.433,447.817,189.817,408.933,498.733,433.233,458.533,390.383,290.967,516.117,397.767,427.717,479.033,455.3,439.933,467.283,389.717,447.917,388.383,329.483,323.183,490.517,465.933,185.1,415.5,395.6,438.467,394.017,426.517,467.05,549.983
"Refugio",202.25,447.25,324.767,42.4,423.583,102.617,142.15,168.317,385.317,181.633,157.567,244.6,38.65,386.683,127.7,176.967,124.583,249.6,374.8,144.6,362.233,426.8,593.867,123.5,425.583,305.683,225.65,188.467,53.583,357.467,207.967,412.867,409.733,437.433,555.9,192.183,246.217,511.433,198.033,163.067,391.733,315.867,346.75,553.983,149.15,146.033,305.783,299.383,368.267,265.967,480.533,378.7,257.417,172.767,459.217,655.383,320.533,283.767,578.817,392.1,348.417,62.5,464.75,555.9,559.7,92.233,359.55,391.067,250.517,557.583,297.25,254.917,248.85,38.017,129.933,392.15,370.283,476.333,127.967,240.083,269.117,76.067,482.05,188.6,438.95,189.05,379.183,29.317,99.267,404.367,373.45,364.067,382.183,483.283,517.717,396.317,278.65,671.467,486.217,203.933,228.7,250.767,640.583,415.333,170.217,320.267,334.017,182.183,271,163.867,378.35,387.683,151.967,303.25,485.233,204.1,636.883,319.25,389.35,396.55,282.783,448.833,389.033,133.983,75.533,496.6,365.15,72.45,339.067,157.75,63.15,431.283,185,218.917,671.1,235.333,323.417,448.467,62.217,38.417,512.85,233.233,124.4,602.283,243.383,192,275.767,643.233,134.2,228.667,412.133,481.317,463.2,230.4,130.767,272.783,233.333,118.683,353.2,216.4,244.15,97.083,198.35,246.783,410.867,318.25,381.767,361.283,388.133,193.833,140.95,415.7,493.067,289.267,299.6,291.5,353.233,49.283,661.583,266.667,246.567,377.45,362.45,346.717,563.483,419.667,567.583,575.2,509.65,376.7,565.25,250.933,222.15,440.45,419.667,0,567.35,246.45,342.317,303.95,307.817,241.817,310.767,215.6,47.967,262,279.317,339.417,382.933,161.617,373.45,220.317,314.183,189.617,384.017,352.533,199.867,221.35,537.217,332.033,191.633,342.45,234.533,421.117,417.833,313.983,230.55,226.717,352.95,392.833,148.5,196.05,167.467,348.5,43.1,209.217,169.667,312.4,198.85,164.567,97.883,583.617,416.2,458.233,130.133,220.667,464.017,294.533,354.317,377.85,81.25,289.1,190.067,283.517
"Roberts",624.333,274.617,660.817,593.067,495.783,609.017,464.4,506.65,582.2,426.483,527.217,559.45,536.117,583.583,446.433,451.1,538.883,558.833,539.317,639.35,465.233,202.5,506.767,454.95,301.8,504.367,462.4,579.733,602.317,393.983,572.417,631.35,606.617,690,385.15,647.817,446.1,486.4,612.483,585.15,612.217,421.5,540.333,19.667,540.55,457.95,459.367,401.467,548.65,534.583,455.033,255.733,647.8,628.4,112.75,408,525.6,567.867,389.05,597.6,528.8,543.2,407.533,385.15,460.117,565.917,423.217,587.95,363.6,11.883,534.017,549.967,575.567,556.517,544.383,368.25,575.783,474.133,605.85,611.767,606.583,507.517,271.3,654.5,364.667,409.683,290.4,545.683,506.117,680.833,570.35,625.717,358.283,351.8,391.75,672.783,492.85,485.283,506.717,659.567,552.55,564.6,422.617,419,504.067,740.583,643.233,670.983,537.683,600.8,558.75,593.183,606.817,544.833,85.283,403.867,477.433,329.167,504.4,659.95,734.067,188.133,665.5,599.383,560.45,310.317,582.75,505.133,550.283,418.867,512.367,140.55,398.783,355.183,391.367,407.083,534.633,446.267,599.883,594.767,366.15,488.533,447.567,434.983,614.183,647.633,592.1,538.617,450.133,429.817,487.95,350.867,339.267,632.75,466.917,724.067,395.7,646.5,546.95,612.033,559.017,518.367,426.1,375.117,262.267,731.483,578.65,415.883,553.033,637.067,477.55,641.467,426.783,688.1,574.95,747.133,362.367,555.883,519.317,650.5,702.2,460.617,666.317,546.333,337.833,184.383,9.033,408.633,232.783,597.933,418.6,587.317,408.05,645.95,184.383,569.067,0,702.083,547.817,390.083,647.817,697.45,714.1,651.633,541.983,452.233,327.2,556.3,410.9,576.067,570.35,544.167,503.567,677.667,437.15,320.55,429.683,603.033,411.25,514.45,537.117,552.967,690.167,444.95,623.333,358.05,571.517,674.25,608.75,634.05,536.383,436.967,662.117,573.283,573.717,654.55,601.3,615.45,613.3,538.017,593.917,499.65,505,498.7,636.517,611.933,354.667,591.017,571.117,613.983,540.017,602.033,615.35,725.5
"Robertson",171.217,567.383,172.55,287.4,413.283,347.617,280.133,251.533,327.333,313.9,218.2,263.017,271.167,349.25,261.9,294.333,168.617,274.833,364.5,150.817,351.183,559.083,588.15,264.333,535,309.733,305.467,200.55,222.433,408.017,232.85,245.617,346.467,246.25,636.483,67.95,342,503.283,181.2,152.617,264.233,423.983,309.383,686.267,206,255.533,369.817,433.7,342.433,299.983,511.667,510.983,148.767,94.417,591.5,697,280.833,260.233,660.483,306.6,318.833,241.25,539.683,636.483,559.533,337.233,380.833,347.6,382.8,689.867,271.233,278.2,242.383,230.967,189.45,474.217,311.467,477.8,130.017,216.85,210.133,310.85,591.467,131.333,527.267,321.317,511.467,239.983,216.183,213.2,332.5,196.333,449.2,571.6,603.117,205.133,336.3,680.733,475.917,75.883,267.433,252.717,682.2,469.75,261.233,89.617,177.017,427.183,283.033,130.767,352.533,284.383,99.167,267.133,617.5,336.367,646.15,451.533,378.567,208.767,52.133,581.1,197.85,378.983,320.533,597.6,244.85,276.05,265.417,290.017,273.6,563.55,317.283,351.183,712.717,383.467,281,485.167,208.533,260.217,601.167,313.067,258.983,616.017,181.483,77.183,222.983,630.583,259.767,324.433,401.367,569.633,551.517,171.417,243.533,89,359.85,196.483,312.25,183.55,264.733,324.683,330.633,379.05,544.717,100.267,340.8,397.217,378.983,146.883,292.183,233.067,540.683,136,240.617,52.05,467.817,294.283,655.867,158.667,27.45,368.95,167.667,305.75,651.8,551.95,699.85,615.7,641.917,265.083,631.367,228.9,360.933,297.567,551.95,246.567,699.633,0,295.783,436.233,164.317,59.767,98.783,158.167,292.967,350.933,411.6,270.6,423.033,180.217,332.5,262.333,339.417,434.617,404.667,484.817,319.133,195.3,601.6,299.5,248.1,269.683,24.933,438.233,252.967,446.25,246.583,137.933,220.683,225.6,222.333,344.45,412.467,248.1,218.55,144.617,136.567,214.317,174.6,365.433,157.733,577.9,405.9,447.933,375.133,190.883,552.333,235.817,257.617,250.35,224.617,230.117,435.067,87.033
"Rockwall",174.667,320.1,146.7,384.683,155.333,411.85,276.383,188.75,61.867,296.567,213.967,107.233,330.267,65.8,255.017,245.95,268.317,118.667,106.55,268.6,103.9,447.583,330.217,261.117,287.717,65.85,205.15,197.617,335.15,160.733,162.933,94.117,85.35,152.767,378.55,253.483,234.2,245.333,207.267,215.167,74.983,191.233,42,534.333,227.3,233.45,162.083,249.1,79.233,143.817,253.733,341.917,153.517,231.633,439.583,439.05,26.317,96.283,402.55,60.367,55.617,283.667,277.8,378.55,301.583,368.75,133.55,70.75,354.85,537.95,55.217,115.367,129.1,326.25,238.783,226.933,36.4,219.867,242.717,149.017,112.3,310.35,344.183,263.05,279.983,280.2,294.35,316.767,246.083,161,61.45,111.583,201.917,324.317,345.183,148.5,154.567,422.8,217.983,245.183,118.917,111.35,424.25,222.633,202.767,226.45,129.1,473.817,78.283,218.767,89.317,55.95,215.383,66.017,465.583,319.033,388.217,292.95,120.067,135.3,243.6,447.883,141.2,402.2,363.283,350.317,68.617,287.3,44.367,272.683,296.25,411.633,299.933,304.183,454.767,378.05,28.717,223.283,321.25,367.767,353.883,182.45,253.65,358.083,119.9,251.1,110.233,367.367,243.35,240.883,142.85,322.35,304.233,138.467,243.217,217.467,267.817,314.283,41.2,185.567,104.45,321.183,313.283,272.8,297.433,217.35,69.75,149.933,115.767,189.5,288.433,104.217,282.75,173.967,80.667,263.217,220.533,358.717,397.917,155.533,311.05,121.667,152.2,33.6,404.517,372.85,547.933,357.75,526.283,60.35,373.417,136.25,357.5,108.717,372.85,342.767,547.7,295.167,0,227.7,133.683,303.117,199.967,167.683,344.8,218.683,309.283,50.383,175.75,238.467,61.45,139.233,104.167,481.25,157.383,276.567,260.533,170.1,343.667,45.483,179.983,30.633,299.017,191.133,86.1,266.933,139.833,179.967,94.633,111.85,224.55,339.05,464.95,59.167,319.183,160.267,215,113.017,197.783,361.683,270.45,319.95,147.95,189.983,439.35,183.45,305.05,96.733,56.983,79.467,279.983,107.75,438.683,211.367
"Runnels",297.683,173.367,339.9,329.383,180.167,345.333,200.717,204.1,261.283,162.817,234.75,193.067,272.45,262.65,182.75,181.317,275.2,184.7,223.7,375.683,144.317,249.25,289.9,191.283,140.983,183.433,155.133,253.833,338.633,76.117,220.167,310.433,285.7,369.083,251.933,384.133,121.933,207.467,287.167,317.833,291.3,37.067,219.417,376.417,248.083,194.283,88.817,21.4,227.733,161.733,176.567,164.417,301.85,364.717,281.667,351.417,204.667,232.233,274.867,276.683,207.883,279.517,160.783,251.933,255.75,302.25,102.3,267.033,141.733,380.033,213.1,191.8,208.067,292.85,265.083,88.183,254.867,172.367,342.183,250.067,248.333,243.85,197.433,390.817,134.983,139.9,104.1,282.017,242.45,359.917,249.433,304.8,78.233,179.317,213.75,351.867,122.3,367.5,195.383,392.75,183.75,198.217,336.617,111.367,213.717,411.933,322.317,407.317,202.083,321.4,237.833,272.267,343.15,223.917,307.667,140.2,332.917,65.233,188.783,339.033,412.067,271.267,344.583,335.7,296.783,205.317,261.833,241.467,229.367,155.2,248.7,253.717,135.117,91.067,367.133,215.083,213.717,144.5,336.217,331.1,208.883,133.45,183.883,298.317,268.25,383.95,225.717,339.267,186.467,122.55,172.35,177.35,159.233,286.033,203.25,388.567,96.65,382.833,226.033,279.317,192.617,254.683,162.433,58.4,143.733,405.567,257.733,93.033,237.417,316.783,213.883,320.533,189.1,357.617,254.033,428.85,49.267,292.2,357.617,309.783,438.533,139.683,345.4,225.417,259.517,218.65,390.017,271.233,332.083,277.017,261.3,219.8,144.367,325.033,218.65,305.383,389.8,448.767,226.9,0,328.8,433.783,395.85,315.233,278.3,110.867,81.567,235.383,95.283,287.4,249.433,191.033,161.167,426.45,121.533,73.433,159.9,252.233,233.25,193.533,208.467,232.05,426.483,129.333,302.417,39.217,206.133,328.3,287.833,313.133,245.333,186.467,398.433,252.367,310.033,307.833,317.633,294.533,299.867,287.133,330.25,279.65,197.367,191.067,372.85,277.083,160.05,272.4,250.2,293.067,276.333,280.65,364.133,382.467
"Rusk",129.367,423.367,21.667,347.05,266.367,407.267,316.55,228.917,167.7,336.733,213.9,144.533,330.817,189.617,295.2,286.117,220.617,156.35,217.583,215.533,207.183,550.85,441.25,301.283,390.983,165.067,245.317,159.933,282.083,264.017,163.983,121.617,186.833,157.4,489.583,187.783,271.667,356.367,165.833,169.883,104.6,294.5,154.967,637.617,223.917,273.633,251.333,334.717,189.917,181.5,364.767,445.2,50.267,179.483,542.85,550.083,133.917,122.567,513.583,146.967,166.3,292.183,392.767,489.583,412.617,396.883,236.817,187.967,405.633,641.217,128.233,159.717,136.85,290.6,216.95,330.2,151.833,330.9,189.667,118.75,91.667,350.517,447.45,210,383.25,320.383,397.633,299.633,268.183,124.333,177.983,73.55,305.183,427.6,456.217,115.817,217.817,533.833,329.017,150.15,159.1,134.233,535.283,325.733,242.95,106.4,46.233,486.833,147.317,165.317,200,124.75,162.333,124.133,568.85,359.2,499.25,397.8,231.667,106.983,112.067,551.167,108.517,438.633,380.183,453.583,85.217,326.083,105.783,312.85,329.95,514.917,340.117,362.067,565.8,418.233,121.367,338.267,268.183,319.85,457.15,222.617,293.817,469.117,82.6,159.817,104.5,478.05,283.533,281.05,254.45,425.633,407.5,92.283,283.383,85.933,312.95,261.217,157.733,144.133,146.267,361.367,353.467,342.633,400.717,100.05,186.283,253.217,226.45,142.017,328.6,126.133,393.783,43.517,91.833,131.683,323.817,353.933,508.95,48.3,187.583,224.95,85.367,151.233,507.783,476.117,651.217,468.783,629.567,105.45,484.45,136.733,395.7,166.817,476.117,306.2,650.983,163.633,136.15,334.017,0,204.267,82.517,120.2,352.617,259.95,388.25,110.967,279.017,193.183,177.983,180.283,193.867,494.267,260.65,379.85,300.7,140.35,454.7,152.583,197.2,110.05,180.05,294.233,136.133,371.783,155.3,80.517,61.05,101.6,232.967,379.217,472.117,88.467,278.2,105.317,169.7,55.617,152.5,401.867,217.383,430.983,258.983,301.017,434.767,142,408.317,77.117,97.983,90.717,275.55,82.817,478.85,79.833
