"","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
"Dade",151.059,348.137,426.057,356.259,264.485,52.225,142.301,479.477,429.082,372.13,138.914,142.301,310.16,323.228,299.097,505.136,283.086,306.106,212.746,188.605,525.454,97.224,326.763,379.448,128.864,159.893,394.125,307.003,0,117.422,357.149,318.228,328.371,501.611,452.383,260.217,355.814,413.723,429.313,391.711,419.653,129.158,380.868,292.525,414.551,245.317,374.751,514.224,51.031,391.217,255.703,245.153,28.329,324.459,379.349,37.045,465.046,145.826,307.003,136.745,379.939,356.515,254.458,70.342,52.177,442.594,24.052,493.94,285.982,450.395,372.983,428.285,478.287,300.893,352.373,372.073,215.662,97.224,496.218,405.897,255.109,72.589,447.618,277.592,80.795,375.041,481.929,443.311,251.954,245.846,84.891,247.546,232.962,525.797,86.478,155.189,290.515,291.302,412.25,324.007,424.008,407.309,407.309,472.414,408.13,98.581,300.058,143.759,260.387,529.483,174.345,347.961,437.083,102.801,422.383,144.739
"Dallas",148.549,418.305,496.225,281.649,334.653,169.576,255.831,371.817,321.422,297.52,49.34,255.831,235.55,248.618,315.301,397.476,353.254,198.446,105.086,229.712,451.913,47.294,292.148,344.833,192.362,201,464.293,232.393,117.785,0,383.974,388.396,219.117,393.951,344.723,247.6,281.204,483.891,499.481,461.879,489.821,242.688,451.036,362.693,484.719,137.657,255.129,406.564,151.14,316.607,181.093,315.321,97.5,365.566,304.739,93.379,357.386,186.933,232.393,200.243,345.324,321.9,179.848,138.453,117.316,512.762,94.491,386.28,284.257,375.785,298.373,498.453,370.627,193.233,422.541,442.241,141.052,47.294,388.558,331.287,325.277,43.606,339.958,347.76,116.482,267.381,474.232,368.701,322.122,309.344,98.626,317.714,158.352,439.59,142.842,105.259,182.855,183.642,337.64,249.397,323.029,332.699,332.699,397.804,300.47,88.334,225.448,93.829,152.727,454.873,99.735,273.351,329.423,23.424,492.551,57.616
"Daviess",282.662,105.573,157.749,257.893,109.31,306.354,215.226,624.145,598.539,384.488,406.047,215.226,311.097,278.512,86.553,597.146,115.634,573.37,480.01,189.206,168.944,364.233,213.213,205.97,192.314,254.259,86.136,332.574,357.768,384.686,0,118.832,468.96,748.634,751.627,210.448,359.341,88.477,106.752,37.3,78.534,271.711,138.304,70.797,73.404,512.581,499.804,590.063,322.282,427.729,379.286,117,309.284,95.746,413.715,398.878,687.018,229.093,332.574,192.18,158.03,210.191,357.627,341.593,354.348,91.257,382.743,687.694,236.213,372.294,319.648,77.764,678.371,489.9,112.445,129.509,295.53,364.233,742.947,252.886,114.54,339.159,651.02,93.255,294.919,642.305,125.419,257.909,106.035,74.629,312.453,111.88,286.468,169.287,358.935,422.198,514.186,558.566,406.337,408.497,567.679,438.535,438.535,515.973,692.411,457.89,433.628,410.768,456.986,269.407,330.654,385.801,627.583,369.335,97.137,411.273
"DeKalb",282.56,48.746,119.88,337.65,59.103,267.758,176.63,658.857,633.251,419.2,411.303,176.63,345.809,313.224,123.88,631.858,36.651,578.626,485.266,223.918,286.818,369.489,311.706,288.047,197.537,265.148,104.222,360.243,319.172,389.942,118.513,0,496.629,783.346,786.339,245.16,394.053,127.051,123.136,153.075,181.017,218.666,74.639,67.18,139.287,517.837,534.516,624.775,283.686,462.441,406.955,73.182,314.54,177.823,448.427,360.282,721.73,238.712,360.243,196.926,240.107,292.268,385.296,302.997,315.752,203.958,344.147,722.406,270.925,450.441,354.36,189.649,713.083,517.569,44.597,65.844,310.215,369.489,777.659,334.963,62.627,344.415,685.732,65.331,300.175,647.561,243.293,339.986,76.737,113.728,317.709,92.455,321.18,287.161,320.339,427.454,563.035,563.822,441.049,443.209,602.391,473.247,473.247,550.685,727.123,419.294,467.877,416.024,484.655,413.151,330.552,420.513,662.295,374.591,135.711,416.529
"Dent",248.025,531.918,609.838,216.351,450.275,393.251,391.149,203.196,156.204,154.329,226.693,391.149,188.115,220.301,399.311,176.179,466.867,110.886,130.193,279.671,423.596,285.512,263.831,292.267,332.516,271.469,550.198,141.767,328.354,219.295,475.18,502.009,0,296.84,247.612,268.456,138.016,554.872,613.094,452.481,496.967,396.423,564.649,470.496,531.379,188.391,49.812,165.701,374.815,173.416,96.152,428.689,308.326,381.978,161.548,317.054,260.275,301.635,141.767,340.374,317.007,293.583,116.487,362.128,340.991,501.829,318.166,266.745,255.94,232.594,169.183,488.336,257.422,62.694,536.154,555.854,240.528,285.512,291.447,229.474,438.89,270.517,197.895,455.563,251.003,170.27,445.915,304.424,429.925,393.354,233.532,416.15,196.072,411.273,366.517,288.635,100.235,192.162,194.449,106.206,98.818,189.508,189.508,138.186,203.359,326.552,82.257,269.984,66.39,353.06,199.211,130.16,160.944,230.769,563.532,168.804
"Douglas",489.002,812.978,890.898,504.007,731.335,554.466,640.721,129.74,197.492,376.967,402.238,640.721,478.787,479.946,680.371,155.399,747.927,197.419,299.188,615.279,704.506,432.184,544.741,550.646,577.252,647.117,823.357,467.481,502.675,394.84,749.044,783.069,297.789,0,54.537,549.516,441.952,835.932,894.154,727.794,772.28,627.578,845.709,751.556,836.76,250.831,278.483,164.487,536.03,331.622,473.622,709.749,482.39,657.291,339.415,478.269,77.202,655.166,467.481,585.133,597.917,574.493,493.957,523.343,502.206,777.142,479.381,125.931,537,390.964,441.754,763.649,73.714,286.971,817.214,836.914,481.505,432.184,20.704,500.615,719.95,428.496,146.694,736.623,501.372,159.283,726.825,493.751,710.985,674.414,483.516,697.21,571.72,673.631,527.732,464.18,249.43,209.618,352.819,383.024,243.303,334.542,334.542,241.132,150.977,473.224,407.689,445.529,328.72,591.747,440.188,382.068,196.59,403.161,844.592,366.412
"Dunklin",439.109,817.543,895.463,508.572,735.9,504.573,590.828,134.305,131.008,381.532,352.345,590.828,483.352,484.511,684.936,159.964,752.492,147.526,249.295,619.844,709.071,382.291,549.306,555.211,527.359,535.997,827.922,472.046,452.782,344.947,753.609,787.634,247.896,53.785,0,554.081,446.517,840.497,898.719,732.359,776.845,577.685,850.274,756.121,841.325,230.494,228.09,169.052,486.137,336.187,326.126,714.314,432.497,661.856,343.98,428.376,81.767,521.93,472.046,535.24,602.482,579.058,347.786,473.45,452.313,781.707,429.488,130.496,541.565,395.529,446.319,768.214,78.279,237.078,821.779,841.479,431.612,382.291,48.392,505.18,724.515,378.603,105.091,741.188,451.479,104.924,731.39,498.316,715.55,678.979,433.623,701.775,448.912,678.196,477.839,414.287,199.537,189.281,357.384,387.589,186.172,339.107,339.107,245.697,82.677,423.331,304.756,395.636,278.827,596.312,390.295,386.633,124.462,353.268,849.157,316.519
"Franklin",169.942,274.185,352.105,103.385,192.542,348.569,257.441,424.592,398.986,184.935,292.89,257.441,111.544,78.959,141.578,397.593,209.134,360.814,293.111,76.486,210.871,282.244,77.441,112.942,151.285,109.305,284.564,125.978,261.081,247.484,210.251,244.276,262.364,549.081,552.074,0,159.788,297.139,355.361,193.179,237.665,313.926,306.916,212.763,297.967,351.309,300.251,390.51,364.497,228.176,172.69,170.956,244.608,122.676,214.162,314.059,487.465,116.373,125.978,154.755,104.282,90.088,151.031,383.808,337.996,242.527,315.171,488.141,25.731,216.176,120.095,229.034,478.818,283.304,278.421,298.121,106.509,282.244,543.394,153.023,181.157,267.249,451.467,197.83,200.663,498.311,209.337,190.437,172.192,135.621,212.891,158.417,97.447,198.548,401.15,340.209,307.59,397.294,206.784,208.944,368.126,238.982,238.982,316.42,492.858,323.284,233.612,328.779,250.39,251.762,148.237,186.248,428.03,224.171,305.799,232.722
"Gasconade",210.248,423.224,501.144,99.156,341.581,370.088,316.789,316.734,291.128,93.34,317.043,316.789,70.92,90.192,290.617,289.735,358.173,248.876,220.543,186.403,314.752,312.641,154.987,175.072,253.567,206.209,433.603,44.048,355.483,281.211,359.29,393.315,137.99,441.223,444.216,159.762,0,446.178,504.4,343.637,388.123,361.875,455.955,361.802,447.006,278.741,184.37,282.652,401.944,127.365,95.056,319.995,335.455,273.134,122.567,344.183,379.607,209.047,44.048,257.037,208.163,184.739,89.069,389.257,368.12,392.985,345.295,380.283,147.246,124.581,51.988,379.492,370.96,193.583,427.46,447.16,176.152,312.641,435.536,112.279,330.196,297.646,343.609,346.869,248.128,308.26,337.071,149.693,321.231,284.66,241.311,307.456,129.747,302.429,393.646,370.606,217.869,324.726,115.189,84.716,260.268,147.387,147.387,208.562,385,353.681,97.302,359.176,164.27,235.865,187.549,61.429,320.172,257.898,454.838,266.46
"Gentry",377.385,86.981,71.766,345.461,162.536,362.583,271.455,710.882,685.276,471.225,506.128,271.455,397.834,365.249,170.319,683.883,140.084,673.451,580.091,275.943,188.902,464.314,300.781,293.538,292.362,340.996,22.829,420.142,413.997,484.767,88.477,131.342,556.528,835.371,838.364,297.185,446.078,0,18.274,100.276,83.101,322.099,93.809,127.026,26.655,612.662,586.541,676.8,378.511,514.466,466.854,173.229,409.365,183.314,500.452,455.107,773.755,315.83,420.142,291.751,245.598,297.759,445.195,397.822,410.577,106.042,438.972,774.431,322.95,459.862,406.385,91.733,765.108,577.468,95.854,105.981,382.267,464.314,829.684,340.454,166.06,439.24,737.757,132.727,395,742.386,145.377,345.477,162.264,161.366,412.534,168.109,373.205,189.245,415.164,522.279,657.86,658.647,493.074,495.234,654.416,525.272,525.272,602.71,779.148,514.119,519.902,510.849,544.554,289.365,425.377,472.538,714.32,469.416,8.659,511.354
"Greene",394.141,82.093,50.885,363.736,170.684,379.339,288.211,770.438,744.832,530.781,522.884,288.211,457.39,424.805,188.594,743.439,148.232,690.207,596.847,335.499,206.974,481.07,319.056,311.813,309.118,376.729,25.395,471.824,430.753,501.523,106.752,123.352,608.21,894.927,897.92,356.741,505.634,18.274,0,118.551,101.376,330.247,86.783,145.301,32.631,629.418,646.097,736.356,395.267,574.022,518.536,184.763,426.121,201.589,560.008,471.863,833.311,350.293,471.824,308.507,263.873,316.034,496.877,414.578,427.333,124.317,455.728,833.987,382.506,478.137,465.941,110.008,824.664,629.15,90.966,101.093,421.796,481.07,889.24,358.729,174.208,455.996,797.313,176.912,411.756,759.142,163.652,363.752,188.318,179.641,429.29,204.036,432.761,207.52,431.92,539.035,674.616,675.403,552.63,554.79,713.972,584.828,584.828,662.266,838.704,530.875,579.458,527.605,596.236,307.64,442.133,532.094,773.876,486.172,9.615,528.11
"Grundy",275.175,140.135,173.272,235.098,143.872,340.916,249.788,608.353,582.747,368.696,484.461,249.788,295.305,262.72,123.854,581.354,150.196,544.615,476.912,181.719,131.644,442.647,190.418,183.175,270.695,246.772,102.611,309.779,392.33,463.1,37.3,153.394,446.165,732.842,735.835,192.877,343.549,100.276,118.551,0,49.095,306.273,172.866,105.359,85.203,535.11,484.012,574.271,356.844,411.937,356.491,151.562,387.698,72.951,397.923,433.44,671.226,221.606,309.779,270.084,135.235,187.396,334.832,376.155,388.91,53.957,417.305,671.902,205.341,349.499,282.194,40.464,662.579,467.105,147.007,164.071,280.035,442.647,727.155,230.091,149.102,417.573,635.228,127.817,305.896,682.072,88.119,235.114,140.597,111.93,318.124,146.442,279.379,131.987,393.497,500.612,491.391,581.095,390.545,392.705,551.887,422.743,422.743,500.181,676.619,492.452,410.833,489.182,434.191,232.107,323.167,370.009,611.791,368.825,108.936,407.652
"Harrison",319.771,142.26,156.126,279.694,171.842,368.886,277.758,652.949,627.343,413.292,512.431,277.758,339.901,307.316,176.622,625.95,178.166,679.754,521.508,226.315,105.8,470.617,235.014,227.771,298.665,291.368,85.465,354.375,420.3,491.07,78.809,181.364,490.761,777.438,780.431,237.473,388.145,83.13,99.527,48.965,0,334.243,200.836,133.329,68.057,618.965,528.608,618.867,384.814,456.533,401.087,179.532,415.668,117.547,442.519,461.41,715.822,266.202,354.375,298.054,179.831,231.992,379.428,404.125,416.88,22.94,445.275,716.498,249.937,394.095,326.79,8.631,707.175,511.701,174.977,192.041,324.631,470.617,771.751,274.687,177.072,445.543,679.824,155.787,350.492,726.668,62.275,279.71,168.567,167.669,418.837,174.412,323.975,106.143,421.467,528.582,535.987,664.95,435.141,437.301,596.483,467.339,467.339,544.777,721.215,520.422,455.429,517.152,478.787,206.263,367.763,414.605,656.387,475.719,91.79,517.657
"Henry",175.02,249.991,327.911,390.484,171.107,77.767,56.592,604.281,553.886,472.034,263.718,56.592,311.628,324.696,213.388,629.94,184.94,430.91,337.55,202.065,439.745,222.028,364.54,417.225,126.645,183.854,295.979,313.635,129.181,242.226,271.44,220.082,396.565,626.415,577.187,297.994,362.223,318.808,331.167,306.002,333.944,0,282.722,206.816,328.842,370.121,442.945,614.698,93.695,459.411,302.183,151.454,139.747,330.79,501.261,170.291,589.85,164.98,313.635,129.252,393.074,394.292,280.938,113.006,125.761,356.885,154.156,618.744,323.759,503.275,407.194,342.576,603.091,392.93,254.227,273.927,217.113,222.028,621.022,440.122,158.875,189.735,572.422,186.919,145.495,499.845,396.22,492.953,166.245,220.248,163.029,161.837,234.43,440.088,130.348,279.993,415.319,416.106,493.883,392.201,492.202,526.081,526.081,540.608,532.934,229.303,368.252,268.563,385.191,566.118,201.066,416.155,561.887,219.911,327.468,261.849
"Hickory",340.901,33.946,57.558,356.021,117.444,326.099,234.971,717.198,691.592,477.541,469.644,234.971,404.15,371.565,182.221,690.199,94.992,636.967,543.607,282.259,258.394,427.83,311.341,304.098,255.878,323.489,74.334,418.584,377.513,448.283,134.564,70.065,554.97,841.687,844.68,303.501,452.394,96.211,86.794,169.126,152.593,277.007,0,137.627,108.447,576.178,592.857,683.116,342.027,520.782,465.296,131.523,372.881,193.874,506.768,418.623,780.071,297.053,418.584,255.267,256.158,308.319,443.637,361.338,374.093,175.534,402.488,780.747,329.266,470.422,412.701,161.225,771.424,575.91,27.732,14.503,368.556,427.83,836,351.014,120.968,402.756,744.073,123.672,358.516,705.902,214.869,356.037,135.078,171.967,376.05,150.796,379.521,258.737,378.68,485.795,621.376,622.163,499.39,501.55,660.732,531.588,531.588,609.026,785.464,477.635,526.218,474.365,542.996,429.202,388.893,478.854,720.636,432.932,96.41,474.87
"Holt",255.707,85.712,163.632,307.2,43.861,240.905,149.777,628.407,602.801,388.75,384.45,149.777,315.359,282.774,56.643,601.408,50.185,551.773,458.413,193.468,238.604,342.636,247.116,239.873,170.684,241.49,114.298,329.793,292.319,363.089,70.299,67.137,466.179,752.896,755.889,214.71,363.603,126.873,145.148,104.861,132.803,206.262,118.443,0,127.701,490.984,504.066,594.325,256.833,431.991,376.505,51.551,287.687,129.649,417.977,333.429,691.28,211.859,329.793,170.073,191.933,244.094,354.846,276.144,288.899,155.744,317.294,691.956,240.475,419.991,323.91,141.435,682.633,487.119,92.792,109.648,274.753,342.636,747.209,286.789,49.091,317.562,655.282,27.806,273.322,620.708,195.079,291.812,40.586,52.587,290.856,46.431,290.73,238.947,293.486,400.601,536.182,536.969,410.599,412.759,571.941,442.797,442.797,520.235,696.673,392.441,437.427,389.171,454.205,364.977,303.699,390.063,631.845,347.738,135.533,389.676
"Howard",378.304,99.217,94.547,314.087,166.458,363.502,272.374,711.801,686.195,472.144,507.047,272.374,398.753,366.168,171.238,684.802,152.32,674.37,581.01,276.862,173.829,465.233,269.407,262.164,293.281,341.915,35.065,388.768,414.916,485.686,73.404,143.578,525.154,836.29,839.283,298.104,446.997,26.655,32.631,85.203,68.028,328.859,108.779,127.945,0,613.581,587.46,677.719,379.43,515.385,435.48,174.148,410.284,151.94,501.371,456.026,774.674,316.749,388.768,292.67,214.224,266.385,413.821,398.741,411.496,90.969,439.891,775.35,323.869,428.488,407.304,76.66,766.027,546.094,108.09,118.217,383.186,465.233,830.603,309.08,171.688,440.159,738.676,150.403,395.919,743.305,130.304,314.103,163.183,162.285,413.453,169.028,374.124,174.172,416.083,523.198,658.779,659.566,493.993,496.153,655.335,526.191,526.191,603.629,780.067,515.038,489.822,511.768,513.18,274.292,426.296,473.457,715.239,470.335,21.553,512.273
"Howell",231.951,546.144,624.064,334.808,462.492,297.415,383.67,280.961,230.566,294.591,116.484,383.67,288.709,301.777,443.14,306.62,481.093,107.59,65.061,357.551,505.072,175.133,345.307,397.992,320.201,328.839,592.132,227.603,245.624,137.789,511.813,516.235,188.172,251.611,220.165,349.932,278.275,611.73,627.32,533.957,617.66,370.527,578.875,490.532,612.558,0,196.913,315.708,278.979,313.678,176.303,443.16,225.339,463.454,301.81,221.218,266.53,314.772,227.603,328.082,398.483,375.059,197.963,266.292,245.155,640.601,222.33,295.424,337.416,372.856,309.442,626.292,279.771,114.092,550.38,570.08,224.454,175.133,259.843,384.446,453.116,171.445,249.102,475.599,244.321,122.139,527.391,421.86,449.961,437.183,226.465,445.553,241.754,492.749,270.681,159.969,91.999,44.661,334.711,246.468,232.173,329.77,329.77,298.882,209.614,216.173,222.519,141.318,121.782,508.032,183.137,270.422,238.567,146.11,620.39,109.361
"Iron",285.637,563.808,641.728,254.837,482.165,430.863,428.761,154.148,107.156,140.403,262.712,428.761,212.924,230.776,431.201,127.131,498.757,103.192,166.212,326.038,455.336,292.658,295.571,315.656,370.128,317.836,574.187,173.751,365.966,255.314,499.874,533.899,49.819,278.637,227.673,300.346,170,586.762,644.984,484.221,528.707,434.035,596.539,502.386,587.59,196.992,0,116.653,412.427,144.119,142.519,460.579,345.938,413.718,151.912,354.666,217.021,339.247,173.751,377.986,348.747,325.323,162.854,399.74,378.603,533.569,355.778,217.697,287.83,203.461,192.584,520.076,208.374,98.213,568.044,587.744,278.14,292.658,272.95,313.112,470.78,288.97,148.847,487.453,288.615,162.576,477.655,306.248,461.815,425.244,271.144,448.04,242.439,443.013,404.129,324.654,114.997,198.543,165.316,91.113,49.77,147.039,147.039,85.109,183.42,333.698,86.702,306.003,102.409,404.244,236.823,116.234,111.896,268.381,595.422,204.823
"Jackson",467.368,654.851,732.771,345.88,573.208,564.286,638.107,39.956,35.617,218.84,412.058,638.107,320.66,321.819,522.244,12.957,589.8,207.239,309.008,457.152,546.379,442.004,386.614,392.519,531.951,488.99,665.23,309.354,512.495,404.66,590.917,624.942,165.663,164.445,167.438,391.389,283.825,677.805,736.027,569.667,614.153,637.398,687.582,593.429,678.633,313.768,116.608,0,545.85,173.495,315.495,551.622,492.21,499.164,181.288,488.089,102.829,497.039,309.354,535.421,439.79,416.366,335.83,533.163,512.026,619.015,489.201,103.505,378.873,232.837,283.627,605.522,94.182,195.096,659.087,678.787,459.871,442.004,158.758,342.488,561.823,438.316,51.26,578.496,470.346,189.169,568.698,335.624,552.858,516.287,452.875,539.083,413.593,515.504,537.552,474,259.25,262.963,194.692,224.897,81.428,176.415,176.415,83.005,108.222,483.044,249.562,455.349,218.253,433.62,418.554,223.941,64.661,412.981,686.465,376.232
"Jasper",198.654,313.018,390.938,381.361,229.366,20.927,107.182,512.696,462.301,418.311,172.133,107.182,335.262,348.33,263.978,538.355,247.967,339.325,245.965,236.2,490.335,130.443,415.13,467.815,177.235,207.488,359.006,353.184,51.057,150.641,322.03,283.109,374.552,534.83,485.602,348.584,401.995,378.604,394.194,356.592,384.534,94.039,345.749,257.406,379.432,278.536,420.932,547.443,0,437.398,301.884,210.034,79.386,381.38,425.53,78.706,498.265,193.421,353.184,179.842,443.664,444.882,300.639,21.421,34.176,407.475,62.571,527.159,374.349,496.576,398.085,393.166,511.506,334.112,317.254,336.954,261.843,130.443,529.437,430.999,219.99,117.292,480.837,242.473,131.852,408.26,446.81,468.413,216.835,270.838,169.019,212.427,258.064,490.678,38.763,188.408,323.734,324.521,458.431,370.188,463.908,453.49,453.49,518.595,441.349,137.718,346.239,176.978,293.606,616.708,220.526,394.142,470.302,148.982,387.264,190.92
"Jefferson",310.659,491.82,569.74,182.849,410.177,455.885,475.076,207.264,181.658,55.809,352.548,475.076,163.951,158.788,359.213,180.265,426.769,257.71,256.048,294.121,383.348,348.146,223.583,229.488,368.92,325.959,502.199,152.645,390.988,316.716,427.886,461.911,173.507,331.753,334.746,228.358,127.116,514.774,572.996,406.636,451.122,459.057,524.551,430.398,515.602,314.246,143.005,173.182,437.449,0,158.786,388.591,370.96,336.133,24.579,379.688,270.137,334.008,152.645,372.39,276.759,253.335,179.121,424.762,403.625,455.984,380.8,270.813,215.842,69.616,120.596,442.491,261.49,229.088,496.056,515.756,303.162,348.146,326.066,179.457,398.792,333.151,234.139,415.465,313.637,280.983,405.667,172.593,389.827,353.256,296.166,376.052,250.562,352.473,429.151,406.111,253.374,360.231,31.471,68.188,150.798,19.418,19.418,99.092,275.53,389.186,92.853,394.681,199.775,270.589,261.845,67.232,210.702,293.403,523.434,301.965
"Johnson",175.031,437.09,515.01,158.504,355.447,320.257,318.155,348.409,234.608,139.953,216.92,318.155,112.405,125.473,304.483,321.41,372.039,188.123,120.42,184.843,328.768,212.518,169.003,221.688,259.522,176.641,455.37,51.299,255.36,181.088,380.352,407.181,90.998,472.898,328.021,173.628,85.366,460.044,518.266,357.653,402.139,323.429,469.821,375.668,436.551,178.618,137.378,314.327,301.821,159.04,0,333.861,235.332,287.15,147.172,244.06,411.282,179.479,51.299,233.942,222.179,198.755,21.659,289.134,267.997,407.001,245.172,411.958,161.112,218.218,126.238,393.508,402.635,110.613,441.326,461.026,122.546,212.518,467.211,208.142,344.062,197.523,276.299,360.735,178.009,250.679,351.087,245.556,335.097,298.526,160.538,321.322,101.244,316.445,293.523,270.483,134.899,224.603,180.073,91.83,186.635,175.132,175.132,240.237,283.768,253.558,67.881,259.053,77.699,331.728,126.217,115.784,239.334,157.775,468.704,166.337
"Kansas City",208.284,104.695,182.615,263.373,21.043,193.482,102.354,584.58,558.974,344.923,337.027,102.354,271.532,238.947,59.47,557.581,39.644,504.35,410.99,149.641,284.837,295.213,237.429,286.106,123.261,190.872,150.683,285.966,244.896,315.666,116.532,74.786,422.352,709.069,712.062,170.883,319.776,173.106,185.871,151.094,179.036,151.262,137.426,51.908,173.934,443.561,460.239,550.498,209.41,388.164,332.678,0,240.264,175.882,374.15,286.006,647.453,164.436,285.966,122.65,238.166,267.181,311.019,228.721,241.476,201.977,269.871,648.129,196.648,376.164,280.083,187.668,638.806,443.292,108.931,128.631,255.965,295.213,703.382,313.011,11.667,270.139,611.455,36.855,225.899,573.285,241.312,338.045,12.327,66.33,243.433,34.726,246.903,285.18,246.063,353.178,488.759,489.546,366.772,368.932,528.114,398.97,398.97,476.408,652.846,345.018,393.6,341.748,410.378,411.21,256.276,346.236,588.018,300.315,181.766,342.253
"Knox",133.353,344.287,422.207,301.298,260.635,80.554,152.872,461.154,410.759,353.077,120.46,152.872,255.199,268.267,241.283,486.813,279.236,287.783,194.423,170.899,468.822,78.646,309.057,361.742,118.344,142.187,390.275,257.206,28.329,99.099,309.956,314.378,309.318,483.288,434.06,242.511,336.761,409.873,425.463,387.861,415.803,139.729,377.018,288.675,410.701,226.994,355.698,527.451,79.36,372.164,236.65,241.303,0,306.753,360.296,65.374,446.723,128.12,257.206,126.225,362.233,338.809,235.405,98.671,80.506,438.744,52.381,475.617,268.276,431.342,318.022,424.435,459.964,282.57,348.523,368.223,160.684,78.646,477.895,350.936,251.259,53.536,429.295,273.742,60.367,356.718,393.414,388.35,248.104,235.326,64.463,243.696,178.001,456.499,114.807,136.611,272.192,272.979,393.197,304.954,404.955,388.256,388.256,453.361,389.807,104.815,281.005,125.181,242.064,474.522,155.292,328.908,418.76,83.748,418.533,125.686
"Laclede",233.099,164.977,242.897,164.609,168.755,365.799,274.671,537.864,512.258,298.207,387.215,274.671,224.816,192.231,138.657,510.865,175.079,474.126,406.423,139.643,130.186,345.401,119.929,112.686,220.541,204.696,170.586,239.29,324.238,365.854,95.568,178.236,375.676,662.353,665.346,122.388,273.06,183.201,201.476,72.869,117.355,331.156,197.708,130.242,151.767,464.621,413.523,503.782,381.727,341.448,286.002,176.445,307.765,0,327.434,377.216,600.737,179.53,239.29,220.407,64.746,116.907,264.343,401.038,413.793,122.217,378.328,601.413,134.852,279.01,211.705,108.724,592.09,396.616,171.849,188.913,226.436,345.401,656.666,159.602,173.985,330.406,564.739,152.7,263.82,611.583,86.661,164.625,165.48,126.733,276.048,171.325,252.849,130.529,418.38,403.366,420.902,510.606,320.056,322.216,481.398,352.254,352.254,429.692,606.13,386.441,340.344,391.936,363.702,237.79,310.651,299.52,541.302,326.749,191.861,395.136
"Lafayette",305.39,477.884,555.804,168.913,396.241,450.616,461.14,214.306,188.7,41.873,347.279,461.14,177.437,144.852,345.277,187.307,412.833,264.752,250.779,280.185,369.412,342.877,209.647,215.552,354.984,312.023,488.263,147.376,385.719,311.447,413.95,447.975,168.238,338.795,341.788,214.422,123.068,500.838,559.06,392.7,437.186,517.625,510.615,416.462,501.666,308.977,150.047,180.224,432.18,24.937,153.517,374.655,365.691,322.197,0,374.419,277.179,320.072,147.376,358.454,262.823,239.399,173.852,419.493,398.356,442.048,375.531,277.855,201.906,60.96,106.66,428.555,268.532,223.819,482.12,501.82,283.031,342.877,333.108,165.521,384.856,327.882,241.181,401.529,308.368,288.025,391.731,158.657,375.891,339.32,290.897,362.116,236.626,338.537,423.882,400.842,248.105,354.962,32.705,62.919,157.84,36.307,36.307,106.134,282.572,383.917,87.584,389.412,194.506,256.653,256.576,61.963,217.744,288.134,509.498,296.696
"Lawrence",175.826,388.589,466.509,344.891,304.937,96.498,182.753,455.147,404.752,360.762,114.584,182.753,298.792,311.86,339.549,480.806,323.538,281.776,188.416,242.556,515.155,72.894,355.39,408.075,189.62,213.844,434.577,295.635,37.233,93.092,397.601,358.68,317.003,477.281,428.053,314.168,344.446,454.175,469.765,432.163,460.105,169.61,421.32,332.977,455.003,220.987,363.383,489.894,78.062,379.849,244.335,285.605,65.562,378.41,367.981,0,440.716,199.777,295.635,197.501,408.566,385.142,243.09,63.427,36.764,483.046,13.939,469.61,347.499,439.027,361.615,468.737,453.957,276.563,392.825,412.525,204.294,72.894,471.888,394.529,295.561,59.743,423.288,318.044,113.74,350.711,522.381,431.943,292.406,306.602,111.47,287.998,221.594,502.832,50.905,130.859,266.185,266.972,400.882,312.639,406.359,395.941,395.941,461.046,383.8,60.618,288.69,119.429,236.057,518.115,162.977,336.593,412.753,91.433,462.835,133.371
