"","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
"Lewis",293.167,400.633,445.833,240.95,352.9,300.667,343.183,44.35,80.317,177.767,221.167,343.183,258.233,226.133,336.667,58.483,364.867,97.25,164.55,294.5,359.617,230.867,259.317,287.817,313.8,338.617,432.7,239.183,273.65,210.8,383.833,386.7,172.917,50.017,52.783,268.083,228.9,443.15,450.467,378.083,406.9,341.35,415.567,364.95,433.617,167.183,155.683,61.883,291.533,147.883,232.25,342.133,267.283,328.717,158.833,255.267,0,321.567,239.183,321.517,288.717,281.383,236.167,286.15,269.433,410.583,255.85,51.217,261.783,183.133,206.817,401.65,15.033,161.967,407.9,411.633,287.317,230.867,47.133,248.067,349.133,235.633,48.45,358.333,281.117,92.933,374.683,236.583,340.767,329,260.367,337.217,277.4,352.817,279.2,274.717,130.533,150.367,159.75,174.1,118.717,151.283,151.283,104.233,42.1,260.8,186.367,254.9,196.1,295.633,258.817,178.633,77.517,218.35,450.067,197.1
"Lincoln",39.233,161.083,206.283,124.05,115.067,121.933,78.667,284.633,286.6,165.417,144.383,78.667,119.183,106.533,104.633,273.183,125.317,229.317,179.633,33.217,210.183,109.85,109.883,150.333,33.017,24.567,193.733,113.467,112.917,125.35,151.8,147.167,198.383,348.967,334.733,79.7,151.817,211.117,210.917,155.2,184.017,113.3,176.017,127.2,201.583,196.717,233.9,267.417,129.217,188.967,138.417,103.9,99.15,124.25,182.4,125.95,322.233,0,113.467,40.65,139.283,131.95,125.483,139.633,140.133,187.7,126.55,320.433,93.2,180.783,130.467,178.75,316.367,204.333,168.35,172.083,61.667,109.85,346.083,156.017,109.6,107.983,305.567,120.583,62.633,277.083,188.883,180.333,103,96.967,69.917,105.183,61.2,201.417,147.433,152.167,216.7,227.95,173.85,180.367,266.033,192.233,192.233,235,285.933,139.767,166.65,140.967,172.083,233.183,73.5,173.75,309.333,108.533,218.033,134.583
"Linn",105.267,215.717,260.933,70.35,168,209.05,190.133,201.8,203.783,100.167,187.95,190.133,50.983,46.533,151.767,190.367,179.967,186.95,126.167,94.217,172,156.017,71.7,112.15,144.517,115.717,245.133,0,190.45,148.817,196.45,201.8,111.367,266.15,268.917,83.183,36.833,258.25,265.55,189.95,218.767,208.517,230.65,180.05,251.35,162.15,146.883,184.6,208.017,106.9,41.517,157.217,176.617,140.583,111.75,171.733,238.317,113.2,0,149.067,101.1,93.767,38.2,202.633,185.917,222.45,172.333,237.6,76.867,123.983,78.383,213.517,233.533,127.9,222.983,226.733,86.333,156.017,263.267,102.333,164.233,154.167,222.75,173.417,134.2,230,187.067,126.633,155.85,144.083,128.867,152.317,52.433,163.233,195.683,198.35,148.3,193.4,118.95,80.233,179.017,119.333,119.333,152.183,238.85,185.95,76.533,187.15,100.4,179.483,86.817,71,222.05,127.75,265.15,143.583
"Livingston",73.783,133.2,178.417,159.9,87.183,100.433,54.867,320.483,322.833,201.267,144.617,54.867,156.933,142.383,94.183,309.033,97.433,229.533,179.85,69.067,246.033,110.067,145.733,186.183,11.867,66.5,165.85,149.917,101.633,125.583,134.017,119.283,232.933,362.817,334.967,115.567,188.25,176.967,183.033,156.283,165.667,86.617,148.133,99.317,167.433,196.933,268.45,303.267,107.717,224.833,182.917,76.017,85.467,154.567,218.25,117.083,322.467,41.933,149.917,0,175.133,167.817,169.983,118.117,131.967,183.867,117.667,335.417,129.05,216.633,166.317,171.75,332.433,238.883,140.467,144.217,105.217,110.067,359.967,191.883,81.717,103.867,313.283,92.7,82.7,277.317,211.15,216.183,75.133,86.517,86.033,87.517,105.717,237.267,125.933,152.383,224.267,228.167,209.7,214.933,300.583,228.1,228.1,270.867,286.167,140,201.2,141.2,206.633,269.033,108.05,209.617,309.567,112.133,183.883,144.467
"Macon",160.567,136.1,181.3,67.483,133.317,232.617,187.65,253.267,255.233,134.05,247.25,187.65,100.983,75.167,129.267,241.817,146.233,280.283,219.5,111.867,71.2,216.567,34.383,36.7,169.6,156.133,144.317,101.467,249.817,209.367,95.633,144.8,209,317.6,320.383,79.033,128,155.7,170.75,89.15,117.967,218.8,151.033,113.15,150.55,255.483,241.917,236.05,239.9,157.6,134.85,137.117,236.05,39.783,151.017,232.283,289.767,139.267,101.467,174.15,0,36.433,121.517,250.3,246.467,121.65,232.883,289.05,72.25,134.767,103.433,112.7,285,221.233,145.217,147.1,141.617,216.567,314.717,68.217,136.7,214.717,274.2,126.417,189.5,310.983,86.267,63.333,129.05,116.667,184.167,145.9,107.733,62.433,256.233,258.883,241.633,286.717,142.467,166.267,232.4,160.867,160.867,203.633,289.083,246.5,178.017,247.7,193.733,104.55,142.1,142.383,278.383,188.3,162.617,203.183
"Madison",153.783,170.867,216.067,46.35,163.5,243.3,198.317,246.083,248.067,128.483,240.467,198.317,94.267,68.45,132.55,234.65,175.45,273.5,212.717,105.083,105.967,209.8,29.383,18.55,162.817,149.35,179.083,94.7,243.05,202.583,130.4,179.567,202.233,310.433,313.2,72.633,122.117,190.467,205.517,123.917,152.733,229.483,185.8,147.917,185.317,248.717,229.4,228.883,250.567,150.433,128.067,152.717,229.267,74.55,143.85,225.517,282.6,132.483,94.7,167.383,35.067,0,114.75,256.4,239.683,156.417,226.1,281.883,65.483,120.667,80.9,147.467,277.817,214.467,179.983,181.867,134.85,209.8,307.55,35.45,159.733,207.933,267.033,161.183,182.717,303.817,121.033,62.083,151.35,125,177.383,147.817,100.95,97.183,249.45,252.117,234.85,279.95,135.5,160.367,225.217,153.883,153.883,196.467,281.9,239.717,171.233,240.917,186.95,103.3,135.333,136.5,271.217,181.517,197.383,196.4
"Maries",101.033,235.317,280.533,89.95,187.6,190.617,201.817,200.917,196.65,118.617,160.167,201.817,70.583,66.133,171.367,189.467,199.567,160.217,99.433,113.817,191.617,129.483,91.3,131.75,158.117,127.6,264.733,37.65,163.917,122.283,216.05,221.4,88.933,265.25,260.933,102.783,71.65,277.85,285.15,209.55,238.367,204.283,250.25,199.65,270.967,135.417,124.467,183.7,181.483,106,14.783,176.833,150.083,160.183,110.85,145.2,237.417,125.083,37.65,169.25,120.7,113.383,0,176.1,159.383,242.067,145.8,236.7,96.467,141.45,97.2,233.117,232.65,101.167,242.6,246.333,85.217,129.483,262.367,121.933,183.833,127.633,230.967,193.033,129.967,203.267,206.667,146.25,175.45,163.683,116.717,171.917,64.5,182.833,169.15,171.8,121.567,166.667,118.05,70.283,156.6,118.45,118.45,151.283,212.117,159.417,56.567,160.617,73.667,199.083,82.567,93.267,199.633,101.217,284.75,117.05
"Marion",145.667,180.683,225.9,233.467,134.667,24.95,67.467,289.533,287.25,246.333,109.5,67.467,214.1,209.65,157.267,303.667,144.933,193.95,144.267,168.783,291.017,75.067,234.817,275.267,113.933,156.15,213.333,204.683,49.517,89.983,181.5,166.767,216,327.233,299.367,208.833,236.933,224.45,230.517,203.767,213.15,65.65,195.617,146.8,214.917,161.35,251.533,307.05,15.817,233.717,163.4,123.5,72.883,212.3,238.567,37.95,286.867,139.083,204.683,120.017,247.617,256.9,177.617,0,19.767,231.35,37.45,299.833,222.333,269.167,240.717,219.233,296.833,211.2,187.95,191.7,154.067,75.067,324.367,265.45,129.2,73.883,277.7,140.183,109.933,241.717,258.65,289.75,122.617,161.033,97.15,135,163.55,290.4,15.833,117.383,188.667,192.583,245.767,198,281.45,246.167,246.167,279,250.567,86.217,184.283,106.2,176.517,342.6,125.55,220.967,273.967,84.467,231.367,116.8
"McDonald",130.817,189.467,234.683,215.083,143.45,33.733,76.25,271.15,268.85,227.95,91.1,76.25,195.7,191.267,166.05,285.283,153.717,175.55,125.867,173.183,299.8,56.667,216.433,256.867,124.5,160.55,222.117,186.3,36.867,71.6,190.283,175.55,197.617,308.85,280.983,219.683,218.533,233.233,239.3,212.55,221.933,74.433,204.4,155.583,223.7,142.95,233.133,288.667,24.6,215.333,145.017,132.283,60.217,221.083,220.183,25.967,268.483,143.5,186.3,132.217,245.833,238.5,159.233,19.217,0,240.133,19.067,281.45,221.6,250.783,222.317,228.017,278.45,192.8,196.733,200.483,135.683,56.667,305.983,247.067,137.983,55.483,259.3,148.967,91.55,223.333,267.433,271.367,131.4,169.817,78.767,143.783,145.15,299.183,24.2,99,170.283,174.2,227.383,179.617,263.05,227.767,227.767,260.617,232.183,74.65,165.9,87.8,158.117,324.217,107.167,202.583,255.583,66.083,240.15,98.4
"Mercer",226,121.833,132.3,190.117,116.433,215.75,170.767,375.9,377.883,256.7,317.517,170.767,223.617,197.8,135.667,364.45,129.35,402.917,342.133,161.733,73.233,282.967,157.017,153.55,184.783,211.333,82.133,224.117,251.083,298.483,68.983,128.95,331.65,440.25,443.017,178.017,250.65,80.75,96.767,41.667,18.283,201.933,135.183,96.283,71.733,369.833,364.55,358.683,223.017,280.25,257.483,120.233,258.367,88.783,273.667,263.35,412.417,189.133,224.117,186.517,124.1,159.117,244.167,233.433,243.2,0,260.9,411.7,192.117,251.6,226.083,13.033,407.633,343.883,129.367,131.25,236.167,282.967,437.367,185.067,119.817,276.783,396.85,109.55,249.4,433.633,40.867,180.167,112.183,123.883,256.7,129.033,228.067,72.633,241.25,325.3,364.267,401.083,265.117,288.9,355.033,283.517,283.517,326.283,411.717,311.617,300.65,314.1,316.367,144.15,260.283,265.033,401.017,285.033,87.667,321.35
"Miller",119.017,206.65,251.867,203.283,160.633,52.633,93.433,259.35,257.05,216.15,79.3,93.433,183.9,179.467,183.233,273.467,170.883,163.75,114.067,157.867,304.933,44.867,204.633,245.067,112.75,145.217,239.3,174.5,19.267,59.8,207.467,192.733,185.817,297.033,269.183,204.35,206.733,250.417,256.483,229.733,239.117,91.617,221.583,172.767,240.883,131.15,221.333,276.867,41.783,203.517,133.217,149.467,42.633,238.267,208.383,13.9,256.683,128.167,174.5,120.467,234.033,226.7,147.433,36.4,19.683,257.317,0,269.65,209.8,238.967,210.517,245.2,266.65,181,213.917,217.667,123.883,44.867,294.183,235.25,155.167,43.683,247.5,166.15,79.75,211.533,284.6,259.567,148.583,187,66.967,160.967,133.35,296.167,39.567,87.2,158.483,162.4,215.583,167.817,251.25,215.967,215.967,248.817,220.383,64.683,154.083,76,146.317,312.417,95.367,190.783,243.783,54.283,257.333,86.6
"Mississippi",306.933,400.633,445.85,240.95,352.917,314.417,356.933,44.367,92.8,177.783,234.917,356.933,258.233,226.133,336.683,58.5,364.883,111,178.3,294.517,359.633,244.617,259.317,287.833,327.55,340.517,432.717,239.2,287.4,224.55,383.85,386.717,186.667,79.667,82.433,268.1,228.917,443.167,450.467,378.1,406.917,355.117,415.567,364.967,433.633,180.933,155.683,61.883,305.283,147.9,223.8,342.15,281.033,328.733,158.85,269.017,51.833,321.917,239.2,335.267,288.733,281.4,236.183,299.9,283.183,410.6,269.6,0,261.783,183.15,206.817,401.65,47.05,175.717,407.917,411.65,301.067,244.617,76.783,248.083,349.15,249.383,62.033,358.35,294.883,106.683,374.7,236.583,340.767,329,274.117,337.233,277.417,352.833,292.95,288.467,144.283,164.117,159.75,174.1,128.267,151.283,151.283,104.25,55.85,274.55,186.383,268.65,209.85,295.65,272.567,178.65,91.267,232.1,450.067,210.867
"Moniteau",130.567,172.433,217.65,64.517,124.717,204.517,159.55,225.1,227.067,105.883,222.533,159.55,72.817,47,108.483,213.65,136.683,255.567,194.783,66.317,143.383,191.85,43.067,83.517,124.033,110.583,204.517,76.767,204.267,184.65,155.65,158.517,184.3,289.433,292.217,28.133,99.833,214.967,222.267,155.467,184.283,190.7,187.367,136.767,205.433,230.767,213.75,207.883,211.783,129.45,110.133,113.933,190.483,106.1,122.867,207.583,261.617,93.717,76.767,128.6,72.483,65.15,96.817,222.2,221.75,187.967,208.167,260.9,0,121.25,70.933,179.033,256.833,196.533,179.7,183.45,101.617,191.85,286.55,96.483,120.95,190,246.05,130.133,153.983,282.833,158.45,120.8,112.567,100.8,159.45,109.033,83.017,134.617,231.517,234.183,216.917,262.017,114.317,138.1,204.233,132.7,132.7,175.467,260.917,221.783,151.133,222.983,169.017,168.45,117.4,114.233,250.217,163.583,221.867,178.467
"Monroe",189.083,262.1,307.3,97.5,211.75,282.9,246.567,146.783,148.767,42.167,253.7,246.567,110.783,84.967,195.5,135.333,223.7,200.017,191.917,153.333,198.717,221.767,118.15,124.883,211.067,199.35,270.317,124.367,256.2,214.567,221.633,245.55,148.367,211.117,213.9,126.917,90,281.7,296.75,215.15,243.967,277.733,277.033,223.783,276.55,227.9,130.083,129.567,273.767,51.367,127.367,200.967,242.367,165.783,51.683,237.483,183.3,180.733,124.367,215.633,134.85,122.35,139.75,268.383,251.667,247.65,238.083,182.583,120.617,0,68.233,238.7,178.517,187.417,266.733,273.1,170.133,221.767,208.233,85.133,207.983,219.917,167.733,217.167,218.017,204.517,213.783,73.633,199.6,187.833,209,196.067,136.233,189.883,261.433,264.083,207.8,259.133,31.483,77.667,125.917,49.883,49.883,97.167,182.6,251.7,89.95,252.9,163.567,132.7,170.617,67.717,171.9,193.5,288.617,209.333
"Montgomery",137.8,208.183,253.4,36.917,160.467,241.583,195.283,170.167,172.15,50.967,224.483,195.283,59.5,33.683,144.217,158.733,172.417,222.55,181.733,102.05,167.183,193.8,66.867,86.35,159.783,148.067,240.267,78.617,228.233,186.6,191.4,194.267,137.533,234.517,237.283,75.65,44.25,250.7,258.017,185.117,213.933,226.45,223.117,172.5,241.183,217.733,158.833,152.967,248.85,74.517,101.833,149.683,213.9,135.75,67.933,209.517,206.683,129.45,78.617,164.35,96.267,83.617,98.75,240.417,223.7,217.633,210.117,205.967,69.333,68.15,0,208.683,201.9,177.233,215.45,219.2,118.85,193.8,231.633,46.6,156.7,191.95,191.117,165.883,166.733,227.9,182.233,70.9,148.317,136.55,161.4,144.783,84.967,158.4,233.467,236.117,197.633,248.967,59.383,83.183,149.317,77.783,77.783,120.55,205.983,223.733,96.2,224.933,153.4,123.75,119.333,59.3,195.3,165.533,257.617,180.417
"Morgan",214.933,110.267,120.733,179.067,104.867,204.183,159.2,364.833,366.817,245.633,305.95,159.2,212.567,186.75,124.6,353.4,117.783,391.85,331.083,150.667,72.067,271.4,145.967,142.483,173.217,200.283,70.567,213.05,239.517,286.917,57.917,117.383,320.583,429.183,431.95,166.95,239.583,69.183,85.2,30.617,6.717,190.367,123.617,84.717,60.167,358.267,353.5,347.633,211.45,269.183,246.433,108.667,246.8,77.733,262.6,251.783,401.35,178.067,213.05,174.95,113.05,148.05,233.1,221.867,231.633,12.417,249.333,400.633,181.067,240.55,215.017,0,396.567,332.817,117.8,119.683,225.117,271.4,426.3,174,108.25,265.217,385.783,97.983,238.35,422.567,39.7,169.117,100.617,112.833,245.633,117.467,217,71.45,229.683,313.733,353.217,389.517,254.05,277.85,343.983,272.45,272.45,315.217,400.65,300.05,289.583,302.533,305.3,142.983,249.217,253.967,389.967,273.467,76.1,310.283
"New Madrid",300.633,394.017,439.217,234.317,346.283,308.117,350.633,37.733,86.183,171.15,228.617,350.633,251.6,219.5,330.05,51.867,358.25,104.7,172,287.883,353,238.333,252.683,281.2,321.25,333.883,426.083,232.567,281.1,218.25,377.217,380.083,180.367,47.6,50.383,261.467,222.283,436.533,443.833,371.467,400.283,348.817,408.933,358.333,427,174.633,149.05,55.25,298.983,141.267,217.167,335.517,274.733,322.1,152.217,262.717,14.817,315.283,232.567,328.967,282.1,274.767,229.55,293.6,276.883,403.967,263.3,44.6,255.167,176.517,200.183,395.033,0,169.417,401.283,405.017,294.767,238.333,44.717,241.45,342.517,243.083,55.4,351.717,288.583,100.383,368.067,229.967,334.15,322.383,267.817,330.6,270.783,346.2,286.65,282.167,137.983,157.817,153.117,167.467,121.633,144.667,144.667,97.617,49.55,268.25,179.75,262.35,203.55,289.017,266.267,172.017,84.983,225.8,443.45,204.567
"Newton",167.317,334.583,379.783,189.217,286.85,225.017,269.517,165.767,146.167,163.45,145.517,269.517,169.833,165.383,270.617,163.617,298.817,70.183,68.783,213.067,290.867,155.217,190.55,231,229.483,215.233,363.983,126.65,197.983,135.133,315.3,320.65,49.317,203.467,175.6,202.033,154.05,377.1,384.417,308.817,337.633,273.767,349.5,298.9,370.217,91.817,75.8,153.8,215.883,150.833,85.367,276.083,191.633,259.45,155.683,179.6,163.1,203.367,126.65,237.117,219.967,212.633,99.55,210.5,193.783,341.317,180.2,176.067,195.733,186.283,176.717,332.367,173.067,0,341.85,345.583,161.467,155.217,200.6,223.333,283.083,159.983,153.933,292.283,175.883,117.95,305.933,238.283,274.717,262.95,161.683,271.167,160.883,282.083,203.55,199.05,31.533,107.833,162.883,115.117,102.267,163.267,163.267,135.717,126.8,185.15,101.4,179.233,49.233,300.483,132.95,138.083,140.45,142.7,384.017,114.2
"Nodaway",201.283,23.067,67.683,210.667,59.417,170.35,125.367,371.283,373.25,252.067,272.117,125.367,219,193.183,102.933,359.833,47.917,357.033,307.367,147.85,188.983,237.567,177.567,174.1,139.383,194.017,62.717,222.95,205.683,253.083,79.467,43.283,330.467,435.617,438.4,166.35,246.017,80.833,72.317,101.733,111.133,146.833,28.8,77.033,90.367,324.45,359.933,354.067,177.617,275.617,256.317,70,212.967,109.333,269.05,217.967,407.783,169.433,222.95,141.117,144.65,179.667,243,188.033,197.8,129.333,215.5,407.083,179.85,267.433,217.117,117.217,403.017,342.7,0,24.867,223.117,237.567,432.733,205.6,61.967,231.383,392.217,63.983,210.2,404.817,156.617,200.717,68.283,104.2,213.533,88.45,213.483,188.367,195.85,279.9,351.767,355.683,260.5,284.283,350.417,278.883,278.883,321.65,407.1,266.217,297.317,268.7,315.2,241.933,235.567,260.4,396.4,239.65,80.583,271.967
"Oregon",204.5,23.633,55.367,212.283,62.633,173.567,128.6,374.5,376.467,255.283,275.333,128.6,222.217,196.4,106.15,363.05,51.133,360.267,310.583,151.067,194.083,240.8,179.183,175.717,142.6,197.233,63.283,226.167,208.9,256.3,81.083,47.933,333.7,438.833,441.617,169.567,249.233,81.4,72.883,103.35,116.217,150.067,13.6,78.667,90.933,327.667,363.15,357.283,180.833,278.85,259.533,73.217,216.183,110.95,272.267,221.183,411.017,172.65,226.167,144.333,146.267,181.283,246.217,191.25,201.017,134.417,218.717,410.3,183.067,273.767,220.333,122.3,406.233,345.933,23.533,0,226.333,240.8,435.95,207.233,65.2,234.6,395.45,67.217,213.417,408.033,161.717,202.333,71.5,105.817,216.75,91.683,216.7,193.467,199.067,283.117,354.983,358.9,263.717,287.5,353.633,282.1,282.1,324.867,410.317,269.433,300.533,271.917,318.417,243.55,238.783,263.633,399.617,242.867,81.15,275.183
"Osage",34.033,214.75,259.95,112.067,167.033,155.05,133.6,269,264.083,154.283,136.65,133.6,92.7,88.25,150.783,257.567,178.983,195.183,141.25,79.367,218.017,105.967,117.7,158.15,96.183,53.767,246.833,86.983,140.4,98.767,197.967,200.833,156.383,328.483,300.617,86.667,125.317,257.267,264.583,201.35,230.167,154.517,229.683,179.067,247.733,162.6,191.9,251.783,157.967,174.1,98.6,156.25,127.367,170.4,171.25,121.7,288.117,61.65,86.983,103.817,147.1,139.783,85.667,152.583,135.867,233.85,122.283,301.083,101.017,169.633,119.317,224.9,298.083,162.333,222.017,225.75,0,105.967,325.617,144.05,163.267,104.117,278.933,172.45,80.2,242.967,235.033,168.367,154.883,143.117,74.867,151.35,43.183,209.233,145.633,148.3,174.7,193.833,162.7,138.383,224.033,181.1,181.1,219.383,251.817,135.9,124.667,137.1,130.1,221.2,31.517,157.233,267.083,77.7,264.183,92.583
"Ozark",99.767,229.3,274.5,184.417,183.283,88.25,130.55,232.35,230.05,197.267,37.533,130.55,165.033,160.583,188.6,246.483,193.533,136.75,87.067,138.617,286.067,0,185.75,226.2,101.167,125.967,261.933,155.617,61.233,32.8,235.767,215.367,166.95,270.05,242.183,185.1,187.867,273.05,279.133,252.367,261.767,128.933,244.233,195.417,263.533,104.15,199.067,249.867,79.117,184.65,114.35,172.1,54.65,229.65,189.517,42.85,229.683,108.917,155.617,108.867,215.167,207.833,128.567,73.733,57.017,279.967,43.433,242.65,190.933,220.1,191.65,267.85,239.65,154,236.567,240.3,105,0,267.183,216.383,177.8,23.217,220.5,188.783,68.483,184.533,294.283,240.7,171.217,180.933,47.717,183.617,114.483,277.283,66.783,48.233,131.483,135.4,196.717,148.933,224.25,197.1,197.1,229.933,193.383,35.833,135.217,37.05,119.317,293.533,76.5,171.917,216.783,35.4,279.967,60.117
