"","Allen","Anderson","Atchison","Barber","Barton","Bourbon","Brown","Butler","Chase","Chautauqua","Cherokee","Cheyenne","Clark","Clay","Cloud","Coffey","Comanche","Cowley","Crawford","Decatur","Dickinson","Doniphan","Douglas","Edwards","Elk","Ellis","Ellsworth","Finney","Ford","Franklin","Geary","Gove","Graham","Grant","Gray","Greeley","Greenwood","Hamilton","Harper","Harvey","Haskell","Hodgeman","Jackson","Jefferson","Jewell","Johnson","Kearny","Kingman","Kiowa","Labette","Lane","Leavenworth","Lincoln","Linn","Logan","Lyon","Marion","Marshall","McPherson","Meade","Miami","Mitchell","Montgomery","Morris","Morton","Nemaha","Neosho","Ness","Norton","Osage","Osborne","Ottawa","Pawnee","Phillips","Pottawatomie","Pratt","Rawlins","Reno","Republic","Rice","Riley","Rooks","Rush","Russell","Saline","Scott","Sedgwick","Seward","Shawnee","Sheridan","Sherman","Smith","Stafford","Stanton","Stevens","Sumner","Thomas","Trego","Wabaunsee","Wallace","Washington","Wichita","Wilson","Woodson","Wyandotte"
"Gove",443.86,566.731,528.355,662.207,245.449,666.866,548.255,433.527,262.271,574.282,655.356,217.16,358.679,376.62,428.814,522.214,246.627,479.351,637.689,107.712,310.32,544.31,242.249,234.235,481.622,101.246,230.677,141.263,199.952,652.138,345.453,0,119.35,390.101,172.34,568.818,204.588,510.288,406.179,204.738,187.133,148.114,409.013,506.372,277.946,255.716,176.231,362.947,378.414,638.409,558.245,547.678,220.626,398.45,150.175,348.417,380.808,450.641,329.712,199.706,599.555,281.692,590.448,440.49,264.332,502.54,671.339,106.611,136.445,650.655,203.895,525.734,219.007,181.976,396.656,305.214,130.853,501.17,331.43,356.601,385.347,151.636,163.185,165.759,275.419,597.968,396.289,250.736,542.469,81.417,401.097,93.321,284.351,258.09,253.509,467.275,250.652,71.918,405.527,119.925,415.245,415.85,199.729,535.048,545.783
"Graham",431.324,554.195,459.727,649.671,199.369,654.33,400.981,420.991,249.735,561.746,642.82,204.624,346.143,364.084,416.278,509.678,234.091,466.815,625.153,99.581,297.784,457.994,229.713,221.699,469.086,88.71,218.141,253.446,223.577,639.602,332.917,119.351,0,317.829,189.377,556.282,94.988,497.752,393.643,96.483,299.316,165.151,311.799,493.836,184.518,371.515,292.03,350.411,378.077,625.873,545.709,535.142,336.425,285.257,41.92,335.881,368.272,303.556,317.176,279.454,587.019,269.156,577.912,427.954,211.632,368.154,658.803,123.647,42.585,638.119,123.381,513.198,206.471,73.721,384.12,292.678,143.084,488.634,223.175,238.382,304.447,71.122,150.649,153.223,262.883,585.432,383.753,238.2,529.933,81.46,307.103,104.414,271.815,370.472,351.411,454.739,238.116,58.965,392.991,205.188,267.753,403.314,187.193,522.512,533.247
"Grant",108.877,232.055,168.981,366.968,190.222,332.19,165.623,189.128,238.386,330.692,373.186,221.433,123.934,229.595,219.467,203.608,242.127,267.009,346.87,369.753,84.51,184.936,282.397,322.51,146.946,291.495,180.915,444.071,409.952,367.896,46.957,389.956,316.487,0,330.285,234.142,283.619,187.305,304.18,221.337,466.291,355.776,22.62,171.696,162.312,542.034,482.655,287.768,366.481,356.197,223.569,213.002,506.963,83.8,276.325,58.835,131.133,79.067,182.687,449.771,264.879,221.1,319.064,309.836,155.942,132.796,389.127,346.29,313.588,315.979,196.34,191.058,292.762,262.352,41.754,317.443,413.256,166.494,170.692,106.908,14.631,245.365,286.666,229.254,122.213,263.292,207.621,270.905,207.793,367.101,14.704,449.189,294.126,544.408,521.728,278.607,200.319,321.029,41.368,475.793,89.397,227.182,196.175,238.697,211.107
"Gray",342.41,417.365,468.795,490.684,191.657,473.046,488.695,276.036,122.833,402.759,483.833,122.743,249.257,178.391,257.291,383.409,103.22,307.828,466.166,266.185,250.76,484.75,70.383,62.369,422.062,132.765,149.97,113.785,83.916,480.615,285.893,172.34,189.372,330.541,0,437.003,227.829,352.797,238.506,229.324,159.655,25.49,349.453,446.812,267.41,231.854,152.369,195.274,224.394,466.886,432.457,488.118,196.764,338.89,224.808,288.857,242.003,391.081,183.058,139.793,476.345,143.709,418.925,274.271,204.772,442.98,499.816,65.729,225.473,494.624,222.956,405.258,47.141,206.562,337.096,138.995,295.641,441.61,345.213,297.041,325.787,169.886,67.753,148.048,215.859,480.15,223.851,79.894,482.909,239.89,341.537,258.109,118.132,234.228,211.75,280.734,148.244,129.937,345.967,284.713,355.685,244.327,151.26,377.557,486.223
"Greeley",147.54,15.37,172.478,140.415,372.251,105.637,242.95,192.417,316.466,214.156,153.58,366.95,220.986,293.966,245.03,85.894,341.416,265.334,129.6,639.294,266.539,182.004,385.377,428.712,89.224,473.524,362.944,569.707,479.135,141.343,228.986,571.985,559.162,236.372,437.393,0,548.382,131.433,344.402,486.1,572.062,462.884,255.284,143.991,427.075,647.805,589.763,331.236,406.703,153.713,11.224,137.339,612.734,316.464,541.088,240.864,198.738,288.928,255.271,537.912,75.504,293.684,154.372,352.072,337.971,260.052,186.643,455.254,595.263,89.646,453.063,39.827,399.87,527.115,215.614,386.626,668.75,86.72,403.356,339.572,247.295,510.896,410.286,411.283,304.242,35.372,263.414,377.332,92.667,612.999,247.368,631.218,356.832,650.179,637.97,307.686,331.986,503.058,193.434,657.822,322.061,262.238,378.204,90.885,105.836
"Greenwood",420.933,543.804,409.351,639.006,203.645,643.939,350.605,410.326,259.353,551.081,632.155,214.242,335.478,353.419,405.613,499.013,243.709,456.15,614.488,125.297,287.393,407.618,239.072,231.058,458.695,142.453,227.759,337.691,312.013,628.937,296.214,204.521,94.92,283.559,227.761,545.891,0,487.087,403.261,62.213,386.554,253.587,284.827,426.25,134.142,438.374,367.959,360.029,387.695,615.208,535.318,447.022,412.354,234.881,53.424,325.49,357.607,253.18,306.511,358.319,576.628,278.774,567.247,437.572,215.908,317.778,648.138,212.083,69.132,627.728,103.331,502.807,215.83,21.199,327.556,302.296,168.8,478.243,172.799,201.953,270.177,58.618,160.008,150.893,252.218,575.041,373.088,247.818,519.542,140.564,272.833,163.518,281.433,438.798,452.93,444.074,247.734,147.401,321.219,273.514,217.377,392.649,184.482,511.847,522.856
"Hamilton",78.432,117.912,226.524,186.869,310.991,152.091,257.953,76.728,250.112,117.633,189.142,293.333,149.125,188.464,108.89,68.397,275.062,147.16,171.548,578.034,205.672,242.479,284.214,320.591,141.882,412.264,278.344,461.586,342.995,185.997,179.691,510.725,497.902,187.091,351.593,131.4,486.866,0,208.262,424.584,463.941,377.084,206.003,204.541,365.559,539.684,502.661,195.096,270.563,172.195,142.216,238.367,504.613,267.183,479.572,194.374,126.877,250.332,189.191,401.772,209.457,227.33,124.234,215.932,276.711,279.914,205.125,388.9,534.003,173.669,391.803,138.37,314.07,465.599,177.018,250.486,607.49,191.859,376.819,328.647,198.014,449.636,343.932,350.023,240.579,166.364,142.122,276.169,210.675,551.739,198.087,569.958,248.711,542.058,501.83,171.546,258.369,441.798,154.838,596.562,272.78,126.098,316.944,56.602,223.844
"Harper",250.235,324.693,389.584,332.095,217.2,328.659,421.013,131.649,145.14,189.616,325.244,190.502,194.469,111.283,98.702,290.737,163.956,94.685,307.577,474.889,229.217,405.539,171.044,194.095,306.233,309.119,175.513,311.027,199.204,322.026,259.904,407.58,394.757,304.552,238.423,344.331,404.434,208.41,0,323.914,312.02,257.63,323.464,367.601,334.11,387.763,352.102,43.207,62.3,291.476,339.785,401.427,352.692,322.253,397.14,253.047,172.791,379.911,150.358,230.342,383.673,140.254,238.055,36.529,245.262,442.974,305.431,282.821,430.858,350.237,282.797,312.586,200.9,383.167,311.107,98.854,504.345,354.919,345.37,297.198,299.909,346.491,237.853,246.878,209.13,387.478,106.622,162.999,384.891,448.594,315.548,466.813,128.107,390.137,330.4,54.896,155.538,338.653,319.978,493.417,339.048,80.642,202.899,233.17,399.532
"Harvey",358.719,481.59,371.29,576.792,141.405,581.725,312.544,348.112,186.134,488.867,569.941,163.056,273.264,291.205,343.399,436.799,185.23,393.936,552.274,148.415,225.179,369.557,202.46,232.621,396.481,144.016,153.183,343.445,313.576,566.723,234,204.739,96.483,221.345,229.324,483.677,62.281,424.873,328.685,0,389.315,255.15,215.315,364.033,96.081,443.573,373.158,285.453,346.302,552.994,473.104,408.961,417.553,196.82,54.987,263.276,295.393,215.119,244.297,359.882,514.414,204.198,505.033,369.525,153.668,279.717,585.924,213.646,92.25,565.514,41.117,440.593,217.393,41.014,259.212,260.903,191.918,416.029,134.738,141.898,207.963,60.181,161.571,116.025,190.004,512.827,310.874,206.425,457.328,145.763,210.619,168.717,240.04,443.997,431.839,381.86,173.158,148.964,259.005,278.713,179.316,330.435,122.242,449.633,460.642
"Haskell",477.709,552.664,605.045,583.729,327.907,585.041,624.945,388.031,259.083,502.385,576.878,258.993,394.678,290.386,350.336,518.708,247.2,407.454,559.211,278.038,387.01,621,204.363,145.107,535.548,269.179,286.22,48.946,113.783,573.66,422.143,187.095,299.273,466.791,159.617,572.302,386.372,464.792,313.53,389.272,0,135.391,485.703,583.062,403.66,82.32,89.739,261.963,292.814,559.931,567.756,624.368,47.249,475.14,334.709,425.107,387.424,527.331,329.461,83.209,611.644,279.959,511.97,344.695,341.022,579.23,592.861,175.63,318.229,606.619,352.952,540.557,195.07,368.408,473.346,206.308,265.23,577.86,481.463,433.291,462.037,331.559,215.682,278.044,352.109,615.449,335.846,213.874,612.862,246.142,477.787,227.68,217.967,84.694,69.842,347.423,284.494,239.838,482.217,250.664,491.935,332.276,287.51,489.552,622.473
"Hodgeman",367.901,442.856,494.286,516.175,217.148,498.537,514.186,301.527,148.324,428.25,509.324,148.234,274.748,203.882,282.782,408.9,128.711,333.319,491.657,241.959,276.251,510.241,95.874,81.528,447.553,135.052,175.461,89.559,58.425,506.106,311.384,148.114,165.146,356.032,25.49,462.494,253.65,378.288,257.603,255.145,135.429,0,374.944,472.303,292.901,207.628,128.143,206.605,236.887,492.377,457.948,513.609,172.538,364.381,200.582,314.348,267.494,416.572,208.549,114.302,501.836,169.2,444.416,288.768,230.263,468.471,525.307,41.503,201.247,520.115,249.691,430.749,72.632,232.383,362.587,150.95,271.415,467.101,370.704,322.532,351.278,197.432,93.244,173.539,241.35,505.641,249.342,105.385,508.4,215.664,367.028,233.883,143.623,210.002,186.259,292.065,173.735,105.711,371.458,260.487,381.176,269.818,176.751,403.048,511.714
"Jackson",127.793,250.971,154.877,385.884,206.699,351.106,151.519,205.74,254.863,347.304,392.102,237.91,140.546,246.072,236.079,222.524,258.604,283.621,365.786,371.029,100.987,170.832,298.874,338.987,165.862,307.972,197.392,460.548,426.429,386.812,64.662,406.433,310.423,22.624,346.762,253.058,284.895,206.221,320.792,215.273,482.768,372.253,0,148.523,156.248,558.511,499.132,304.245,383.093,375.113,242.485,185.828,523.44,61.856,270.261,75.447,147.745,57.123,199.164,466.248,283.795,237.577,337.98,326.448,148.01,118.692,408.043,362.767,314.864,334.895,190.276,209.974,309.239,263.628,43.702,333.92,414.532,185.41,148.748,86.401,22.343,239.301,303.143,245.731,138.69,282.208,224.233,287.382,226.709,361.037,11.138,383.991,310.603,560.885,538.205,295.219,216.796,337.506,60.284,492.27,67.453,243.794,212.652,257.613,230.023
"Jefferson",130.938,142.592,39.929,245.459,307.08,210.681,83.83,240.312,355.244,325.849,278.236,338.291,240.792,319.616,268.564,164.001,358.985,313.493,258.451,574.123,201.368,55.884,399.255,439.368,107.339,408.353,297.773,560.929,502.669,246.387,163.815,506.814,493.991,171.201,447.143,144.679,429.59,208.215,367.936,367.209,583.149,472.634,151.705,0,295.292,658.892,599.513,354.77,430.237,281.52,134.106,35.361,623.821,202.14,422.197,175.693,224.388,176.327,299.545,561.446,143.37,337.958,282.179,375.606,272.8,140.724,316.395,463.148,459.559,194.47,387.892,101.595,409.62,408.323,136.765,410.16,603.579,42.408,293.443,237.133,182.124,445.725,403.524,346.112,239.071,149.255,289.064,387.763,77.131,547.828,163.074,566.047,382.482,661.266,638.586,331.22,317.177,437.887,128.263,592.651,212.145,285.772,313.033,199.09,80.445
"Jewell",299.652,422.523,301.287,517.725,88.495,522.658,242.541,289.045,174.397,429.8,510.874,158.531,214.197,232.138,284.332,377.732,179.225,334.869,493.207,220.344,166.112,299.554,219.495,259.608,337.414,222.769,116.355,381.169,330.992,507.656,174.933,277.986,184.518,162.278,267.383,424.61,134.21,365.806,348.366,96.081,403.389,292.874,156.248,292.141,0,479.132,419.753,290.311,347.88,493.927,414.037,338.958,444.061,99.618,143.022,204.209,236.326,145.116,185.23,386.869,455.347,167.37,445.966,354.022,100.758,209.714,526.857,282.282,164.179,506.447,77.324,381.526,229.86,112.943,200.145,262.481,263.847,356.962,64.735,59.23,148.896,126.349,235.838,160.528,130.937,453.76,251.807,208.003,398.261,233.798,151.552,256.752,241.618,481.506,458.826,322.793,136.33,217.6,199.938,366.748,109.313,271.368,127.449,390.566,401.575
"Johnson",552.455,627.41,679.791,658.475,402.653,659.787,699.691,462.777,333.829,577.131,651.624,333.739,469.424,365.132,425.082,593.454,321.946,482.2,633.957,330.086,461.756,695.746,279.109,219.853,610.294,341.467,360.966,120.388,188.529,648.406,496.889,255.954,371.561,541.537,231.905,647.048,438.42,539.538,387.707,443.512,82.021,207.679,560.449,657.808,478.406,0,79.485,336.709,366.991,634.677,642.502,699.114,36.019,549.886,388.949,499.853,462.17,602.077,404.207,158.714,686.39,354.705,586.716,418.872,415.768,653.976,667.607,247.918,370.277,681.365,427.698,615.303,269.816,420.456,548.092,281.054,296.778,652.606,556.209,508.037,536.783,403.847,290.428,352.79,426.855,690.195,410.592,288.62,687.608,298.19,552.533,279.728,292.713,2.358,81.024,422.169,359.24,312.126,556.963,166.642,566.681,407.022,362.256,564.298,697.219
"Kearny",494.831,569.786,621.216,640.846,344.078,623.208,641.116,426.198,275.254,541.724,633.995,275.164,401.678,328.553,407.453,535.83,255.641,446.793,616.328,259.919,403.181,637.171,222.804,183.274,574.483,261.982,302.391,40.903,153.122,630.777,438.314,176.469,292.076,482.962,152.42,589.424,368.253,502.959,352.3,373.345,89.739,128.194,501.874,599.233,419.831,79.485,0,301.302,331.584,617.048,584.878,640.539,44.395,491.311,318.782,441.278,394.424,543.502,335.479,152.876,628.766,296.13,569.087,383.465,357.193,595.401,649.978,168.433,300.11,644.786,376.621,557.679,199.562,350.289,489.517,245.647,241.466,594.031,497.634,449.462,478.208,324.362,220.174,300.469,368.28,632.571,374.013,232.315,635.33,228.023,493.958,209.561,256.134,81.859,90.351,386.762,300.665,232.641,498.388,164.461,508.106,371.615,303.681,527.719,638.644
"Kingman",236.264,310.722,375.613,322.022,173.992,314.688,407.042,117.678,101.932,240.678,315.171,147.294,172.367,68.075,88.629,276.766,120.748,145.747,297.504,431.681,207.997,391.568,127.836,150.887,292.262,265.911,132.305,259.978,148.155,311.953,243.13,364.372,351.549,287.778,195.215,330.36,361.226,194.439,43.231,280.706,260.971,206.581,306.69,353.63,290.902,336.714,301.053,0,103.119,298.224,325.814,387.456,301.643,296.127,353.932,246.094,162.932,348.318,107.15,206.932,369.702,97.046,250.263,84.071,202.054,400.217,331.154,239.613,387.65,336.266,239.589,298.615,157.692,339.959,294.333,55.646,461.137,340.948,302.162,253.99,283.024,303.283,194.645,203.67,165.922,373.507,96.763,119.791,370.92,405.386,298.774,423.605,84.899,339.088,306.99,85.716,112.33,295.445,303.204,450.209,312.922,70.569,159.691,219.199,385.561
"Kiowa",312.493,386.951,451.842,394.353,272.154,390.917,483.271,193.907,203.33,240.087,387.502,203.24,256.727,171.195,160.96,352.995,174.19,154.816,369.835,458.237,291.475,467.797,156.979,178.765,368.491,292.467,230.467,290.268,178.445,384.284,322.162,378.432,378.105,366.81,224.358,406.589,387.782,270.668,62.257,346.224,291.261,236.871,385.722,429.859,347.907,367.004,331.343,103.119,0,341.947,402.043,463.685,331.933,399.247,380.488,315.305,235.049,442.169,210.27,209.583,445.931,200.166,288.526,74.032,285.269,505.232,355.902,278.375,414.206,412.495,305.107,374.844,186.835,366.515,373.365,85.399,487.693,417.177,405.282,357.11,362.167,329.839,223.788,230.199,269.042,449.736,168.88,148.934,447.149,431.942,377.806,450.161,133.892,369.378,309.641,115.027,215.45,322.001,382.236,476.765,416.042,142.9,231.757,295.428,461.79
