"","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
"Hamilton",355.13,197.899,474.873,408.632,301.328,251.155,456.339,391.92,102.414,319.585,276.512,203.424,415.791,232.459,358.527,456.968,446.772,430.862,246.092,358.956,374.839,388.87,410.096,203.489,374.839,292.741,319.601,202.946,253.022,509.559,237.462,362.867,0,38.16,183.726,147.789,238.031,384.439,553.274,477.253,539.786,225.188,335.141,286.053,219.012,369.71,371.307,161.493,363.141,307.263,479.016,351.567,321.126,520.767,306.581,253.272,279.433,466.503,440.069,393.932,543.556,61.662,444.406,198.196,366.002,130.147,522.182,402.328,387.109,339.162,110.406,180.439,115.937,355.168,277.993,376.057,489.405,238.575,220.777,349.475,180.061,320.726,307.776,98.403,362.715,327.651,308.709,218.553,340.388,204.304,418.28,428.151,443.01,341.96,236.279,404.671,490.08,258.817,394.751,320.215,394.442,253.343
"Hancock",324.964,142.017,481.719,378.466,271.162,220.989,398.837,361.754,72.248,289.419,219.01,180.165,358.289,202.293,281.163,426.802,416.606,407.128,215.926,328.79,317.337,358.704,377.802,173.323,317.337,262.575,289.435,159.073,222.856,529.263,207.296,332.701,37.907,0,203.43,117.623,207.865,354.273,572.978,496.957,559.49,204.323,301.401,228.551,198.147,339.544,341.141,131.327,382.845,277.097,421.514,321.401,263.624,540.471,229.217,218.341,299.137,486.207,415.232,336.43,563.26,31.496,414.24,168.03,385.706,121.22,541.886,372.162,362.272,261.798,100.952,150.273,97.436,277.804,247.827,318.555,509.109,208.409,190.611,291.973,149.895,298.457,230.412,69.539,332.549,270.149,328.413,188.387,310.222,174.138,388.114,403.314,418.173,311.794,206.113,374.505,509.784,228.651,364.585,262.713,364.276,223.177
"Hardin",413.987,120.49,325.367,502.104,310.764,348.872,306.833,370.893,173.437,294.368,150.001,19.186,241.095,232.141,278.176,481.51,472.092,283.16,248.233,452.882,225.333,414.19,347.953,293.05,225.333,329.452,332.981,93.509,354.071,321.855,306.353,386.916,184.167,203.649,0,248.838,329.619,419.993,365.57,289.549,352.082,30.998,443.606,145.302,42.105,412.18,413.666,239.529,175.437,364.687,329.51,420.859,99.432,333.063,183.145,69.695,97.962,278.799,310.922,236.872,355.852,172.762,529.776,240.001,193.513,263.425,334.478,447.451,302.972,218.117,264.027,274.772,78.864,277.759,314.704,190.526,342.565,336.292,260.788,251.782,292.1,118.617,230.367,128.814,456.187,185.916,120.75,325.675,519.455,254.395,511.752,340.387,313.863,443.009,277.018,486.131,302.376,359.866,446.814,92.215,487.914,308.134
"Henderson",217.238,240.13,419.453,270.74,208.896,105.634,412.241,299.488,82.278,227.153,235.955,232.32,391.967,184.409,306.461,319.076,308.88,344.862,195.039,221.064,345.163,250.978,315.536,65.597,345.163,200.309,227.169,252.026,115.13,537.664,126.537,224.975,146.867,116.906,249.097,0,102.022,292.007,581.379,422.624,567.891,256.478,221.861,245.496,250.302,277.278,233.415,23.601,361.924,169.371,428.263,213.675,293.873,548.872,226.702,286.804,350.557,494.608,352.966,366.928,571.661,86.569,306.514,156.063,437.503,53.862,550.287,264.436,300.006,267.004,53.3,83.782,168.309,234.611,185.561,348.804,558.374,93.054,158.586,332.969,83.424,328.706,227.817,121.694,224.823,277.57,364.74,56.323,202.496,126.137,280.388,341.048,355.907,204.068,98.387,266.779,518.185,120.925,301.886,292.962,256.55,137.912
"Henry",101.787,211.661,375.415,189.904,164.858,22.367,368.203,255.45,133.599,183.115,207.486,298.758,347.929,140.371,262.423,203.418,194,300.824,151.001,140.682,301.125,136.098,271.498,62.884,301.125,133.874,179.564,223.557,146.083,518.823,55.579,110.095,253.941,223.98,314.22,102.031,0,188.451,562.538,378.586,549.05,298.713,223.261,217.027,296.414,132.43,118.535,98.993,333.455,52.487,384.225,108.659,265.404,530.031,198.504,258.335,322.088,475.767,308.928,322.89,552.82,193.643,225.678,124.737,409.034,129.236,531.446,133.85,255.968,222.966,149.75,54.82,225.663,190.573,89.692,315.39,539.533,9.787,114.548,288.931,141.076,300.237,183.779,176.402,143.987,249.372,336.271,42.893,150.811,97.668,199.552,297.01,311.869,197.875,51.895,186.397,499.344,128.248,157.583,264.493,175.714,57.774
"Iroquois",200.549,302.235,262.698,275.572,116.203,207.364,318.126,133.681,270.56,133.402,252.23,389.332,297.852,188.614,212.346,151.884,157.213,223.985,149.311,226.227,251.048,118.182,151.271,217.74,251.048,90.185,90.77,314.131,349.814,468.746,143.892,128.741,375.806,345.845,404.794,283.11,188.504,0,512.461,328.509,498.973,389.287,405.005,260.229,386.988,55.145,149.18,266.563,360.094,189.7,271.508,242.093,355.978,479.954,226.086,348.909,409.209,425.69,196.211,272.813,502.743,315.498,229.552,175.473,482.324,335.483,481.369,151.443,205.891,230.358,347.9,199.462,380.92,168.923,112.15,328.117,489.456,198.292,164.901,238.854,323.746,373.654,199.735,304.173,274.472,248.839,423.392,215.993,325.468,177.301,236.226,169.44,188.689,373.751,164.585,196.109,449.267,331.979,90.322,355.067,293.927,132.149
"Jackson",614.096,413.458,239.915,702.213,417.85,582.46,214.696,404.718,500.052,386.548,319.018,366.453,243.761,390.501,314.432,600.197,605.526,319.416,433.753,652.991,261.589,578.462,384.209,515.59,261.589,449.181,424.802,397.333,680.898,117.832,506.462,528.36,553.793,573.275,364.176,580.96,563.6,511.814,0,224.596,16.944,333.77,799.101,316.297,344.877,504.001,555.11,564.413,206.692,564.796,228.798,620.968,288.81,37.679,333.387,340.951,278.323,89.69,347.178,240.877,20.714,513.921,677.865,478.946,173.019,633.333,76.571,629.489,339.228,316.663,645.75,497.312,442.953,380.842,514.813,231.033,77.063,573.388,455.012,288.038,649.192,276.427,363.885,469.973,656.296,309.861,261.648,548.215,719.564,476.935,684.539,376.643,350.119,767.847,513.445,644.422,138.995,688.053,538.635,290.837,688.023,508.243
"Jasper",430.53,273.979,99.946,518.647,234.284,398.894,58.086,214.663,411.452,202.982,196.735,290.46,55.407,256.471,130.753,416.631,421.96,129.164,250.187,469.425,94.936,394.896,193.957,358.632,94.936,265.615,241.236,257.854,523.94,93.403,322.896,344.794,477.8,497.282,288.183,424.002,380.034,328.248,225.169,0,211.681,257.777,615.535,194.014,268.884,320.435,371.544,407.455,93.451,381.23,89.942,437.402,212.817,192.662,200.841,264.958,202.33,138.398,156.926,84.828,215.451,437.928,494.299,295.38,194.236,476.375,108.438,445.923,157.3,156.171,488.792,340.354,366.96,197.276,331.247,119.133,202.164,389.822,271.446,127.546,492.234,200.434,203.393,393.98,472.73,149.369,185.655,391.257,535.998,306.658,500.973,186.391,159.867,584.281,329.879,460.856,58.803,504.487,355.069,214.844,504.457,324.677
"Jefferson",602.04,401.402,228.466,690.157,405.794,570.404,203.247,392.662,487.996,374.492,306.962,354.397,231.705,378.445,302.376,588.141,593.47,307.36,421.697,640.935,249.533,566.406,372.153,503.534,249.533,437.125,412.746,385.277,668.842,106.383,494.406,516.304,541.737,561.219,352.12,568.904,551.544,499.758,17.465,212.54,0,321.714,787.045,304.241,332.821,491.945,543.054,552.357,194.636,552.74,217.349,608.912,276.754,20.802,321.331,328.895,266.267,77.634,335.122,228.821,4.964,501.865,665.809,466.89,160.963,621.277,79.851,617.433,327.172,304.607,633.694,485.256,430.897,368.786,502.757,218.977,60.186,561.332,442.956,275.982,637.136,264.371,351.829,457.917,644.24,297.805,249.592,536.159,707.508,464.879,672.483,364.587,338.063,755.791,501.389,632.366,127.546,675.997,526.579,278.781,675.967,496.187
"Jersey",384.046,92.727,294.961,472.163,280.823,318.931,276.427,338.056,185.024,264.427,119.595,32.682,210.689,202.2,247.77,451.569,442.151,252.754,218.292,422.941,194.927,384.249,317.547,263.109,194.927,299.511,303.04,86.449,361.482,291.449,276.412,356.975,225.834,204.311,30.998,256.249,299.678,390.052,335.164,259.143,321.676,0,451.017,114.896,11.106,382.239,383.725,234.755,145.031,334.746,299.104,390.918,69.026,302.657,152.739,39.289,67.556,248.393,280.516,206.466,325.446,180.173,499.835,210.06,163.107,270.836,304.072,417.51,272.566,187.711,271.438,244.831,109.182,247.818,284.763,160.12,312.159,306.351,230.847,221.376,299.511,88.211,200.426,136.225,426.246,155.51,90.344,295.734,489.514,224.454,481.811,309.981,283.457,537.797,247.077,456.19,271.97,367.277,416.873,61.809,457.973,278.193
"Jo Daviess",221.466,448.858,609.563,173.875,399.006,201.836,602.351,489.598,291.006,417.263,444.683,445.584,582.077,374.519,496.571,262.001,265.099,534.972,385.149,196.149,535.273,291.836,505.646,274.325,535.273,368.022,429.632,460.754,80.151,752.971,305.74,289.073,335.876,301.829,462.361,222.416,221.831,403.282,796.686,612.734,783.198,535.91,0,454.224,463.566,347.944,245.639,232.329,570.652,237.144,618.373,188.21,502.601,764.179,432.652,495.532,559.285,709.915,543.076,557.038,786.968,271.492,209.649,358.885,646.231,195.35,765.594,239.521,490.116,457.114,215.864,292.51,381.573,424.721,323.84,557.532,773.681,212.026,348.696,523.079,158.842,537.434,417.927,334.958,143.915,483.52,573.468,205.233,80.2,334.865,183.523,531.158,546.017,41.746,307.115,216.87,733.492,94.805,320.768,501.69,113.753,291.922
"Johnson",285.353,93.637,196.289,373.47,151.665,237.813,177.755,211.794,179.605,135.269,9.536,129.209,140.387,92.076,78.195,349.277,354.606,152.278,114.267,324.248,96.255,285.556,166.03,181.991,96.255,175.137,173.882,77.635,347.299,272.733,177.719,258.282,288.974,230.824,144.973,247.361,218.56,260.894,316.448,194.031,302.96,114.567,454.03,0,118.748,253.081,285.032,230.814,125.271,236.053,200.432,292.225,81.258,283.941,42.68,74.189,137.942,229.677,180.04,115.348,306.73,206.686,401.142,128.942,224.888,299.734,285.356,318.817,126.176,77.827,312.151,163.713,172.322,118.66,186.07,100.437,293.443,225.233,119.674,70.891,315.593,116.091,64.513,162.738,327.553,49.067,152.125,214.616,390.821,143.336,383.118,163.28,182.981,439.104,165.959,357.497,253.254,353.094,287.715,80.347,359.28,179.5
"Kane",380.048,86.551,306.068,468.165,276.825,314.933,287.534,336.954,178.848,260.429,123.356,26.506,221.796,198.202,199.572,447.571,438.153,263.861,214.294,418.943,206.034,380.251,328.654,259.111,206.034,295.513,299.042,78.685,355.306,302.556,272.414,352.977,219.658,198.135,42.105,250.073,295.68,386.054,346.271,270.25,332.783,11.106,444.841,118.657,0,378.241,379.727,228.579,156.138,330.748,310.211,386.92,80.133,313.764,156.5,42.686,78.663,259.5,291.623,217.573,336.553,173.997,495.837,206.062,174.214,264.66,315.179,413.512,283.673,191.472,265.262,240.833,103.006,243.82,280.765,171.227,323.266,302.353,226.849,232.483,293.335,99.318,196.428,130.049,422.248,159.271,101.451,291.736,485.516,220.456,477.813,321.088,294.564,533.799,243.079,452.192,283.077,361.101,412.875,72.916,453.975,274.195
"Kankakee",146.734,297.708,320.811,221.712,111.676,169.358,313.599,201.21,264.094,128.875,247.703,384.805,293.325,184.087,207.819,98.024,103.353,246.22,144.784,172.367,246.521,64.367,216.894,211.274,246.521,93.893,86.243,309.604,295.954,464.219,130.784,64.665,369.34,339.379,400.267,276.644,132.145,55.731,507.934,323.982,494.446,384.76,351.145,255.702,382.461,0,95.365,260.097,355.567,142.551,329.621,188.233,351.451,475.427,221.559,344.382,404.682,421.163,254.324,268.286,498.216,309.032,175.692,169.007,477.797,307.525,476.842,97.628,201.364,225.831,328.039,192.996,376.393,164.396,104.719,323.59,484.929,141.933,158.818,234.327,269.931,369.127,195.208,297.707,220.612,244.312,418.865,172.387,271.608,170.835,182.366,242.406,257.265,319.891,159.022,142.249,444.74,278.119,36.462,350.54,240.067,116.966
